id	item_group_id	title	description	price	sale_price	image_link	link	availability	product_type	brand	color	size	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	catwalk_video	parent_sku	sales_count_10_days	vip_price	release_date	sales_count_conversions_10_days	half_price	aged_sale_price	sales_count_conversions_1_day	inventory_count
PP2354796-3241-83055	14387752	"Amelia Block Heeled Mule"	" Material: Faux Suede Heel Height: 2.25"" Measurements will vary slightly Closure: Slip On Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/PP2354796-3241/PP2354796-3241-2_589x860.jpg	https://www.justfab.ca/products/Amelia-Block-Heeled-Mule-PP2354796-3241	"in stock"	"Fashion > Shoes > Pumps > Mule"	JustFab			3	15	"Amelia Block Heeled Mule"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2354796-2990/PP2354796-2990.mp4	PP2354796	15	$39.95	28/02/2023	3	$23.97	$	1	17
BS2354812-7410-83120	14388103	"Selina Western Bootie"	" Material: Faux Suede Shaft Height: 5.75"" Heel Height: 3.0"" Measurements will vary slightly Closure: Inside Zipper Imported "	$59.99	$12.49	https://us-cdn.justfab.com/media/images/products/BS2354812-7410/BS2354812-7410-2_589x860.jpg	https://www.justfab.ca/products/Selina-Western-Bootie-BS2354812-7410	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab			3	23	"Selina Western Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2354812-6440/BS2354812-6440.mp4	BS2354812	23	$49.95	28/02/2023	3	$29.97	$	0	22
HD2354797-1745-83120	14388181	"Amora Heeled Sandal"	" Material: Faux Leather Heel Height: 3.25"" Measurements will vary slightly Closure: Slip On Imported "	$46.95	$9.24	https://us-cdn.justfab.com/media/images/products/HD2354797-1745/HD2354797-1745-2_589x860.jpg	https://www.justfab.ca/products/Amora-Slide-Heeled-Sandal-HD2354797-1745	"in stock"	"Fashion > Shoes > Sandals > Mule"	JustFab			3	21	"Amora Heeled Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/HD2354797-1745/HD2354797-1745.mp4	HD2354797	21	$36.95	28/02/2023	3	$22.17	$	0	62
FT1932697-2607-83065	8147203	"Lucita Woven Flat"	" Featured JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 0.75"" Platform Height: N/A Measurements will vary slightly Synthetic Upper Man Made Sole Imported "	$39.95	$7.49	https://us-cdn.justfab.com/media/images/products/FT1932697-2607/FT1932697-2607-2_589x860.jpg	https://www.justfab.ca/products/Lucita-Woven-Flat-FT1932697-2607	"in stock"	"Fashion > Shoes > Flats > Slip On"	JustFab			3	23	"Lucita Woven Flat"		"low performer"	https://us-cdn.justfab.com/media/video/products/FT1932697-2607/FT1932697-2607.mp4	FT1932697	23	$29.95	28/02/2023	3	$17.97	$	0	93
WE2041322-0001-83065	10093624	"Cute For You Slip-On Wedge"	" Material: Faux Suede Heel Height: 3.5"" Measurements will vary slightly Imported "	$49.95	$9.24	https://us-cdn.justfab.com/media/images/products/WE2041322-0001/WE2041322-0001-2_589x860.jpg	https://www.justfab.ca/products/Cute-For-You-Slip-On-Wedge-WE2041322-0001	"in stock"	"Fashion > Shoes > Sandals > Wedge"	JustFab			2	30	"Cute For You Slip-On Wedge"		"mid performer"	https://us-cdn.justfab.com/media/video/products/WE2041322-0001/WE2041322-0001.mp4	WE2041322	30	$36.95	31/01/2023	2	$22.17	$	1	263
PP2044930-0001-83120	10719973	"Khloy Classic Pump"	" Padded insole with arch support Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Belongs to the JF Core collection—tried, tested & true. Heel Height: 3.25"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2044930-0001/PP2044930-0001-2_589x860.jpg	https://www.justfab.ca/products/Khloy-Classic-Pump-PP2044930-0001	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			2	3	"Khloy Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2044930-0502/PP2044930-0502.mp4	PP2044930	3	$32.95	12/10/2022	2	$19.77	$	0	11
BS2045841-0001-83060	10933831	"Gabrielle Ankle Boot"	" Material: Faux Suede Heel Height: 3” Shaft Height (based on size 8): 5” Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/BS2045841-0001/BS2045841-0001-2_589x860.jpg	https://www.justfab.ca/products/Gabrielle-Ankle-Boot-BS2045841-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			2	11	"Gabrielle Ankle Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2045841-0001/BS2045841-0001.mp4	BS2045841	11	$39.95	30/10/2022	2	$23.97	$	0	12
BS2045846-0001-83080	10933909	"Lumi Bootie"	" Material: Faux Leather Heel Height: 2.95"" Shaft Height (based on size 8): 3.14"" Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/BS2045846-0001/BS2045846-0001-2_589x860.jpg	https://www.justfab.ca/products/Lumi-Bootie-BS2045846-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			2	3	"Lumi Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2045846-0001/BS2045846-0001.mp4	BS2045846	3	$39.95	30/10/2020	2	$23.97	$	0	30
SK2146888-0001-83065	11460802	"Kayden Wedge Sneaker"	" Belongs to the JF Core collection—tried, tested & true Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 2.25"" Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/SK2146888-0001/SK2146888-0001-2_589x860.jpg	https://www.justfab.ca/products/Kayden-Wedge-Sneaker-SK2146888-0001	"in stock"	"Fashion > Shoes > Sneakers > High Top"	JustFab			2	16	"Kayden Wedge Sneaker"		"low performer"	https://us-cdn.justfab.com/media/video/products/SK2146888-0111/SK2146888-0111.mp4	SK2146888	16	$39.95	31/01/2023	2	$23.97	$	1	10
FA2147405-1099-83100	11463358	"Cass Flat Sandal"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 0.5"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$34.95	$6.24	https://us-cdn.justfab.com/media/images/products/FA2147405-1099/FA2147405-1099-2_589x860.jpg	https://www.justfab.ca/products/Cass-Flat-Sandal-FA2147405-1099	"in stock"	"Fashion > Shoes > Sandals > Slide"	JustFab			2	13	"Cass Flat Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2147405-1099/FA2147405-1099.mp4	FA2147405	13	$24.95	31/01/2023	2	$14.97	$	1	279
DA2148258-0001-83120	11808832	"Karine Peep-Toe Bootie"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 3.5"" Shaft Height (based on size 8): 3.75"" Measurements will vary slightly Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/DA2148258-0001/DA2148258-0001-2_589x860.jpg	https://www.justfab.ca/products/Karine-Peep-Toe-Bootie--DA2148258-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			2	5	"Karine Peep-Toe Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/DA2148258-7410/DA2148258-7410.mp4	DA2148258	5	$39.95	09/01/2023	2	$23.97	$	0	41
WE2148744-3346-83100	11930674	"Mia Notched Wedge Sandal"	" Featured JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Textile Heel Height: 4.75"" Platform Height: 1.5"" Measurements will vary slightly Imported "	$69.99	$13.74	https://us-cdn.justfab.com/media/images/products/WE2148744-3346/WE2148744-3346-2_589x860.jpg	https://www.justfab.ca/products/Mia-Notched-Wedge-Sandal-WE2148744-3346	"in stock"	"Fashion > Shoes > Sandals > Wedge"	JustFab			2	5	"Mia Notched Wedge Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/WE2148744-2317/WE2148744-2317.mp4	WE2148744	5	$54.95	29/04/2022	2	$32.97	$	1	76
HS2149882-10361-83065	12339571	"Leighton Fold-Over Sherpa Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 3.0"" Platform Height: 1.0"" Shaft Height (based on size 8): 9.0"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$74.95	$13.24	https://us-cdn.justfab.com/media/images/products/HS2149882-10361/HS2149882-10361-2_589x860.jpg	https://www.justfab.ca/products/Leighton-Fold-Over-Sherpa-Boot-HS2149882-10361	"in stock"	"Fashion > Shoes > Boots > Heeled Boots"	JustFab			2	3	"Leighton Fold-Over Sherpa Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/HS2149882-10361/HS2149882-10361.mp4	HS2149882	3	$52.95	01/12/2021	2	$31.77	$	0	11
CW2250896-1891-83060	12672436	"Pythios Lug Sole Hiker Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 2.0"" Shaft Height (based on size 8): 7.0"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/CW2250896-1891/CW2250896-1891-2_589x860.jpg	https://www.justfab.ca/products/Pythios-Lug-Sole-Hiker-Boot-CW2250896-1891	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab			2	5	"Pythios Lug Sole Hiker Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/CW2250896-1891/CW2250896-1891.mp4	CW2250896	5	$44.95	30/10/2022	2	$26.97	$	0	9
FT2251237-6023-88080	12893590	"Bay Ballet Flat"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height:0.5"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$32.95	$6.24	https://us-cdn.justfab.com/media/images/products/FT2149854-6023/FT2149854-6023-2_589x860.jpg	https://www.justfab.ca/products/Bay-Ballet-Flat-FT2149854-6023	"in stock"	"Fashion > Shoes > Flats > Ballet"	JustFab			2	2	"Bay Ballet Flat"		"low performer"	https://us-cdn.justfab.com/media/video/products/FT2148411-0001/FT2148411-0001.mp4	FT2149854	2	$24.95	29/07/2022	2	$14.97	$	0	1
WE2251491-2458-83110	12959869	"Bonnie Buckle Wedge"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 3.5"" Measurements will vary slightly Imported "	$49.95	$9.24	https://us-cdn.justfab.com/media/images/products/WE2251491-2458/WE2251491-2458-2_589x860.jpg	https://www.justfab.ca/products/Bonnie-Buckle-Wedge-WE2251491-2458	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab			2	9	"Bonnie Buckle Wedge"		"low performer"	https://us-cdn.justfab.com/media/video/products/WE2251491-2458/WE2251491-2458.mp4	WE2251491	9	$36.95	31/01/2023	2	$22.17	$	0	24
PP2147427-8072-88100	13052806	"Gisselle Classic Pump"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 4.0"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2044681-8072/PP2044681-8072-2_589x860.jpg	https://www.justfab.ca/products/Gisselle-Classic-Pump-PP2044681-8072	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			2	4	"Gisselle Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2044681-1977/PP2044681-1977.mp4	PP2044681	4	$32.95	31/05/2022	2	$19.77	$	1	4
WE2251787-1090-83065	13053034	"Kiki Slip On Wedge"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Textile Heel Height: 4.25"" Platform Height: 1.75"" Measurements will vary slightly Imported "	$56.95	$10.74	https://us-cdn.justfab.com/media/images/products/WE2251787-1090/WE2251787-1090-2_589x860.jpg	https://www.justfab.ca/products/Kiki-Slip-On-Wedge-WE2251787-1090	"in stock"	"Fashion > Shoes > Sandals > Wedge"	JustFab			2	3	"Kiki Slip On Wedge"		"low performer"	https://us-cdn.justfab.com/media/video/products/WE2251787-1090/WE2251787-1090.mp4	WE2251787	3	$42.95	31/03/2022	2	$25.77	$	0	1
SK2250873-1182-84080	13383994	"Endellion Lace-Up Sneaker"	" Double the padding for comfort, support, and ease of movement Material: Faux Leather Heel Height: 1.25"" Measurements will vary slightly Imported "	$52.95	$10.74	https://us-cdn.justfab.com/media/images/products/SK2250873-1182/SK2250873-1182-2_589x860.jpg	https://www.justfab.ca/products/Endellion-Lace-Up-Sneaker-SK2250873-1182	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab			2	7	"Endellion Lace-Up Sneaker"		"low performer"		SK2250873	7	$42.95	19/05/2022	2	$25.77	$	2	48
BS2146893-7378-84110	13584943	"Tanzi Lug Sole Boot"	" Dream Sole – Double the padding for comfort, support, and ease of movement Material: Faux Leather Heel Height: 2.25"" Shaft Height (based on size 8): 5.5"" Measurements will vary slightly Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/BS2146893-7378/BS2146893-7378-2_589x860.jpg	https://www.justfab.ca/products/Tanzi-Lug-Sole-Bootie-BS2146893-7378	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab			2	4	"Tanzi Lug Sole Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2148097-0001/BS2148097-0001.mp4	BS2146893	4	$44.95	24/08/2022	2	$26.97	$	0	117
DA2148172-2400-84080	13640131	"Kenzy Spiral Heeled Sandal"	" Dream Sole – Double the padding for comfort, support, and ease of movement. Material: Faux Leather/ PVC Heel Height: 4.25"" Measurements will vary slightly Closure: Wrap around strap Imported "	$64.95	$10.74	https://us-cdn.justfab.com/media/images/products/DA2148172-2400/DA2148172-2400-2_589x860.jpg	https://www.justfab.ca/products/Kenzy-Spiral-Heeled-Sandal-DA2148172-2400	"in stock"	"Fashion > Shoes > Sandals > Gladiator"	JustFab			2	3	"Kenzy Spiral Heeled Sandal"		"low performer"		DA2148172	3	$42.95	28/11/2022	2	$25.77	$	0	208
SK2149129-5257-55360	13684936	"Ximena Sneaker"	" Material: Faux Leather/ Faux Suede Heel Height: 2.0"" Measurements will vary slightly Closure: Lace Up Imported "	$52.95	$10.74	https://us-cdn.justfab.com/media/images/products/SK2149129-5257/SK2149129-5257-2_589x860.jpg	https://www.justfab.ca/products/XIMENA-SNEAKER-SK2149129-5257	"in stock"	"Fashion > Shoes > Sneakers > Active"	JustFab			2	4	"Ximena Sneaker"		"low performer"	https://us-cdn.justfab.com/media/video/products/SK2149129-1010/SK2149129-1010.mp4	SK2149129	4	$42.95	31/08/2022	2	$25.77	$	0	21
FB2045618-1533-83120	13685809	"Noel Buckle Detailed Tall Boot"	"  Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported.   Material: Faux Suede   Heel Height: 2.0""   Platform Height: 1.5""   Shaft Height (based on size 8): 15.0""    Extra wide width has additional room across the footbed, ball of the foot and instep  Extra Wide width + Extra Wide Calf size is available in E fit  Measurements will vary slightly   Closure: Inside Zipper   Imported   "	$69.95	$13.74	https://us-cdn.justfab.com/media/images/products/FB2045618-1533/FB2045618-1533-2_589x860.jpg	https://www.justfab.ca/products/Noel-Buckle-Detailed-Tall-Boot-FB2045618-1533	"in stock"	"Fashion > Shoes > Boots > Riding"	JustFab			2	3	"Noel Buckle Detailed Tall Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/FB2045618-0111/FB2045618-0111.mp4	FB2045618	3	$54.95	31/08/2022	2	$32.97	$	1	55
PP2253308-0155-83120	13766986	"Sheila Classic Pump"	" Padded insole with arch support Material: Faux Leather Heel Height: 3.25"" Measurements will vary slightly Closure: Slip On Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2253308-0155/PP2253308-0155-2_589x860.jpg	https://www.justfab.ca/products/Shiela-Classic-Pump-PP2253308-0155	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			2	6	"Sheila Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2253308-1533/PP2253308-1533.mp4	PP2253308	6	$32.95	30/01/2023	2	$19.77	$	1	9
PP2044992-1733-88120	13767835	"Khloy Classic Pump"	" Belongs to the JF Core collection—tried, tested & true Padded insole with arch support Material: Faux Leather Heel Height: 3.25"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Closure: Slip On Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2044930-1733/PP2044930-1733-2_589x860.jpg	https://www.justfab.ca/products/Khloy-Classic-Pump-PP2044930-1733	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			2	5	"Khloy Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2044930-0001/PP2044930-0001.mp4	PP2044930	5	$32.95	28/11/2022	2	$19.77	$	0	6
FB2150266-1533-83055	13950655	"Demi Faux Fur Lug Sole Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 1.25"" Extra wide width has additional room across the footbed, ball of the foot and instep Extra Wide width + Extra Wide Calf size is available in E fit Measurements will vary slightly Imported "	$72.95	$14.24	https://us-cdn.justfab.com/media/images/products/FB2150266-1533/FB2150266-1533-2_589x860.jpg	https://www.justfab.ca/products/Demi-Faux-Fur-Lug-Sole-Boot-FB2150266-1533	"in stock"	"Fashion > Shoes > Boots > Snow"	JustFab			2	13	"Demi Faux Fur Lug Sole Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/FB2150266-1533/FB2150266-1533.mp4	FB2150266	13	$56.95	28/11/2022	2	$34.17	$	0	73
FB2149681-1530-88085	13950880	"Argo Quilted Riding Boot"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 1.75"" Extra wide width has additional room across the footbed, ball of the foot and instep Extra Wide width + Extra Wide Calf size is available in E fit Measurements will vary slightly Imported "	$59.95	$12.49	https://us-cdn.justfab.com/media/images/products/FB2149675-1530/FB2149675-1530-2_589x860.jpg	https://www.justfab.ca/products/Argo-Quilted-Riding-Boot-FB2149675-1530	"in stock"	"Fashion > Shoes > Boots > Riding"	JustFab			2	6	"Argo Quilted Riding Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/FB2149675-0001/FB2149675-0001.mp4	FB2149675	6	$49.95	06/10/2022	2	$29.97	$	1	42
FB2149812-1533-84110	14077174	"Nettie Chain Embellished Flat Boot"	" Dream Sole - Double the padding for comfort, support, and ease of movement. Material: Faux Leather Heel Height: 0.79"" Shaft Height (based on size 8): 17.55"" Extra wide width has additional room across the footbed, ball of the foot and instep Extra Wide width + Extra Wide Calf size is available in E fit Measurements will vary slightly Closure: Functional Inside Zipper Imported "	$59.95	$12.49	https://us-cdn.justfab.com/media/images/products/FB2149812-1533/FB2149812-1533-2_589x860.jpg	https://www.justfab.ca/products/Nettie-Chain-Embellished-Flat-Boot-FB2149812-1533	"in stock"	"Fashion > Shoes > Boots > Moto"	JustFab			2	8	"Nettie Chain Embellished Flat Boot"		"low performer"		FB2149812	8	$49.95	30/10/2022	2	$29.97	$	1	26
HD2253154-0204-83055	14092492	"Abigale Platform Sandal"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Leather Heel Height: 4.5"" Platform Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	$49.95	$9.99	https://us-cdn.justfab.com/media/images/products/HD2253154-0204/HD2253154-0204-2_589x860.jpg	https://www.justfab.ca/products/Abigale-Platform-Sandal-HD2253154-0204	"in stock"	"Fashion > Shoes > Sandals > Mule"	JustFab			2	6	"Abigale Platform Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/HD2253154-1533/HD2253154-1533.mp4	HD2253154	6	$39.95	30/11/2022	2	$23.97	$	1	4
CW2253239-1429-83110	14115301	"Maeve Water-Resistant Bootie"	" Material: Faux Leather Heel Height: 3.0"" Measurements will vary slightly Closure: Slip On Imported "	$59.95	$9.99	https://us-cdn.justfab.com/media/images/products/CW2253239-1429/CW2253239-1429-2_589x860.jpg	https://www.justfab.ca/products/Maeve-Water-Resistant-Bootie-CW2253239-1429	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab			2	3	"Maeve Water-Resistant Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/CW2253239-1429/CW2253239-1429.mp4	CW2253239	3	$39.95	30/01/2023	2	$23.97	$	0	63
HS2354159-5619-83075	14115574	"Kendall Stretch Stiletto Boot"	" Material: Stretch Faux Suede Heel Height: 3.0"" Shaft Height (based on size 8): 15.75"" Measurements will vary slightly Closure: Inside Zipper Imported "	$59.95	$12.49	https://us-cdn.justfab.com/media/images/products/HS2354159-5619/HS2354159-5619-2_589x860.jpg	https://www.justfab.ca/products/Kendall-Stretch-Stiletto-Boot-HS2354159-5619	"in stock"	"Fashion > Shoes > Boots > Heeled Boots"	JustFab			2	5	"Kendall Stretch Stiletto Boot"		"low performer"	https://us-cdn.justfab.com/media/video/products/HS2354159-2608/HS2354159-2608.mp4	HS2354159	5	$49.95	30/01/2023	2	$29.97	$	0	39
PP2044930-5619-83085	14115691	"Khloy Classic Pump"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Suede Heel Height: 3.25"" Measurements will vary slightly Closure: Slip On Imported "	$44.95	$8.24	https://us-cdn.justfab.com/media/images/products/PP2044930-5619/PP2044930-5619-2_589x860.jpg	https://www.justfab.ca/products/Khloy-Classic-Pump-PP2044930-5619	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab			2	4	"Khloy Classic Pump"		"low performer"	https://us-cdn.justfab.com/media/video/products/PP2044930-0001/PP2044930-0001.mp4	PP2044930	4	$32.95	31/01/2023	2	$19.77	$	1	58
BS2044663-1429-83120	14241358	"Shandee Lace-Up Bootie"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Leather Heel Height: 4.5"" Shaft Height: 5.25"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Closure: Adjustable Laces Imported "	$59.95	$11.24	https://us-cdn.justfab.com/media/images/products/BS2044663-1429/BS2044663-1429-2_589x860.jpg	https://www.justfab.ca/products/Shandee-Lace-Up-Bootie-BS2044663-1429	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab			2	8	"Shandee Lace-Up Bootie"		"low performer"	https://us-cdn.justfab.com/media/video/products/BS2044663-2875/BS2044663-2875.mp4	BS2044663	8	$44.95	31/01/2023	2	$26.97	$	0	40
FA2354725-1690-83080	14241433	"Buffy Lug Sole Sandal"	" Material: Faux Leather Heel Height: 2.25"" Platform Height: 1.5"" Measurements will vary slightly Closure: Velcro Straps Imported "	$54.95	$11.24	https://us-cdn.justfab.com/media/images/products/FA2354725-1690/FA2354725-1690-2_589x860.jpg	https://www.justfab.ca/products/Buffy-Platform-Sandal-FA2354725-1690	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab			2	6	"Buffy Lug Sole Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2354725-1690/FA2354725-1690.mp4	FA2354725	6	$44.95	31/01/2023	2	$26.97	$	0	77
HD2354734-2990-83055	14241628	"Katerina Gladiator Heeled Sandal"	" Material: Faux Leather Heel Height: 3.75"" Measurements will vary slightly Closure: Adjustable Buckle Imported "	$54.95	$10.74	https://us-cdn.justfab.com/media/images/products/HD2354734-2990/HD2354734-2990-2_589x860.jpg	https://www.justfab.ca/products/Katerina-Gladiator-Heeled-Sandal-HD2354734-2990	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab			2	8	"Katerina Gladiator Heeled Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/HD2354734-2990/HD2354734-2990.mp4	HD2354734	8	$42.95	31/01/2023	2	$25.77	$	0	6
FA2354702-7410-83100	14241784	"Cara Woven Slide Sandal"	" Material: Faux Leather Heel Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	$44.95	$8.74	https://us-cdn.justfab.com/media/images/products/FA2354702-7410/FA2354702-7410-2_589x860.jpg	https://www.justfab.ca/products/Cara-Woven-Slide-Sandal-FA2354702-7410	"in stock"	"Fashion > Shoes > Sandals > Slide"	JustFab			2	17	"Cara Woven Slide Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2354702-7410/FA2354702-7410.mp4	FA2354702	17	$34.95	31/01/2023	2	$20.97	$	0	65
FA2354702-1590-83095	14241823	"Cara Woven Slide Sandal"	" Material: Faux Leather Heel Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	$44.95	$8.74	https://us-cdn.justfab.com/media/images/products/FA2354702-1590/FA2354702-1590-2_589x860.jpg	https://www.justfab.ca/products/Cara-Woven-Slide-Sandal-FA2354702-1590	"in stock"	"Fashion > Shoes > Sandals > Slide"	JustFab			2	8	"Cara Woven Slide Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/FA2354702-7410/FA2354702-7410.mp4	FA2354702	8	$34.95	31/01/2023	2	$20.97	$	0	7
SK2146955-6479-83055	14241901	"Easton Sneaker"	" Belongs to the JF Core collection—tried, tested & true Material: Recycled Active Knit Heel Height: 1.0"" Measurements will vary slightly Closure: Nonfunctional decorative laces Slip On Imported "	$44.95	$8.74	https://us-cdn.justfab.com/media/images/products/SK2146955-6479/SK2146955-6479-2_589x860.jpg	https://www.justfab.ca/products/Easton-Sneaker-SK2146955-6479	"in stock"	"Fashion > Shoes > Sneakers > Active"	JustFab			2	8	"Easton Sneaker"		"low performer"	https://us-cdn.justfab.com/media/video/products/SK2146955-7344/SK2146955-7344.mp4	SK2146955	8	$34.95	27/02/2023	2	$20.97	$	0	100
WE2354701-2600-83055	14241979	"Anaya Mule Wedge Sandal"	" Material: Faux Suede Heel Height: 4.5"" Platform Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	$52.95	$9.99	https://us-cdn.justfab.com/media/images/products/WE2354701-2600/WE2354701-2600-2_589x860.jpg	https://www.justfab.ca/products/Anaya-Mule-Wedge-Sandal-WE2354701-2600	"in stock"	"Fashion > Shoes > Sandals > Mule"	JustFab			2	14	"Anaya Mule Wedge Sandal"		"low performer"	https://us-cdn.justfab.com/media/video/products/WE2354701-2600/WE2354701-2600.mp4	WE2354701	14	$39.95	31/01/2023	2	$23.97	$	1	12
