id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	google_product_category	condition	mpn	brand	color	size	gender	age_group	material	pattern	custom_label_1	inventory_count	is_bundle	release_date	sales_count_conversions_10_days	Sale_Price_Leggings	shorter_mpn	top_Sellers	transparent_additional_image_link_1	transparent_additional_image_link_2	transparent_additional_image_link_3	transparent_additional_image_link_4	transparent_additional_image_link_5	Activity	product_id	transparent_image_link_1	transparent_image_link_2	catwalk_video	curalate_image_url_1	curalate_inage_url_2	curalate_image_url_3	curalate_image_url_4	membership_exclusive	ScarcityMessage	Product_review_average	Product_review_average_version	Product_rating_stars
LG2045683-3196	13111534	"Legging taille haute Utility Motion365® Trinity  Fabletics"	"Legging taille haute Utility Motion365® Trinity  Fabletics"	"62.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-4_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-5_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045681-3196/LG2045681-3196-2_998x1498.jpg"	https://www.fabletics.fr/products/13111534?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Leggings >> Full Length"	204	new	LG2045683-3196-39050	Fabletics	Vert	L	female	adult	Motion365		"13111534 No"	62	No	01/04/2022	3	"2 for £24"		3						Training	13111579									62	4.5968586387435	4.5968586387435	&#9733;&#9733;&#9733;&#9733;
SO2252110-3776	13250137	"Short 15 cm taille très haute On-The-Go Universal Tennis Fabletics"	"Short 15 cm taille très haute On-The-Go Universal Tennis Fabletics"	"44.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/SO2252110-3776/SO2252110-3776-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/SO2252110-3776/SO2252110-3776-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2252110-3776/SO2252110-3776-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2252110-3776/SO2252110-3776-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2252110-3776/SO2252110-3776-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2252110-3776/SO2252110-3776-2_998x1498.jpg"	https://www.fabletics.fr/products/13250137?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Shorts"	207	new	SO2252110-3776-17050	Fabletics	Blanc	L	female	adult	PowerHold		"13250137 No"	16	No	27/06/2023	3	"2 for £24"		3						Tennis/Training	13250152									"Stock limité"	4.8888888888889	4.8888888888889	&#9733;&#9733;&#9733;&#9733;&#9733;
LG2045798-5347	13808824	"Legging taille haute à poches Therma-Flex  Fabletics"	" Legging à doublure pour plus de chaleur."	"58.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045796-5347/LG2045796-5347-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045796-5347/LG2045796-5347-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045796-5347/LG2045796-5347-4_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045796-5347/LG2045796-5347-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045796-5347/LG2045796-5347-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045796-5347/LG2045796-5347-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2045796-5347/LG2045796-5347-2_998x1498.jpg"	https://www.fabletics.fr/products/13808824?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Leggings >> Full Length"	204	new	LG2045798-5347-39050	Fabletics	"Muted Mauve/Egret"	L	female	adult			"13808824 No"	18	No	19/11/2022	3	"2 for £24"		3						Training	13808869			https://player.vimeo.com/video/457063247						"Stock limité"	4.6356589147287	4.6356589147287	&#9733;&#9733;&#9733;&#9733;
SO2355219-6569	14519863	"Short taille haute Anywhere 15,3 cm Fabletics"	"Short taille haute Anywhere 15,3 cm Fabletics"	"44.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-4_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-5_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2355219-6569/SO2355219-6569-2_998x1498.jpg"	https://www.fabletics.fr/products/14519863?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Shorts >> Bike Shorts"	207	new	SO2355219-6569-17040	Fabletics	"Extreme Royal/Graphic"	M	female	adult	Motion365		"14519863 No"	31	No	30/03/2023	3	"2 for £24"		3						Running/Training	14519875									"Stock limité"	4	4	&#9733;&#9733;&#9733;&#9733;
LG2251387-6703	14645398	"Legging taille haute 15,2 cm Boost PowerHold® Fabletics"	"Legging taille haute 15,2 cm Boost PowerHold® Fabletics"	"39.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/LG2251387-6703/LG2251387-6703-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/LG2251387-6703/LG2251387-6703-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2251387-6703/LG2251387-6703-4_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2251387-6703/LG2251387-6703-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2251387-6703/LG2251387-6703-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2251387-6703/LG2251387-6703-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2251387-6703/LG2251387-6703-2_998x1498.jpg"	https://www.fabletics.fr/products/14645398?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Shorts"	207	new	LG2251387-6703-17040	Fabletics	Gray	M	female	adult	PowerHold		"14645398 No"	77	No	27/04/2023	3	"2 for £24"		3						Training	14645410									77	4.921568627451	4.921568627451	&#9733;&#9733;&#9733;&#9733;&#9733;
CS1719629-3145	10578571	"Legging 7/8 taille haute PowerHold® Define  Fabletics"	" Ce n´est pas un legging long ni un legging ¾ mais bien un legging 7/8 ! Sa coupe taille haute affine votre silhouette et sa matière anti-transpirante vous permet de rester au frais. Matière flatteuse offrant une compression optimale et dotée d'une poche latérale pour le téléphone"	"49.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-3145/CS1719629-3145-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-3145/CS1719629-3145-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-3145/CS1719629-3145-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-3145/CS1719629-3145-2_998x1498.jpg"	https://www.fabletics.fr/products/10578571?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Leggings >> 7/8s"	204	new	CS1719629-3145-17030	Fabletics	Safari	S	female	adult	PowerHold		"10578571 No"	144	No	31/07/2020	2	"2 for £24"		2						Training	10578580									144	4.625	4.625	&#9733;&#9733;&#9733;&#9733;
PT2040277-1496	11422567	"Pantalon Sleek Knit Fabletics"	"Pantalon Sleek Knit Fabletics"	"54.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/PT2040277-1496/PT2040277-1496-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/PT2040277-1496/PT2040277-1496-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/PT2040277-1496/PT2040277-1496-4_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/PT2040277-1496/PT2040277-1496-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/PT2040277-1496/PT2040277-1496-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/PT2040277-1496/PT2040277-1496-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/PT2040277-1496/PT2040277-1496-2_998x1498.jpg"	https://www.fabletics.fr/products/11422567?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Pants & Joggers >> Joggers"	204	new	PT2040277-1496-17050	Fabletics	Gray	L	female	adult	"Sleek Knit"		"11422567 No"	50	No	30/07/2021	2	"2 for £24"		2						Everyday	11422582									50	4.6885245901639	4.6885245901639	&#9733;&#9733;&#9733;&#9733;
CS1719629-1468	11422714	"Legging 7/8 taille haute PowerHold® Define  Fabletics"	" Matière flatteuse offrant une compression optimale et dotée d'une poche latérale pour le téléphone"	"49.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-1468/CS1719629-1468-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-1468/CS1719629-1468-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-1468/CS1719629-1468-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/CS1719629-1468/CS1719629-1468-2_998x1498.jpg"	https://www.fabletics.fr/products/11422714?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Leggings >> 7/8s"	204	new	CS1719629-1468-17050	Fabletics	Bleu	L	female	adult	PowerHold		"11422714 No"	58	No	30/03/2023	2	"2 for £24"		2						Training	11422729									58	4.6844247132815	4.6844247132815	&#9733;&#9733;&#9733;&#9733;
LG2149090-8043	11653705	"Legging 7/8 taille très haute PowerHold® On-The-Go Fabletics"	" Une matière flatteuse offrant un compression optimale et dotée d'une poche latérale pour le téléphone."	"54.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-4_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-5_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/LG2149090-8043/LG2149090-8043-2_998x1498.jpg"	https://www.fabletics.fr/products/11653705?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Leggings >> 7/8s"	204	new	LG2149090-8043-17050	Fabletics	"Bonfire/Sunset/Cherry Burst"	L	female	adult	PowerHold		"11653705 No"	11	No	25/05/2023	2	"2 for £24"		2						Training	11653720									"Stock limité"	4.9047619047619	4.9047619047619	&#9733;&#9733;&#9733;&#9733;&#9733;
SO2149146-9062	12001834	"Short 15 cm taille haute PureLuxe Oasis  Fabletics"	" Notre short léger de 15 cm est conçu à partir de la matière la plus douce et avec des poches très pratiques qui le rendent parfait pour toutes vos séances de sport. Une short à la douceur extrême"	"39.95 €"	"12 €"	https://fabletics-eu-cdn.justfab.com/media/images/products/SO2149146-9062/SO2149146-9062-1_998x1498.jpg	"https://fabletics-eu-cdn.justfab.com/media/images/products/SO2149146-9062/SO2149146-9062-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2149146-9062/SO2149146-9062-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2149146-9062/SO2149146-9062-3_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2149146-9062/SO2149146-9062-2_998x1498.jpg https://fabletics-eu-cdn.justfab.com/media/images/products/SO2149146-9062/SO2149146-9062-2_998x1498.jpg"	https://www.fabletics.fr/products/12001834?utm_source=ProductFeed&utm_medium=ProductFeed&channel=ProductFeed	"in stock"	"Activewear >> Womens >> Bottoms >> Shorts"	207	new	SO2149146-9062-17050	Fabletics	Jaune	L	female	adult	PureLuxe		"12001834 No"	86	No	25/05/2023	2	"2 for £24"		2						"Yoga and Studio"	12001849									86	4.9537037037037	4.9537037037037	&#9733;&#9733;&#9733;&#9733;&#9733;
