id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	google_product_category	condition	mpn	brand	color	size	gender	age_group	custom_label_2	parent_sku	vip_price	sales_count_conversions_10_days	sales_count_10_days	half_price	aged_saleprice	imagecrawler_http	release_date	inventory_count	inventory2	sales_count_conversions_1_day	additional_image_link_2	additional_image_link_3	additional_image_link_4	low_stock	product_sku
KT2354706-0687-44060	16686946	"Basic Rib Tank Top"		$14.95	$3.74	https://static3.sd-assets.com/assets/images/001/366/681/Basic-Rib-Tank-Top-KT2354706-0687_E_MODEL-original.jpg	https://static3.sd-assets.com/assets/images/001/366/681/Basic-Rib-Tank-Top-KT2354706-0687_E_MODEL-original.jpg	https://www.shoedazzle.com/products/Basic-Rib-Tank-Top-KT2354706-0687	"in stock"	"Fashion > Clothing > Tops > Camisole"	212	new	KT2354706-0687-44060	ShoeDazzle	Caviar	XXL	female		"Basic Rib Tank Top"	KT2354706-0687	$14.95	2	18	$7.48	$5.98		08/30/2023	1546	140	0	https://static3.sd-assets.com/assets/images/001/366/596/Basic-Rib-Tank-Top-KT2354706-0687_E_CONTENT2-original.jpg	https://static3.sd-assets.com/assets/images/001/366/556/Basic-Rib-Tank-Top-KT2354706-0687_A_FRONT-HERO-original.jpg	https://static3.sd-assets.com/assets/images/001/366/801/Basic-Rib-Tank-Top-KT2354706-0687_E_CONTENT1-original.jpg		KT2354706-0687
PT2149607-0687-44060	16686981	"Tummy Tamer Faux Leather Ankle Legging"		$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/364/041/Tummy-Tamer-Faux-Leather-Ankle-Legging-PT2149607-0687_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/364/041/Tummy-Tamer-Faux-Leather-Ankle-Legging-PT2149607-0687_B_Back-original.jpg	https://www.shoedazzle.com/products/Tummy-Tamer-Faux-Leather-Ankle-Legging-PT2149607-0687	"in stock"	"Fashion > Clothing > Pants > Legging"	204	new	PT2149607-0687-44060	ShoeDazzle	Caviar	XXL	female		"Tummy Tamer Faux Leather Ankle Legging"	PT2149607-0687	$39.95	2	28	$19.98	$15.98		07/28/2023	1190	181	0	https://static3.sd-assets.com/assets/images/001/364/301/Tummy-Tamer-Faux-Leather-Ankle-Legging-PT2149607-0687_E_Model-original.jpg	https://static3.sd-assets.com/assets/images/001/364/376/Tummy-Tamer-Faux-Leather-Ankle-Legging-PT2149607-0687_C_Content1-original.jpg			PT2149607-0687
SI2356535-2559-44060	16687121	"Suede Mini Skirt"		$42.95	$10.74	https://static3.sd-assets.com/assets/images/001/376/006/Suede-Mini-Skirt-SI2356535-2559_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/376/006/Suede-Mini-Skirt-SI2356535-2559_A_Front-hero-original.jpg	https://www.shoedazzle.com/products/Suede-Mini-Skirt-SI2356535-2559	"in stock"	"Fashion > Clothing > Skirts > Mini"		new	SI2356535-2559-44060	ShoeDazzle	"Roasted Pecan"	XXL	female		"Suede Mini Skirt"	SI2356535-2559	$42.95	2	15	$21.48	$17.18		07/28/2023	343	30	0	https://static3.sd-assets.com/assets/images/001/364/101/Suede-Mini-Skirt-SI2356535-2559_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/376/001/Suede-Mini-Skirt-SI2356535-2559_C_Content1-original.jpg			SI2356535-2559
CA2356537-2596-44060	16687226	"Plaid City Blazer"		$56.95	$14.24	https://static3.sd-assets.com/assets/images/001/363/811/Plaid-City-Blazer-CA2356537-2596_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/363/811/Plaid-City-Blazer-CA2356537-2596_B_Back-original.jpg	https://www.shoedazzle.com/products/Plaid-City-Blazer-CA2356537-2596	"in stock"	"Fashion > Clothing > Jackets & Coats > Blazer"	5598	new	CA2356537-2596-44060	ShoeDazzle	"Brown Plaid"	XXL	female		"Plaid City Blazer"	CA2356537-2596	$56.95	2	24	$28.48	$22.78		07/28/2023	414	73	0	https://static3.sd-assets.com/assets/images/001/364/196/Plaid-City-Blazer-CA2356537-2596_E_Model-original.jpg	https://static3.sd-assets.com/assets/images/001/364/111/Plaid-City-Blazer-CA2356537-2596_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/366/251/Plaid-City-Blazer-CA2356537-2596_E_CONTENT2-original.jpg		CA2356537-2596
FE1615537-4479-43360	3052402	"SLANT POCKET FLARE"	"The flare is back and better than ever with this slant pocket pair.  Flattering fit and a '70s throwback feel pair perfectly with platforms and your favorite blouse."	$9.95	$2.49	https://static3.sd-assets.com/assets/images/001/057/966/SLANT-POCKET-FLARE-FE1615537-4479_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/057/966/SLANT-POCKET-FLARE-FE1615537-4479_B_BACK-original.jpg	https://www.shoedazzle.com/products/SLANT-POCKET-FLARE-FE1615537-4479	"out of stock"	"Fashion > Clothing > Denim > Flare & Wide Leg"	204	new	FE1615537-4479-43360	ShoeDazzle	Blue	36	female		"SLANT POCKET FLARE"	FE1615537-4479	$9.95	2	2	$4.98	$3.98		02/01/2016	0	0	0	https://static3.sd-assets.com/assets/images/001/058/051/SLANT-POCKET-FLARE-FE1615537-4479_B_BACK-original-original.jpg	https://static3.sd-assets.com/assets/images/001/057/967/SLANT-POCKET-FLARE-FE1615537-4479_E_MODEL-original.jpg		"LOW IN STOCK"	FE1615537-4479
CL1828267-7430-33040	6566644	"MESH ACCENT BODYCON MINI"	"Sexy tight sleeveless bodycon mini dress with plunging V-neck, mesh accent detail, and invisible side zip closure."	$19.95	$4.99	https://static3.sd-assets.com/assets/images/001/146/685/MESH-ACCENT-BODYCON-MINI-CL1828267-7430_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/146/685/MESH-ACCENT-BODYCON-MINI-CL1828267-7430_B_BACK-original.jpg	https://www.shoedazzle.com/products/MESH-ACCENT-BODYCON-MINI-CL1828267-7430	"out of stock"	"Fashion > Clothing > Dresses > Bodycon"	2271	new	CL1828267-7430-33040	ShoeDazzle	CORAL	L	female		"MESH ACCENT BODYCON MINI"	CL1828267-7430	$19.95	2	2	$9.98	$7.98		04/30/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/146/686/MESH-ACCENT-BODYCON-MINI-CL1828267-7430_E_MODEL-original.jpg	https://static3.sd-assets.com/assets/images/001/155/367/MESH-ACCENT-BODYCON-MINI-CL1828267-7430_E_CONTENT2-original.jpg		"LOW IN STOCK"	CL1828267-7430
CL1830341-1483-33040	6926851	"FLORAL RUFFLE JUMPSUIT"	"Casual sleeveless floral jumpsuit with ruffle detail."	$22.95	$5.74	https://static3.sd-assets.com/assets/images/001/169/302/FLORAL-RUFFLE-JUMPSUIT-CL1830341-1483_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/169/302/FLORAL-RUFFLE-JUMPSUIT-CL1830341-1483_B_BACK-original.jpg	https://www.shoedazzle.com/products/FLORAL-RUFFLE-JUMPSUIT-CL1830341-1483	"out of stock"	"Fashion > Clothing > Jumpsuits & Rompers > Jumpsuit"	5250	new	CL1830341-1483-33040	ShoeDazzle	"IVORY MULTI"	L	female		"FLORAL RUFFLE JUMPSUIT"	CL1830341-1483	$22.95	2	2	$11.48	$9.18		10/10/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/169/303/FLORAL-RUFFLE-JUMPSUIT-CL1830341-1483_E_MODEL-original.jpg			"LOW IN STOCK"	CL1830341-1483
SY1828557-4782-23065	6948814	"BOOTY PUSH UP FRAYED HEM SKINNY CROP"	"Casual distressed skinny jeans with a frayed hem and booty lifting construction."	$19.95	$4.99	https://static3.sd-assets.com/assets/images/001/160/776/BOOTY-PUSH-UP-FRAYED-HEM-SKINNY-CROP-SY1828557-4782_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/160/776/BOOTY-PUSH-UP-FRAYED-HEM-SKINNY-CROP-SY1828557-4782_B_BACK-original.jpg	https://www.shoedazzle.com/products/BOOTY-PUSH-UP-FRAYED-HEM-SKINNY-CROP-SY1828557-4782	"out of stock"	"Fashion > Clothing > Denim > Cropped"	204	new	SY1828557-4782-23065	ShoeDazzle	"DARK WASH"	13	female		"BOOTY PUSH UP FRAYED HEM SKINNY CROP"	SY1828557-4782	$19.95	2	2	$9.98	$7.98		02/26/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/160/777/BOOTY-PUSH-UP-FRAYED-HEM-SKINNY-CROP-SY1828557-4782_E_MODEL-original.jpg			"LOW IN STOCK"	SY1828557-4782
CA1830701-6810-33040	7071547	"HOODED BOMBER JACKET"	"Casual bomber jacket featuring a hood with an adjustable drawstring and front zipper closure."	$24.95	$6.24	https://static3.sd-assets.com/assets/images/001/169/548/HOODED-BOMBER-JACKET-CA1830701-6810_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/169/548/HOODED-BOMBER-JACKET-CA1830701-6810_B_BACK-original.jpg	https://www.shoedazzle.com/products/HOODED-BOMBER-JACKET-CA1830701-6810	"out of stock"	"Fashion > Clothing > Jackets & Coats > Bomber"	5598	new	CA1830701-6810-33040	ShoeDazzle	BURGUNDY	L	female		"HOODED BOMBER JACKET"	CA1830701-6810	$24.95	2	2	$12.48	$9.98		09/29/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/169/549/HOODED-BOMBER-JACKET-CA1830701-6810_E_MODEL-original.jpg			"LOW IN STOCK"	CA1830701-6810
WT1831075-1010-33040	7073734	"BUTTON TRIM STRIPED SHIRT"	"Casual long sleeve striped top featuring a button trim, collared neckline, and front button closure."	$19.95	$4.99	https://static3.sd-assets.com/assets/images/001/163/576/BUTTON-TRIM-STRIPED-SHIRT-WT1831075-1010_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/163/576/BUTTON-TRIM-STRIPED-SHIRT-WT1831075-1010_B_BACK-original.jpg	https://www.shoedazzle.com/products/BUTTON-TRIM-STRIPED-SHIRT-WT1831075-1010	"out of stock"	"Fashion > Clothing > Tops > Button Down"	212	new	WT1831075-1010-33040	ShoeDazzle	White	L	female		"BUTTON TRIM STRIPED SHIRT"	WT1831075-1010	$19.95	2	4	$9.98	$7.98		08/30/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/163/578/BUTTON-TRIM-STRIPED-SHIRT-WT1831075-1010_E_MODEL-original.jpg	https://static3.sd-assets.com/assets/images/001/171/775/BUTTON-TRIM-STRIPED-SHIRT-WT1831075-1010_E_CONTENTt.png		"LOW IN STOCK"	WT1831075-1010
AB1830889-0117-15120	7074478	"PLUS SIZE MESH MIXED ACTIVE CAPRI"	"Classic active low-impact capri leggings with a mesh mixed detail and slim fit."	$17.95	$4.49	https://static3.sd-assets.com/assets/images/001/168/729/PLUS-SIZE-MESH-MIXED-ACTIVE-CAPRI-AB1830889-0117_B_BACKPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/168/729/PLUS-SIZE-MESH-MIXED-ACTIVE-CAPRI-AB1830889-0117_B_BACKPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-MESH-MIXED-ACTIVE-CAPRI-AB1830889-0117	"out of stock"	"Fashion > Clothing > Pants > Legging"	204	new	AB1830889-0117-15120	ShoeDazzle	CHARCOAL	3X	female		"PLUS SIZE MESH MIXED ACTIVE CAPRI"	AB1830889-0117	$17.95	2	3	$8.98	$7.18		08/30/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/168/730/PLUS-SIZE-MESH-MIXED-ACTIVE-CAPRI-AB1830889-0117_E_MODELPLUS-original.jpg			"LOW IN STOCK"	AB1830889-0117
CL1832150-0001-33040	7463611	"DRAPE SLEEVE V-NECK DRESS"	"Cocktail short sleeve dress with a plunging V-neck, drape sleeves, and stretchy fabric."	$24.95	$6.24	https://static3.sd-assets.com/assets/images/001/181/358/DRAPE-SLEEVE-V-NECK-DRESS-CL1832150-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/181/358/DRAPE-SLEEVE-V-NECK-DRESS-CL1832150-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/DRAPE-SLEEVE-V-NECK-DRESS-CL1832150-0001	"out of stock"	"Fashion > Clothing > Dresses > Shift"	2271	new	CL1832150-0001-33040	ShoeDazzle	Black	L	female		"DRAPE SLEEVE V-NECK DRESS"	CL1832150-0001	$24.95	2	6	$12.48	$9.98		10/31/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/181/359/DRAPE-SLEEVE-V-NECK-DRESS-CL1832150-0001_E_MODEL-original.jpg			"LOW IN STOCK"	CL1832150-0001
CL1831656-0001-33040	7705129	"CROSS FRONT CROSS BACK DRESS"	"A sleeveless cocktail A-line dress with a surplice top, cross back, and adjustable straps."	$24.95	$6.24	https://static3.sd-assets.com/assets/images/001/184/596/CROSS-FRONT-CROSS-BACK-DRESS-CL1831656-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/184/596/CROSS-FRONT-CROSS-BACK-DRESS-CL1831656-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/CROSS-FRONT-CROSS-BACK-DRESS-CL1831656-0001	"out of stock"	"Fashion > Clothing > Dresses > Fit & Flare"	2271	new	CL1831656-0001-33040	ShoeDazzle	Black	L	female		"CROSS FRONT CROSS BACK DRESS"	CL1831656-0001	$24.95	2	2	$12.48	$9.98		11/30/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/184/597/CROSS-FRONT-CROSS-BACK-DRESS-CL1831656-0001_E_MODEL-original.jpg			"LOW IN STOCK"	CL1831656-0001
OM1832885-2525-33040	7706629	"BUTTON FRONT KNEE SLIT OVERALLS"	"Denim overalls featuring two front pockets, two back pockets, knee slits, front button detail, and a latch clasp closure."	$22.95	$5.74	https://static3.sd-assets.com/assets/images/001/187/101/BUTTON-FRONT-KNEE-SLIT-OVERALLS-OM1832885-2525_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/187/101/BUTTON-FRONT-KNEE-SLIT-OVERALLS-OM1832885-2525_B_BACK-original.jpg	https://www.shoedazzle.com/products/BUTTON-FRONT-KNEE-SLIT-OVERALLS-OM1832885-2525	"out of stock"	"Fashion > Clothing > Denim > Overalls"	7132	new	OM1832885-2525-33040	ShoeDazzle	CAMO	L	female		"BUTTON FRONT KNEE SLIT OVERALLS"	OM1832885-2525	$22.95	2	2	$11.48	$9.18		11/30/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/187/102/BUTTON-FRONT-KNEE-SLIT-OVERALLS-OM1832885-2525_E_MODEL-original.jpg			"LOW IN STOCK"	OM1832885-2525
AS1933171-0001-33040	7837756	"OFF SHOULDER SIDE STRIPE TOP & LEGGING SET"	"An off the shoulder long sleeve striped top and leggings two-piece lounge set."	$22.95	$5.74	https://static3.sd-assets.com/assets/images/001/189/287/OFF-SHOULDER-SIDE-STRIPE-TOP-AND-LEGGING-SET-AS1933171-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/189/287/OFF-SHOULDER-SIDE-STRIPE-TOP-AND-LEGGING-SET-AS1933171-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/OFF-SHOULDER-SIDE-STRIPE-TOP-AND-LEGGING-SET-AS1933171-0001	"out of stock"	"Fashion > Clothing > Sets"		new	AS1933171-0001-33040	ShoeDazzle	Black	L	female		"OFF SHOULDER SIDE STRIPE TOP & LEGGING SET"	AS1933171-0001	$22.95	2	4	$11.48	$9.18		12/27/2018	0	0	0	https://static3.sd-assets.com/assets/images/001/189/288/OFF-SHOULDER-SIDE-STRIPE-TOP-AND-LEGGING-SET-AS1933171-0001_E_MODEL-original.jpg			"LOW IN STOCK"	AS1933171-0001
SI1932970-2150-33040	7945768	"HIGH WAISTED BUTTON & TIE SKIRT"	"A high-waisted skirt featuring an asymmetrical button front, two side pockets, and removable belt."	$24.95	$6.24	https://static3.sd-assets.com/assets/images/001/193/721/HIGH-WAISTED-BUTTON-AND-TIE-SKIRT-SI1932970-2150_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/193/721/HIGH-WAISTED-BUTTON-AND-TIE-SKIRT-SI1932970-2150_B_BACK-original.jpg	https://www.shoedazzle.com/products/HIGH-WAISTED-BUTTON-AND-TIE-SKIRT-SI1932970-2150	"out of stock"	"Fashion > Clothing > Skirts > Pencil"	1581	new	SI1932970-2150-33040	ShoeDazzle	SAND	L	female		"HIGH WAISTED BUTTON & TIE SKIRT"	SI1932970-2150	$24.95	2	3	$12.48	$9.98		02/14/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/193/722/HIGH-WAISTED-BUTTON-AND-TIE-SKIRT-SI1932970-2150_E_MODEL-original.jpg			"LOW IN STOCK"	SI1932970-2150
SM1932622-1010-15120	7948156	"PLUS SIZE CAGED SIDE ONE PIECE"	"A one-piece swimsuit with a caged side detail and adjustable straps."	$19.95	$4.99	https://static3.sd-assets.com/assets/images/001/196/473/PLUS-SIZE-CAGED-SIDE-ONE-PIECE-SM1932622-1010_B_BACKPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/196/473/PLUS-SIZE-CAGED-SIDE-ONE-PIECE-SM1932622-1010_B_BACKPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-CAGED-SIDE-ONE-PIECE-SM1932622-1010	"out of stock"	"Fashion > Clothing > Swimwear > One-Piece"	211	new	SM1932622-1010-15120	ShoeDazzle	White	3X	female		"PLUS SIZE CAGED SIDE ONE PIECE"	SM1932622-1010	$19.95	2	5	$9.98	$7.98		02/07/2019	0	0	0				"LOW IN STOCK"	SM1932622-1010
DY1934347-0001-33040	8093473	"KNIT MIDI DRESS"	"A sleeveless ribbed knit midi dress with a round neckline and front button detail."	$24.95	$6.24	https://static3.sd-assets.com/assets/images/001/195/269/KNIT-MIDI-DRESS-DY1934347-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/195/269/KNIT-MIDI-DRESS-DY1934347-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/KNIT-MIDI-DRESS-DY1934347-0001	"out of stock"	"Fashion > Clothing > Dresses > Bodycon"	2271	new	DY1934347-0001-33040	ShoeDazzle	Black	L	female		"KNIT MIDI DRESS"	DY1934347-0001	$24.95	2	7	$12.48	$9.98		02/28/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/195/270/KNIT-MIDI-DRESS-DY1934347-0001_E_MODEL-original.jpg			"LOW IN STOCK"	DY1934347-0001
CA1830309-4782-33040	8095960	"ESSENTIAL DENIM JACKET"	"An essential denim jacket with a button front and two side pockets."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/203/273/ESSENTIAL-DENIM-JACKET-CA1830309-4782_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/203/273/ESSENTIAL-DENIM-JACKET-CA1830309-4782_B_BACK-original.jpg	https://www.shoedazzle.com/products/ESSENTIAL-DENIM-JACKET-CA1830309-4782	"out of stock"	"Fashion > Clothing > Jackets & Coats > Denim"	5598	new	CA1830309-4782-33040	ShoeDazzle	"DARK WASH"	L	female		"ESSENTIAL DENIM JACKET"	CA1830309-4782	$39.95	2	2	$19.98	$15.98		02/28/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/203/274/ESSENTIAL-DENIM-JACKET-CA1830309-4782_E_MODEL-original.jpg			"LOW IN STOCK"	CA1830309-4782
SM1932612-9011-15100	8098387	"PLUS SIZE CHEEKY HIGH WAIST BIKINI BOTTOM"	"Sporty high-waisted bikini bottoms with a cheeky fit and seamless construction."	$12.95	$3.24	https://static3.sd-assets.com/assets/images/001/194/844/PLUS-SIZE-CHEEKY-HIGH-WAIST-BIKINI-BOTTOM-SM1932612-9011_B_BACKPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/194/844/PLUS-SIZE-CHEEKY-HIGH-WAIST-BIKINI-BOTTOM-SM1932612-9011_B_BACKPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-CHEEKY-HIGH-WAIST-BIKINI-BOTTOM-SM1932612-9011	"out of stock"	"Fashion > Clothing > Swimwear > Bikini Bottom"	211	new	SM1932612-9011-15100	ShoeDazzle	HONEY	1X	female		"PLUS SIZE CHEEKY HIGH WAIST BIKINI BOTTOM"	SM1932612-9011	$12.95	2	2	$6.48	$5.18		02/27/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/209/660/PLUS-SIZE-CHEEKY-HIGH-WAIST-BIKINI-BOTTOM-SM1932612-9011_E_MODELPLUS-original.jpg			"LOW IN STOCK"	SM1932612-9011
SM1932613-9508-33040	8098411	"WRAP AROUND BIKINI TOP"	"A halter bikini top with wraparound ties and a triangle construction."	$12.95	$3.24	https://static3.sd-assets.com/assets/images/001/197/869/WRAP-AROUND-BIKINI-TOP-SM1932613-9508_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/197/869/WRAP-AROUND-BIKINI-TOP-SM1932613-9508_B_BACK-original.jpg	https://www.shoedazzle.com/products/WRAP-AROUND-BIKINI-TOP-SM1932613-9508	"out of stock"	"Fashion > Clothing > Swimwear > Bikini Top"	211	new	SM1932613-9508-33040	ShoeDazzle	APRICOT	L	female		"WRAP AROUND BIKINI TOP"	SM1932613-9508	$12.95	2	2	$6.48	$5.18		02/27/2019	0	0	0				"LOW IN STOCK"	SM1932613-9508
WT1934310-9620-33040	8254804	"POCKET FRONT STRIPED SHIRT"	"A striped collared shirt featuring a left chest pocket, roll tab sleeves, and button front closure."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/199/378/POCKET-FRONT-STRIPED-SHIRT-WT1934310-9620_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/199/378/POCKET-FRONT-STRIPED-SHIRT-WT1934310-9620_B_BACK-original.jpg	https://www.shoedazzle.com/products/POCKET-FRONT-STRIPED-SHIRT-WT1934310-9620	"out of stock"	"Fashion > Clothing > Tops > Button Down"	212	new	WT1934310-9620-33040	ShoeDazzle	MUSTARD	L	female		"POCKET FRONT STRIPED SHIRT"	WT1934310-9620	$29.95	2	4	$14.98	$11.98		03/28/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/199/379/POCKET-FRONT-STRIPED-SHIRT-WT1934310-9620_E_MODEL-original.jpg			"LOW IN STOCK"	WT1934310-9620
WT1935572-1020-33040	8255392	"TIE SLEEVE OFF SHOULDER TOP"	"An off the shoulder top with an elastic topline, smocked waist, and tie sleeve detail."	$24.95	$6.24	https://static3.sd-assets.com/assets/images/001/201/654/TIE-SLEEVE-OFF-SHOULDER-TOP-WT1935572-1020_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/201/654/TIE-SLEEVE-OFF-SHOULDER-TOP-WT1935572-1020_B_BACK-original.jpg	https://www.shoedazzle.com/products/TIE-SLEEVE-OFF-SHOULDER-TOP-WT1935572-1020	"out of stock"	"Fashion > Clothing > Tops > Blouse"	212	new	WT1935572-1020-33040	ShoeDazzle	"WHITE MULTI"	L	female		"TIE SLEEVE OFF SHOULDER TOP"	WT1935572-1020	$24.95	2	3	$12.48	$9.98		03/29/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/201/655/TIE-SLEEVE-OFF-SHOULDER-TOP-WT1935572-1020_E_MODEL-original.jpg	https://static3.sd-assets.com/assets/images/001/203/151/TIE-SLEEVE-OFF-SHOULDER-TOP-WT1935572-1020_E_CONTENT3-original.jpg		"LOW IN STOCK"	WT1935572-1020
DY1933306-6810-33020	8415739	"OFF SHOULDER BUTTON FRONT DRESS"	"A ribbed off the shoulder dress with a front button detail."	$24.95	$6.24	https://static3.sd-assets.com/assets/images/001/203/333/OFF-SHOULDER-BUTTON-FRONT-DRESS-DY1933306-6810_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/203/333/OFF-SHOULDER-BUTTON-FRONT-DRESS-DY1933306-6810_B_BACK-original.jpg	https://www.shoedazzle.com/products/OFF-SHOULDER-BUTTON-FRONT-DRESS-DY1933306-6810	"out of stock"	"Fashion > Clothing > Dresses > Bodycon"	2271	new	DY1933306-6810-33020	ShoeDazzle	BURGUNDY	S	female		"OFF SHOULDER BUTTON FRONT DRESS"	DY1933306-6810	$24.95	2	3	$12.48	$9.98		08/27/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/203/334/OFF-SHOULDER-BUTTON-FRONT-DRESS-DY1933306-6810_E_MODEL-original.jpg			"LOW IN STOCK"	DY1933306-6810
PT1935524-1010-33040	8417917	"BELTED CROP TWILL PANT"	"Cropped twill pants with a four-pocket construction and removable belt."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/203/446/BELTED-CROP-TWILL-PANT-PT1935524-1010_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/203/446/BELTED-CROP-TWILL-PANT-PT1935524-1010_B_BACK-original.jpg	https://www.shoedazzle.com/products/BELTED-CROP-TWILL-PANT-PT1935524-1010	"out of stock"	"Fashion > Clothing > Pants > Cropped"	204	new	PT1935524-1010-33040	ShoeDazzle	White	L	female		"BELTED CROP TWILL PANT"	PT1935524-1010	$29.95	2	2	$14.98	$11.98		04/29/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/203/447/BELTED-CROP-TWILL-PANT-PT1935524-1010_E_MODEL-original.jpg			"LOW IN STOCK"	PT1935524-1010
AR1938391-2629-33050	8794546	"SHAPER CAMI"	"A shaper cami with a scoop neckline."	$16.95	$4.24	https://static3.sd-assets.com/assets/images/001/215/644/SHAPER-CAMI-AR1938391-2629_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/215/644/SHAPER-CAMI-AR1938391-2629_B_BACK-original.jpg	https://www.shoedazzle.com/products/SHAPER-CAMI-AR1938391-2629	"out of stock"	"Fashion > Clothing > Shapewear > Camisoles"		new	AR1938391-2629-33050	ShoeDazzle	SKIN	XL	female		"SHAPER CAMI"	AR1938391-2629	$16.95	2	2	$8.48	$6.78		07/31/2019	0	0	0				"LOW IN STOCK"	AR1938391-2629
OM1936859-4782-33050	8952784	"DISTRESSED DENIM JOGGER"	"Distressed denim jogger pants with a drawstring waist and raw hems."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/222/455/DISTRESSED-DENIM-JOGGER-OM1936859-4782_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/222/455/DISTRESSED-DENIM-JOGGER-OM1936859-4782_B_BACK-original.jpg	https://www.shoedazzle.com/products/DISTRESSED-DENIM-JOGGER-OM1936859-4782	"out of stock"	"Fashion > Clothing > Pants > Jogger"	204	new	OM1936859-4782-33050	ShoeDazzle	"DARK WASH"	XL	female		"DISTRESSED DENIM JOGGER"	OM1936859-4782	$29.95	2	3	$14.98	$11.98		08/28/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/222/456/DISTRESSED-DENIM-JOGGER-OM1936859-4782_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/222/457/DISTRESSED-DENIM-JOGGER-OM1936859-4782_E_MODEL-original.jpg		"LOW IN STOCK"	OM1936859-4782
