id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	google_product_category	condition	mpn	brand	color	size	gender	age_group	custom_label_2	parent_sku	vip_price	sales_count_conversions_10_days	sales_count_10_days	half_price	aged_saleprice	imagecrawler_http	release_date	inventory_count	inventory2	sales_count_conversions_1_day	additional_image_link_2	additional_image_link_3	additional_image_link_4	low_stock	product_sku
CL1938602-0001-33040	9146440	"SATIN SLIP MIDI DRESS"	"A satin slip midi dress with a V-neck and adjustable straps."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/225/258/SATIN-SLIP-MIDI-DRESS-CL1938602-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/225/258/SATIN-SLIP-MIDI-DRESS-CL1938602-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/SATIN-SLIP-MIDI-DRESS-CL1938602-0001	"out of stock"	"Fashion > Clothing > Dresses > Fit & Flare"	2271	new	CL1938602-0001-33040	ShoeDazzle	Black	L	female		"SATIN SLIP MIDI DRESS"	CL1938602-0001	$29.95	2	4	$14.98	$11.98		09/30/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/225/259/SATIN-SLIP-MIDI-DRESS-CL1938602-0001_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/225/260/SATIN-SLIP-MIDI-DRESS-CL1938602-0001_E_MODEL-original.jpg		"LOW IN STOCK"	CL1938602-0001
DY1939164-6610-33040	9146584	"V-NECK RIBBED KNIT DRESS"	"A ribbed knit long sleeve dress with a V-neck and slim fit."	$32.95	$8.24	https://static3.sd-assets.com/assets/images/001/223/088/V-NECK-RIBBED-KNIT-DRESS-DY1939164-6610_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/223/088/V-NECK-RIBBED-KNIT-DRESS-DY1939164-6610_B_BACK-original.jpg	https://www.shoedazzle.com/products/V-NECK-RIBBED-KNIT-DRESS-DY1939164-6610	"out of stock"	"Fashion > Clothing > Dresses > Bodycon"	2271	new	DY1939164-6610-33040	ShoeDazzle	WINE	L	female		"V-NECK RIBBED KNIT DRESS"	DY1939164-6610	$32.95	2	2	$16.48	$13.18		09/29/2019	0	0	0	https://static3.sd-assets.com/assets/images/001/223/089/V-NECK-RIBBED-KNIT-DRESS-DY1939164-6610_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/223/090/V-NECK-RIBBED-KNIT-DRESS-DY1939164-6610_E_MODEL-original.jpg		"LOW IN STOCK"	DY1939164-6610
SI2039730-0687-99250	9766315	"PU MINI SKIRT"	"A mixed material mini skirt with two front pockets."	$32.95	$8.24	https://static3.sd-assets.com/assets/images/001/238/994/PU-MINI-SKIRT-SI2039730-0687_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/238/994/PU-MINI-SKIRT-SI2039730-0687_B_BACK-original.jpg	https://www.shoedazzle.com/products/PU-MINI-SKIRT-SI2039730-0687	"out of stock"	"Fashion > Clothing > Skirts > Mini"		new	SI2039730-0687-99250	ShoeDazzle	CAVIAR	XXL	female		"PU MINI SKIRT"	SI2039730-0687	$32.95	2	2	$16.48	$13.18		01/31/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/238/995/PU-MINI-SKIRT-SI2039730-0687_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/238/996/PU-MINI-SKIRT-SI2039730-0687_E_MODEL-original.jpg		"LOW IN STOCK"	SI2039730-0687
DY2041494-3850-33050	9766933	"OFF SHOULDER RIB KNIT DRESS"	"An off-the-shoulder rib knit midi dress with a button front closure."	$32.95	$8.24	https://static3.sd-assets.com/assets/images/001/238/968/OFF-SHOULDER-RIB-KNIT-DRESS-DY2041494-3850_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/238/968/OFF-SHOULDER-RIB-KNIT-DRESS-DY2041494-3850_B_BACK-original.jpg	https://www.shoedazzle.com/products/OFF-SHOULDER-RIB-KNIT-DRESS-DY2041494-3850	"out of stock"	"Fashion > Clothing > Dresses > Bodycon"	2271	new	DY2041494-3850-33050	ShoeDazzle	OLIVE	XL	female		"OFF SHOULDER RIB KNIT DRESS"	DY2041494-3850	$32.95	2	3	$16.48	$13.18		07/29/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/238/969/OFF-SHOULDER-RIB-KNIT-DRESS-DY2041494-3850_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/238/970/OFF-SHOULDER-RIB-KNIT-DRESS-DY2041494-3850_E_MODEL-original.jpg		"LOW IN STOCK"	DY2041494-3850
CA2042212-0888-98230	10075180	"PLUS SIZE STRETCH DENIM JACKET"	"A classic denim jacket featuring a stretchy fit, two slit pockets, two flap pockets, and front button closure."	$44.95	$11.24	https://static3.sd-assets.com/assets/images/001/250/145/PLUS-SIZE-STRETCH-DENIM-JACKET-CA2042212-0888_B_BACKPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/250/145/PLUS-SIZE-STRETCH-DENIM-JACKET-CA2042212-0888_B_BACKPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-STRETCH-DENIM-JACKET-CA2042212-0888	"out of stock"	"Fashion > Clothing > Jackets & Coats > Denim"	5598	new	CA2042212-0888-98230	ShoeDazzle	GENESIS	4X	female		"PLUS SIZE STRETCH DENIM JACKET"	CA2042212-0888	$44.95	1	3	$22.48	$17.98		04/01/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/249/951/PLUS-SIZE-STRETCH-DENIM-JACKET-CA2042212-0888_E_ModelPLUSPLUS-original.jpg			"LOW IN STOCK"	CA2042212-0888
WT2040859-1981-98070	10075882	"PLUS SIZE VOLUME SLEEVE WRAP TOP"	"A surplice top with long flowy sleeves and a side tie closure."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/251/315/PLUS-SIZE-VOLUME-SLEEVE-WRAP-TOP-WT2040859-1981_B_BACKPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/251/315/PLUS-SIZE-VOLUME-SLEEVE-WRAP-TOP-WT2040859-1981_B_BACKPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-VOLUME-SLEEVE-WRAP-TOP-WT2040859-1981	"out of stock"	"Fashion > Clothing > Tops > Blouse"	212	new	WT2040859-1981-98070	ShoeDazzle	"BLUE LEOPARD"	3X	female		"PLUS SIZE VOLUME SLEEVE WRAP TOP"	WT2040859-1981	$29.95	1	2	$14.98	$11.98		04/27/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/251/316/PLUS-SIZE-VOLUME-SLEEVE-WRAP-TOP-WT2040859-1981_E_MODELPLUS-original.jpg			"LOW IN STOCK"	WT2040859-1981
PT2043554-0001-33050	10211548	"RUCHED HEM SOFT JOGGER"	"A pair of soft joggers featuring a tie waist, side cargo pockets, and ruched hem."	$34.95	$8.74	https://static3.sd-assets.com/assets/images/001/251/165/RUCHED-HEM-SOFT-JOGGER-PT2043554-0001_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/251/165/RUCHED-HEM-SOFT-JOGGER-PT2043554-0001_B_Back-original.jpg	https://www.shoedazzle.com/products/RUCHED-HEM-SOFT-JOGGER-PT2043554-0001	"out of stock"	"Fashion > Clothing > Pants > Jogger"	204	new	PT2043554-0001-33050	ShoeDazzle	Black	XL	female		"RUCHED HEM SOFT JOGGER"	PT2043554-0001	$34.95	1	2	$17.48	$13.98		04/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/251/166/RUCHED-HEM-SOFT-JOGGER-PT2043554-0001_E_Model-original.jpg			"LOW IN STOCK"	PT2043554-0001
DY2042449-0001-33040	10212142	"LINEN BLAZER DRESS"	"A linen short sleeve blazer dress with a collared neckline and waist tie."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/251/324/LINEN-BLAZER-DRESS-DY2042449-0001_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/251/324/LINEN-BLAZER-DRESS-DY2042449-0001_B_Back-original.jpg	https://www.shoedazzle.com/products/LINEN-BLAZER-DRESS-DY2042449-0001	"out of stock"	"Fashion > Clothing > Dresses > Shift"	2271	new	DY2042449-0001-33040	ShoeDazzle	Black	L	female		"LINEN BLAZER DRESS"	DY2042449-0001	$39.95	1	1	$19.98	$15.98		05/19/2020	0	0	0				"LOW IN STOCK"	DY2042449-0001
DY2041820-9520-99250	10212382	"RUFFLE WRAP MINI DRESS"	"A mini dress featuring a ruffle trim, surplice top, waist tie, and side slit pockets."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/250/047/RUFFLE-WRAP-MINI-DRESS-DY2041820-9520_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/250/047/RUFFLE-WRAP-MINI-DRESS-DY2041820-9520_B_Back-original.jpg	https://www.shoedazzle.com/products/RUFFLE-WRAP-MINI-DRESS-DY2041820-9520	"out of stock"	"Fashion > Clothing > Dresses > Wrap"	2271	new	DY2041820-9520-99250	ShoeDazzle	"CATALINA STRIPE- DUSK BLUE MULTI"	XXL	female		"RUFFLE WRAP MINI DRESS"	DY2041820-9520	$39.95	1	2	$19.98	$15.98		04/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/250/048/RUFFLE-WRAP-MINI-DRESS-DY2041820-9520_E_Model-original.jpg			"LOW IN STOCK"	DY2041820-9520
WT2041839-0001-98070	10212778	"PLUS SIZE PUFF SLEEVE TIE FRONT TOP"	"A top featuring a fitted bodice, puff sleeves, and tie front detail."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/249/965/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-0001_B_BackPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/249/965/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-0001_B_BackPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-0001	"out of stock"	"Fashion > Clothing > Tops > Blouse"	212	new	WT2041839-0001-98070	ShoeDazzle	Black	3X	female		"PLUS SIZE PUFF SLEEVE TIE FRONT TOP"	WT2041839-0001	$29.95	1	1	$14.98	$11.98		04/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/249/981/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-0001_E_ModelPLUS-original.jpg			"LOW IN STOCK"	WT2041839-0001
WT2041839-8026-98070	10212790	"PLUS SIZE PUFF SLEEVE TIE FRONT TOP"	"A top featuring a fitted bodice, puff sleeves, and tie front detail."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/249/968/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-8026_B_BackPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/249/968/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-8026_B_BackPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-8026	"out of stock"	"Fashion > Clothing > Tops > Blouse"	212	new	WT2041839-8026-98070	ShoeDazzle	"FUSION CORAL"	3X	female		"PLUS SIZE PUFF SLEEVE TIE FRONT TOP"	WT2041839-8026	$29.95	1	4	$14.98	$11.98		04/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/249/983/PLUS-SIZE-PUFF-SLEEVE-TIE-FRONT-TOP-WT2041839-8026_E_ModelPLUS-original.jpg			"LOW IN STOCK"	WT2041839-8026
OV2042108-0854-98180	10329775	"PLUS SIZE DISTRESSED SHORTALLS"	"A pair of distressed shortalls featuring adjustable shoulder straps, front flap pocket, four-pocket construction, and belt loops."	$44.95	$11.24	https://static3.sd-assets.com/assets/images/001/253/121/PLUS-SIZE-DISTRESSED-SHORTALLS-OV2042108-0854_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/253/121/PLUS-SIZE-DISTRESSED-SHORTALLS-OV2042108-0854_A_Front-hero-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-DISTRESSED-SHORTALLS-OV2042108-0854	"out of stock"	"Fashion > Clothing > Denim > Overalls"	7132	new	OV2042108-0854-98180	ShoeDazzle	"MALDIVES LIGHT WASH"	24W	female		"PLUS SIZE DISTRESSED SHORTALLS"	OV2042108-0854	$44.95	1	2	$22.48	$17.98		06/28/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/252/936/PLUS-SIZE-DISTRESSED-SHORTALLS-OV2042108-0854_B_BACKPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/253/122/PLUS-SIZE-DISTRESSED-SHORTALLS-OV2042108-0854_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/252/937/PLUS-SIZE-DISTRESSED-SHORTALLS-OV2042108-0854_E_MODELPLUS-original.jpg	"LOW IN STOCK"	OV2042108-0854
KT2043776-0001-33040	10330405	"V-NECK TEE"	"A classic short sleeve top with a V-neck."	$16.95	$4.24	https://static3.sd-assets.com/assets/images/001/252/389/V-NECK-TEE-KT2043776-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/252/389/V-NECK-TEE-KT2043776-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/V-NECK-TEE-KT2043776-0001	"out of stock"	"Fashion > Clothing > Tops > Tees"	212	new	KT2043776-0001-33040	ShoeDazzle	Black	L	female		"V-NECK TEE"	KT2043776-0001	$16.95	1	1	$8.48	$6.78		06/01/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/252/390/V-NECK-TEE-KT2043776-0001_E_MODEL-original.jpg			"LOW IN STOCK"	KT2043776-0001
KT2042540-1094-99250	10330585	"OFF SHOULDER PUFF SLEEVE TOP"	"An off-the-shoulder top with a wrap front and puff sleeves."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/252/373/OFF-SHOULDER-PUFF-SLEEVE-TOP-KT2042540-1094_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/252/373/OFF-SHOULDER-PUFF-SLEEVE-TOP-KT2042540-1094_B_BACK-original.jpg	https://www.shoedazzle.com/products/OFF-SHOULDER-PUFF-SLEEVE-TOP-KT2042540-1094	"out of stock"	"Fashion > Clothing > Tops > Blouse"	212	new	KT2042540-1094-99250	ShoeDazzle	White	XXL	female		"OFF SHOULDER PUFF SLEEVE TOP"	KT2042540-1094	$29.95	1	1	$14.98	$11.98		06/01/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/252/374/OFF-SHOULDER-PUFF-SLEEVE-TOP-KT2042540-1094_E_MODEL-original.jpg			"LOW IN STOCK"	KT2042540-1094
WT2042536-3957-98070	10330660	"PLUS SIZE FRONT TIE WRAP TOP"	"A short sleeve top with a wrap front and tie detail."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/254/641/PLUS-SIZE-FRONT-TIE-WRAP-TOP-WT2042536-3957_B_BACKPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/254/641/PLUS-SIZE-FRONT-TIE-WRAP-TOP-WT2042536-3957_B_BACKPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-FRONT-TIE-WRAP-TOP-WT2042536-3957	"out of stock"	"Fashion > Clothing > Tops > Blouse"	212	new	WT2042536-3957-98070	ShoeDazzle	"ULTRAMARINE GREEN"	3X	female		"PLUS SIZE FRONT TIE WRAP TOP"	WT2042536-3957	$29.95	1	2	$14.98	$11.98		06/01/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/252/876/PLUS-SIZE-FRONT-TIE-WRAP-TOP-WT2042536-3957_E_MODELPLUS-original.jpg			"LOW IN STOCK"	WT2042536-3957
DY2042638-4200-33040	10430008	"HALTER NECK JUMPSUIT"	"A jumpsuit with a halter neck."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/254/615/HALTER-NECK-JUMPSUIT-DY2042638-4200_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/254/615/HALTER-NECK-JUMPSUIT-DY2042638-4200_B_BACK-original.jpg	https://www.shoedazzle.com/products/HALTER-NECK-JUMPSUIT-DY2042638-4200	"out of stock"	"Fashion > Clothing > Jumpsuits & Rompers > Jumpsuit"	5250	new	DY2042638-4200-33040	ShoeDazzle	"LIGHT BLUE"	L	female		"HALTER NECK JUMPSUIT"	DY2042638-4200	$39.95	1	1	$19.98	$15.98		06/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/254/616/HALTER-NECK-JUMPSUIT-DY2042638-4200_E_MODEL-original.jpg			"LOW IN STOCK"	DY2042638-4200
DY2043139-0001-99250	10430032	"HALTER RUCHED DRESS"	"A dress with a halter neck and side ruched detail."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/253/723/HALTER-RUCHED-DRESS-DY2043139-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/253/723/HALTER-RUCHED-DRESS-DY2043139-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/HALTER-RUCHED-DRESS-DY2043139-0001	"out of stock"	"Fashion > Clothing > Dresses > Bodycon"	2271	new	DY2043139-0001-99250	ShoeDazzle	Black	XXL	female		"HALTER RUCHED DRESS"	DY2043139-0001	$39.95	1	1	$19.98	$15.98		06/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/253/724/HALTER-RUCHED-DRESS-DY2043139-0001_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/253/725/HALTER-RUCHED-DRESS-DY2043139-0001_E_MODEL-original.jpg		"LOW IN STOCK"	DY2043139-0001
DY2043141-3114-99250	10430116	"CROSS HALTER JUMPSUIT"	"A relaxed-fit jumpsuit with a crisscross halter neck."	$49.95	$12.49	https://static3.sd-assets.com/assets/images/001/253/719/CROSS-HALTER-JUMPSUIT-DY2043141-3114_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/253/719/CROSS-HALTER-JUMPSUIT-DY2043141-3114_B_BACK-original.jpg	https://www.shoedazzle.com/products/CROSS-HALTER-JUMPSUIT-DY2043141-3114	"out of stock"	"Fashion > Clothing > Jumpsuits & Rompers > Jumpsuit"	5250	new	DY2043141-3114-99250	ShoeDazzle	"OLIVE NIGHT"	XXL	female		"CROSS HALTER JUMPSUIT"	DY2043141-3114	$49.95	1	2	$24.98	$19.98		06/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/253/720/CROSS-HALTER-JUMPSUIT-DY2043141-3114_E_MODEL-original.jpg			"LOW IN STOCK"	DY2043141-3114
WT2043135-7096-44000	10430431	"BUSTIER CROP TOP"	"A bustier crop top with a slim fit."	$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/253/707/BUSTIER-CROP-TOP-WT2043135-7096_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/253/707/BUSTIER-CROP-TOP-WT2043135-7096_B_BACK-original.jpg	https://www.shoedazzle.com/products/BUSTIER-CROP-TOP-WT2043135-7096	"out of stock"	"Fashion > Clothing > Tops > Corset"		new	WT2043135-7096-44000	ShoeDazzle	FLAMINGO	XXS	female		"BUSTIER CROP TOP"	WT2043135-7096	$29.95	1	1	$14.98	$11.98		06/30/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/253/708/BUSTIER-CROP-TOP-WT2043135-7096_E_MODEL-original.jpg			"LOW IN STOCK"	WT2043135-7096
SI2043818-0001-99250	10538671	"HIGH WAIST PU BOSS SKIRT"	"A high-waisted boss skirt featuring two side pockets, front button detail, adjustable waist tie, and back zipper closure."	$34.95	$8.74	https://static3.sd-assets.com/assets/images/001/255/093/HIGH-WAIST-PU-BOSS-SKIRT-SI2043818-0001_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/255/093/HIGH-WAIST-PU-BOSS-SKIRT-SI2043818-0001_B_BACK-original.jpg	https://www.shoedazzle.com/products/HIGH-WAIST-PU-BOSS-SKIRT-SI2043818-0001	"out of stock"	"Fashion > Clothing > Skirts > A-Line"	1581	new	SI2043818-0001-99250	ShoeDazzle	Black	XXL	female		"HIGH WAIST PU BOSS SKIRT"	SI2043818-0001	$34.95	1	1	$17.48	$13.98		07/31/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/255/094/HIGH-WAIST-PU-BOSS-SKIRT-SI2043818-0001_E_MODEL-original.jpg			"LOW IN STOCK"	SI2043818-0001
SX2044813-0736-26340	10538893	"BRYNN BOOTY LIFTER SKINNY JEANS"	"A pair of skinny jeans with a curve-enhancing fit."	$42.95	$10.74	https://static3.sd-assets.com/assets/images/001/276/623/BOOTY-LIFTER-SKINNY-SX2044813-0736_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/276/623/BOOTY-LIFTER-SKINNY-SX2044813-0736_B_BACK-original.jpg	https://www.shoedazzle.com/products/BOOTY-LIFTER-SKINNY-SX2044813-0736	"in stock"	"Fashion > Clothing > Denim > Shaping"	204	new	SX2044813-0736-26340	ShoeDazzle	TINO	34	female		"BRYNN BOOTY LIFTER SKINNY JEANS"	SX2044813-0736	$42.95	1	9	$21.48	$17.18		09/13/2022	268	27	0	https://static3.sd-assets.com/assets/images/001/276/624/BOOTY-LIFTER-SKINNY-SX2044813-0736_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/276/625/BOOTY-LIFTER-SKINNY-SX2044813-0736_E_MODEL-original.jpg			SX2044813-0736
DY2043845-0001-99250	10539118	"FAUX LEATHER PUFF SLEEVE DRESS"	"A faux-leather dress featuring a high neckline, puff sleeves, and side ruched detail."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/255/063/FAUX-LEATHER-PUFF-SLEEVE-DRESS-DY2043845-0001_B_Back-original.jpg	https://static3.sd-assets.com/assets/images/001/255/063/FAUX-LEATHER-PUFF-SLEEVE-DRESS-DY2043845-0001_B_Back-original.jpg	https://www.shoedazzle.com/products/FAUX-LEATHER-PUFF-SLEEVE-DRESS-DY2043845-0001	"out of stock"	"Fashion > Clothing > Dresses > Fit & Flare"	2271	new	DY2043845-0001-99250	ShoeDazzle	Black	XXL	female		"FAUX LEATHER PUFF SLEEVE DRESS"	DY2043845-0001	$39.95	1	1	$19.98	$15.98		07/31/2020	0	0	0				"LOW IN STOCK"	DY2043845-0001
PT2044464-2908-99250	10642168	"TAPERED LEG PINSTRIPE TROUSERS"	"A pair of tapered trousers with a pinstripe print."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/256/454/TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044464-2908_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/256/454/TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044464-2908_B_BACK-original.jpg	https://www.shoedazzle.com/products/TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044464-2908	"out of stock"	"Fashion > Clothing > Pants > Trouser"	204	new	PT2044464-2908-99250	ShoeDazzle	"BLACK MULTI - PINSTRIPE"	XXL	female		"TAPERED LEG PINSTRIPE TROUSERS"	PT2044464-2908	$39.95	1	2	$19.98	$15.98		08/31/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/256/455/TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044464-2908_E_MODEL-original.jpg			"LOW IN STOCK"	PT2044464-2908
PT2044465-2908-98070	10642189	"PLUS SIZE TAPERED LEG PINSTRIPE TROUSERS"	"A pair of tapered trousers with a pinstripe print."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/257/273/PLUS-SIZE-TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044465-2908_B_BackPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/257/273/PLUS-SIZE-TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044465-2908_B_BackPLUS-original.jpg	https://www.shoedazzle.com/products/PLUS-SIZE-TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044465-2908	"out of stock"	"Fashion > Clothing > Pants > Trouser"	204	new	PT2044465-2908-98070	ShoeDazzle	"BLACK MULTI - PINSTRIPE"	3X	female		"PLUS SIZE TAPERED LEG PINSTRIPE TROUSERS"	PT2044465-2908	$39.95	1	1	$19.98	$15.98		08/31/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/257/271/PLUS-SIZE-TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044465-2908_E_ModelPLUS-original.jpg	https://static3.sd-assets.com/assets/images/001/264/400/PLUS-SIZE-TAPERED-LEG-PINSTRIPE-TROUSERS-PT2044465-2908_E_Content1PLUS-original.jpg		"LOW IN STOCK"	PT2044465-2908
CL2044438-9590-44000	10642783	"TWEED BLAZER DRESS"	"A tweed blazer dress with two front pockets and a front button closure."	$44.95	$11.24	https://static3.sd-assets.com/assets/images/001/256/460/TWEED-BLAZER-DRESS-CL2044438-9590_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/256/460/TWEED-BLAZER-DRESS-CL2044438-9590_B_BACK-original.jpg	https://www.shoedazzle.com/products/TWEED-BLAZER-DRESS-CL2044438-9590	"out of stock"	"Fashion > Clothing > Dresses > Shift"	2271	new	CL2044438-9590-44000	ShoeDazzle	"BLACK/WHITE CONTRAST"	XXS	female		"TWEED BLAZER DRESS"	CL2044438-9590	$44.95	1	2	$22.48	$17.98		08/31/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/256/461/TWEED-BLAZER-DRESS-CL2044438-9590_E_MODEL-original.jpg			"LOW IN STOCK"	CL2044438-9590
DY2044434-7131-44000	10642831	"BALLOON SLEEVE HACHI DRESS"	"A hachi dress with balloon sleeves and a tie waist detail."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/256/467/BALLOON-SLEEVE-HACHI-DRESS-DY2044434-7131_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/256/467/BALLOON-SLEEVE-HACHI-DRESS-DY2044434-7131_B_BACK-original.jpg	https://www.shoedazzle.com/products/BALLOON-SLEEVE-HACHI-DRESS-DY2044434-7131	"out of stock"	"Fashion > Clothing > Dresses > Shift"	2271	new	DY2044434-7131-44000	ShoeDazzle	"ROSE SMOKE"	XXS	female		"BALLOON SLEEVE HACHI DRESS"	DY2044434-7131	$39.95	1	3	$19.98	$15.98		08/31/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/256/468/BALLOON-SLEEVE-HACHI-DRESS-DY2044434-7131_E_MODEL-original.jpg			"LOW IN STOCK"	DY2044434-7131
CA2044441-0687-44000	10642855	"MOCK NECK MINI SWEATER DRESS"	"A mini sweater dress with a mock neck and slim fit."	$44.95	$11.24	https://static3.sd-assets.com/assets/images/001/256/503/MOCK-NECK-MINI-SWEATER-DRESS-CA2044441-0687_B_BACK-original.jpg	https://static3.sd-assets.com/assets/images/001/256/503/MOCK-NECK-MINI-SWEATER-DRESS-CA2044441-0687_B_BACK-original.jpg	https://www.shoedazzle.com/products/MOCK-NECK-MINI-SWEATER-DRESS-CA2044441-0687	"out of stock"	"Fashion > Clothing > Dresses > Bodycon"	2271	new	CA2044441-0687-44000	ShoeDazzle	CAVIAR	XXS	female		"MOCK NECK MINI SWEATER DRESS"	CA2044441-0687	$44.95	1	1	$22.48	$17.98		08/31/2020	0	0	0	https://static3.sd-assets.com/assets/images/001/256/504/MOCK-NECK-MINI-SWEATER-DRESS-CA2044441-0687_E_MODEL-original.jpg			"LOW IN STOCK"	CA2044441-0687
