id	item_group_id	title	price	sale_price	image_link	link	availability	product_type	brand	additional_image_link_1	additional_image_link_2	additional_image_link_3	inventory_count	product_sku	sales_count_conversions_10_days	additional_image_link_0	additional_image_link_4	sales_count_conversions_1_day	mpid	parent_sku	membership_brand_id	release_date
MD2250597-9011-15130	13404550	"Nearly Naked Shaping Midi Bra"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-9011/yitty_MD2250597-9011-1_998x1498.jpg	"https://yitty.fabletics.com/products/13404550?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-9011/yitty_MD2250597-9011-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-9011/yitty_MD2250597-9011-4_998x1498.jpg	2460	MD2250597-9011	5		https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-9011/yitty_MD2250597-9011-5_998x1498.jpg	0	13404550	MD2250597-9011	2	2023/06/12
BN2252120-9011-15140	13404571	"Nearly Naked Shaping Bandeau"	$39.95		https://fabletics-us-cdn.justfab.com/media/images/products/BN2252120-9011/yitty_BN2252120-9011-1_998x1498.jpg	"https://yitty.fabletics.com/products/13404571?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bandeaus"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BN2252120-9011/yitty_BN2252120-9011-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BN2252120-9011/yitty_BN2252120-9011-4_998x1498.jpg	1189	BN2252120-9011	1		https://fabletics-us-cdn.justfab.com/media/images/products/BN2252120-9011/yitty_BN2252120-9011-5_998x1498.jpg	0	13404571	BN2252120-9011	2	2023/06/12
TK2250667-9011-15140	13404655	"Nearly Naked Shaping Cami Tank"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/TK2250667-9011/yitty_TK2250667-9011-1_998x1498.jpg	"https://yitty.fabletics.com/products/13404655?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Tanks"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TK2250667-9011/yitty_TK2250667-9011-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TK2250667-9011/yitty_TK2250667-9011-4_998x1498.jpg	708	TK2250667-9011	13		https://fabletics-us-cdn.justfab.com/media/images/products/TK2250667-9011/yitty_TK2250667-9011-5_998x1498.jpg	4	13404655	TK2250667-9011	2	2023/06/12
PT2253008-9011-50720	13539646	"Body Butter Straight Leg Pant"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253008-9011/yitty_PT2253008-9011-1_998x1498.jpg	"https://yitty.fabletics.com/products/13539646?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Pants & Joggers > Lounge Pants"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253008-9011/yitty_PT2253008-9011-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2253008-9011/yitty_PT2253008-9011-4_998x1498.jpg	519	PT2253008-9011	3		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253008-9011/yitty_PT2253008-9011-5_998x1498.jpg	0	13539646	PT2253008-9011	2	2023/06/12
TK2253018-9011-50800	13539802	"Body Butter Mock Neck Halter"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/TK2253018-9011/yitty_TK2253018-9011-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13539802?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Tanks"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TK2253018-9011/yitty_TK2253018-9011-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TK2253018-9011/yitty_TK2253018-9011-4_998x1498-plus.jpg	712	TK2253018-9011	11		https://fabletics-us-cdn.justfab.com/media/images/products/TK2253018-9011/yitty_TK2253018-9011-5_998x1498-plus.jpg	1	13539802	TK2253018-9011	2	2023/06/12
BB2253017-7460-50730	13870018	"Spotlight Shaping Bralette"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-7460/yitty_BB2253017-7460-1_998x1498.jpg	"https://yitty.fabletics.com/products/13870018?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-7460/yitty_BB2253017-7460-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-7460/yitty_BB2253017-7460-4_998x1498.jpg	335	BB2253017-7460	2		https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-7460/yitty_BB2253017-7460-5_998x1498.jpg	0	13870018	BB2253017-7460	2	2023/06/12
BB2253017-4791-50730	13870057	"Spotlight Shaping Bralette"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-4791/yitty_BB2253017-4791-1_998x1498.jpg	"https://yitty.fabletics.com/products/13870057?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-4791/yitty_BB2253017-4791-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-4791/yitty_BB2253017-4791-4_998x1498.jpg	862	BB2253017-4791	0		https://fabletics-us-cdn.justfab.com/media/images/products/BB2253017-4791/yitty_BB2253017-4791-5_998x1498.jpg	0	13870057	BB2253017-4791	2	2023/06/12
BU2253015-7460-50770	13870135	"Spotlight Shaping Demi Cup Thong Bodysuit"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-7460/yitty_BU2253015-7460-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13870135?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Bodysuits"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-7460/yitty_BU2253015-7460-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-7460/yitty_BU2253015-7460-4_998x1498-plus.jpg	706	BU2253015-7460	1		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-7460/yitty_BU2253015-7460-5_998x1498-plus.jpg	0	13870135	BU2253015-7460	2	2023/06/12
SO2253013-7460-50780	13870252	"Spotlight Shaping High Waist Short"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-7460/yitty_SO2253013-7460-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13870252?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-7460/yitty_SO2253013-7460-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-7460/yitty_SO2253013-7460-4_998x1498-plus.jpg	1104	SO2253013-7460	3		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-7460/yitty_SO2253013-7460-5_998x1498-plus.jpg	2	13870252	SO2253013-7460	2	2023/06/12
BU2253015-4791-50800	13870330	"Spotlight Shaping Demi Cup Thong Bodysuit"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4791/yitty_BU2253015-4791-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13870330?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Bodysuits"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4791/yitty_BU2253015-4791-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4791/yitty_BU2253015-4791-4_998x1498-plus.jpg	2464	BU2253015-4791	3		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4791/yitty_BU2253015-4791-5_998x1498-plus.jpg	1	13870330	BU2253015-4791	2	2023/06/12
SO2253013-4791-50740	13870369	"Spotlight Shaping High Waist Short"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-4791/yitty_SO2253013-4791-1_998x1498.jpg	"https://yitty.fabletics.com/products/13870369?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-4791/yitty_SO2253013-4791-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-4791/yitty_SO2253013-4791-4_998x1498.jpg	183	SO2253013-4791	1		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-4791/yitty_SO2253013-4791-5_998x1498.jpg	0	13870369	SO2253013-4791	2	2023/06/12
LG2253014-7460-50790	13870525	"Spotlight Shaping Ruched Legging"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-7460/yitty_LG2253014-7460-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13870525?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-7460/yitty_LG2253014-7460-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-7460/yitty_LG2253014-7460-4_998x1498-plus.jpg	3043	LG2253014-7460	3		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-7460/yitty_LG2253014-7460-5_998x1498-plus.jpg	1	13870525	LG2253014-7460	2	2023/06/12
LG2253014-4791-50810	13870564	"Spotlight Shaping Ruched Legging"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-4791/yitty_LG2253014-4791-1_998x1498.jpg	"https://yitty.fabletics.com/products/13870564?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-4791/yitty_LG2253014-4791-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-4791/yitty_LG2253014-4791-4_998x1498.jpg	3977	LG2253014-4791	0		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253014-4791/yitty_LG2253014-4791-5_998x1498.jpg	0	13870564	LG2253014-4791	2	2023/06/12
TH2253016-7460-50770	13870759	"Spotlight Thong"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-7460/yitty_TH2253016-7460-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13870759?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Underwear"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-7460/yitty_TH2253016-7460-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-7460/yitty_TH2253016-7460-4_998x1498-plus.jpg	1147	TH2253016-7460	1		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-7460/yitty_TH2253016-7460-5_998x1498-plus.jpg	0	13870759	TH2253016-7460	2	2023/06/12
TH2253016-4791-50770	13870798	"Spotlight Thong"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-4791/yitty_TH2253016-4791-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13870798?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Underwear"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-4791/yitty_TH2253016-4791-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-4791/yitty_TH2253016-4791-4_998x1498-plus.jpg	663	TH2253016-4791	0		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-4791/yitty_TH2253016-4791-5_998x1498-plus.jpg	0	13870798	TH2253016-4791	2	2023/06/12
LG2250595-9011-50810	13871119	"Mesh Me Smoothing High Waist Legging"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2250595-9011/yitty_LG2250595-9011-1_998x1498.jpg	"https://yitty.fabletics.com/products/13871119?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2250595-9011/yitty_LG2250595-9011-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2250595-9011/yitty_LG2250595-9011-4_998x1498.jpg	1698	LG2250595-9011	4		https://fabletics-us-cdn.justfab.com/media/images/products/LG2250595-9011/yitty_LG2250595-9011-5_998x1498.jpg	1	13871119	LG2250595-9011	2	2023/06/12
BB2250494-9011-50770	13871437	"Mesh Me Smoothing Midi Bralette"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2250494-9011/yitty_BB2250494-9011-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13871437?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2250494-9011/yitty_BB2250494-9011-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2250494-9011/yitty_BB2250494-9011-4_998x1498-plus.jpg	717	BB2250494-9011	3		https://fabletics-us-cdn.justfab.com/media/images/products/BB2250494-9011/yitty_BB2250494-9011-5_998x1498-plus.jpg	1	13871437	BB2250494-9011	2	2023/06/12
BU2253015-4781-50820	13870096	"Spotlight Shaping Demi Cup Thong Bodysuit"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4781/yitty_BU2253015-4781-1_998x1498.jpg	"https://yitty.fabletics.com/products/13870096?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Bodysuits"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4781/yitty_BU2253015-4781-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4781/yitty_BU2253015-4781-4_998x1498.jpg	3157	BU2253015-4781	17		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-4781/yitty_BU2253015-4781-5_998x1498.jpg	4	13870096	BU2253015-4781	2	2023/06/09
LG2253012-4781-50800	13870408	"Spotlight Shaping Ass Out Capri"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-4781/yitty_LG2253012-4781-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/13870408?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > Capris"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-4781/yitty_LG2253012-4781-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-4781/yitty_LG2253012-4781-4_998x1498-plus.jpg	594	LG2253012-4781	7		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-4781/yitty_LG2253012-4781-5_998x1498-plus.jpg	0	13870408	LG2253012-4781	2	2023/06/09
BU2253015-6794-50820	14762359	"Spotlight Shaping Demi Cup Thong Bodysuit"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-6794/yitty_BU2253015-6794-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762359?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Bodysuits"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-6794/yitty_BU2253015-6794-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-6794/yitty_BU2253015-6794-4_998x1498.jpg	31	BU2253015-6794	4		https://fabletics-us-cdn.justfab.com/media/images/products/BU2253015-6794/yitty_BU2253015-6794-5_998x1498.jpg	2	14762359	BU2253015-6794	2	2023/06/09
SO2253013-6794-50760	14762395	"Spotlight Shaping High Waist Short"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-6794/yitty_SO2253013-6794-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762395?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-6794/yitty_SO2253013-6794-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-6794/yitty_SO2253013-6794-4_998x1498.jpg	174	SO2253013-6794	0		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253013-6794/yitty_SO2253013-6794-5_998x1498.jpg	0	14762395	SO2253013-6794	2	2023/06/09
LG2253012-6794-50820	14762431	"Spotlight Shaping Ass Out Capri"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-6794/yitty_LG2253012-6794-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762431?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-6794/yitty_LG2253012-6794-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-6794/yitty_LG2253012-6794-4_998x1498.jpg	580	LG2253012-6794	3		https://fabletics-us-cdn.justfab.com/media/images/products/LG2253012-6794/yitty_LG2253012-6794-5_998x1498.jpg	1	14762431	LG2253012-6794	2	2023/06/09
TH2253016-6805-50820	14762467	"Spotlight Thong"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6805/yitty_TH2253016-6805-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762467?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Thongs"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6805/yitty_TH2253016-6805-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6805/yitty_TH2253016-6805-4_998x1498.jpg	1046	TH2253016-6805	1		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6805/yitty_TH2253016-6805-5_998x1498.jpg	0	14762467	TH2253016-6805	2	2023/06/09
TH2253016-6794-50820	14762503	"Spotlight Thong"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6794/yitty_TH2253016-6794-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762503?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Thongs"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6794/yitty_TH2253016-6794-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6794/yitty_TH2253016-6794-4_998x1498.jpg	478	TH2253016-6794	1		https://fabletics-us-cdn.justfab.com/media/images/products/TH2253016-6794/yitty_TH2253016-6794-5_998x1498.jpg	0	14762503	TH2253016-6794	2	2023/06/09
BB2254319-6805-50800	14762539	"Spotlight Shaping Bralette"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6805/yitty_BB2254319-6805-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14762539?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6805/yitty_BB2254319-6805-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6805/yitty_BB2254319-6805-4_998x1498-plus.jpg	1148	BB2254319-6805	17		https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6805/yitty_BB2254319-6805-5_998x1498-plus.jpg	4	14762539	BB2254319-6805	2	2023/06/09
BB2254319-6794-50760	14762575	"Spotlight Shaping Bralette"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6794/yitty_BB2254319-6794-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762575?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6794/yitty_BB2254319-6794-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6794/yitty_BB2254319-6794-4_998x1498.jpg	554	BB2254319-6794	7		https://fabletics-us-cdn.justfab.com/media/images/products/BB2254319-6794/yitty_BB2254319-6794-5_998x1498.jpg	0	14762575	BB2254319-6794	2	2023/06/09
YT230602-00	14761990	"Street Style 2-Piece Set"	$94.9		https://fabletics-us-cdn.justfab.com/media/images/products/YT230602/yitty_YT230602-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762650?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Outfits"	Fabletics				1480	YT230602	2			0	14761990	YT230602	2	2023/05/31
YT230601-00	14762098	"Major Player 2-Piece Set"	$99.9		https://fabletics-us-cdn.justfab.com/media/images/products/YT230601/yitty_YT230601-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762647?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Outfits"	Fabletics				2045	YT230601	1			0	14762098	YT230601	2	2023/05/31
YT230560-00	14693752	"Necesititties 2-Bra Bundle"	$84.9		https://fabletics-us-cdn.justfab.com/media/images/products/YT230560/yitty_YT230560-1_998x1498.jpg	"https://yitty.fabletics.com/products/14697097?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Outfits"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/YT230560/yitty_YT230560-3_998x1498.jpg		2715	YT230560	2			0	14693752	YT230560	2	2023/05/16
DS2355611-6693-50790	14761882	"Major Label Mini Dress"	$94.95		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-6693/yitty_DS2355611-6693-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14761882?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > One-Pieces"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-6693/yitty_DS2355611-6693-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-6693/yitty_DS2355611-6693-4_998x1498-plus.jpg	65	DS2355611-6693	3		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-6693/yitty_DS2355611-6693-5_998x1498-plus.jpg	0	14761882	DS2355611-6693	2	2023/05/16
DS2355611-1855-50820	14761918	"Major Label Mini Dress"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-1855/yitty_DS2355611-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/14761918?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > One-Pieces"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-1855/yitty_DS2355611-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-1855/yitty_DS2355611-1855-4_998x1498.jpg	299	DS2355611-1855	2		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355611-1855/yitty_DS2355611-1855-5_998x1498.jpg	0	14761918	DS2355611-1855	2	2023/05/16
LG2252700-6693-50790	14762026	"Major Label Shaping High Waist Logo Legging"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252700-6693/yitty_LG2252700-6693-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14762026?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252700-6693/yitty_LG2252700-6693-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2252700-6693/yitty_LG2252700-6693-4_998x1498-plus.jpg	12	LG2252700-6693	4		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252700-6693/yitty_LG2252700-6693-5_998x1498-plus.jpg	0	14762026	LG2252700-6693	2	2023/05/16
LG2252699-6006-50820	14762062	"Major Label Shaping High Waist Logo Short"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252699-6006/yitty_LG2252699-6006-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762062?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252699-6006/yitty_LG2252699-6006-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2252699-6006/yitty_LG2252699-6006-4_998x1498.jpg	2736	LG2252699-6006	12		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252699-6006/yitty_LG2252699-6006-5_998x1498.jpg	3	14762062	LG2252699-6006	2	2023/05/16
TK2355612-6693-50820	14762134	"Major Label One Shoulder Midi Top"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-6693/yitty_TK2355612-6693-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762134?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Tanks"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-6693/yitty_TK2355612-6693-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-6693/yitty_TK2355612-6693-4_998x1498.jpg	678	TK2355612-6693	24		https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-6693/yitty_TK2355612-6693-5_998x1498.jpg	3	14762134	TK2355612-6693	2	2023/05/16
TK2355612-1855-50800	14762170	"Major Label One Shoulder Midi Top"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-1855/yitty_TK2355612-1855-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14762170?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Tanks"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-1855/yitty_TK2355612-1855-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-1855/yitty_TK2355612-1855-4_998x1498-plus.jpg	491	TK2355612-1855	23		https://fabletics-us-cdn.justfab.com/media/images/products/TK2355612-1855/yitty_TK2355612-1855-5_998x1498-plus.jpg	8	14762170	TK2355612-1855	2	2023/05/16
SS2355340-6711-50820	14762206	"Major Label Cut-Out Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2355340-6711/yitty_SS2355340-6711-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762206?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Short Sleeve T-Shirts > Short-Sleeve Top"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SS2355340-6711/yitty_SS2355340-6711-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2355340-6711/yitty_SS2355340-6711-4_998x1498.jpg	1665	SS2355340-6711	9		https://fabletics-us-cdn.justfab.com/media/images/products/SS2355340-6711/yitty_SS2355340-6711-5_998x1498.jpg	4	14762206	SS2355340-6711	2	2023/05/16
LS2355339-4973-50790	14762242	"Major Label Off-The-Shoulder Terry Sweatshirt"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-4973/yitty_LS2355339-4973-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14762242?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Sweatshirts > Pullovers"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-4973/yitty_LS2355339-4973-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-4973/yitty_LS2355339-4973-4_998x1498-plus.jpg	329	LS2355339-4973	19		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-4973/yitty_LS2355339-4973-5_998x1498-plus.jpg	6	14762242	LS2355339-4973	2	2023/05/16
