id	item_group_id	title	price	sale_price	image_link	link	availability	product_type	brand	additional_image_link_1	additional_image_link_2	additional_image_link_3	inventory_count	product_sku	sales_count_conversions_10_days	additional_image_link_0	additional_image_link_4	sales_count_conversions_1_day	mpid	parent_sku	membership_brand_id	release_date
LS2355339-6006-50790	14762278	"Major Label Off-The-Shoulder Terry Sweatshirt"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-6006/yitty_LS2355339-6006-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14762278?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Sweatshirts > Pullovers"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-6006/yitty_LS2355339-6006-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-6006/yitty_LS2355339-6006-4_998x1498-plus.jpg	175	LS2355339-6006	13		https://fabletics-us-cdn.justfab.com/media/images/products/LS2355339-6006/yitty_LS2355339-6006-5_998x1498-plus.jpg	3	14762278	LS2355339-6006	2	2023/05/16
BB2250602-6006-50740	14762314	"Major Label Smoothing Cross Front Bralette"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2250602-6006/yitty_BB2250602-6006-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762314?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2250602-6006/yitty_BB2250602-6006-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2250602-6006/yitty_BB2250602-6006-4_998x1498.jpg	913	BB2250602-6006	15		https://fabletics-us-cdn.justfab.com/media/images/products/BB2250602-6006/yitty_BB2250602-6006-5_998x1498.jpg	2	14762314	BB2250602-6006	2	2023/05/16
MC2355263-0201-14000	14762350	"Major Label Pavé Logo Necklace"	$34.95		https://fabletics-us-cdn.justfab.com/media/images/products/MC2355263-0201/yitty_MC2355263-0201-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762350?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/MC2355263-0201/yitty_MC2355263-0201-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/MC2355263-0201/yitty_MC2355263-0201-4_998x1498.jpg	449	MC2355263-0201	0			0	14762350	MC2355263-0201	2	2023/05/16
HW2355333-6693-14000	14762353	"Major Label Classic Hat"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/HW2355333-6693/yitty_HW2355333-6693-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762353?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/HW2355333-6693/yitty_HW2355333-6693-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/HW2355333-6693/yitty_HW2355333-6693-4_998x1498.jpg	1072	HW2355333-6693	0		https://fabletics-us-cdn.justfab.com/media/images/products/HW2355333-6693/yitty_HW2355333-6693-5_998x1498.jpg	0	14762353	HW2355333-6693	2	2023/05/16
MC2355297-0204-14000	14762356	"Major Label Gold Chain Logo Necklace"	$34.95		https://fabletics-us-cdn.justfab.com/media/images/products/MC2355297-0204/yitty_MC2355297-0204-1_998x1498.jpg	"https://yitty.fabletics.com/products/14762356?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/MC2355297-0204/yitty_MC2355297-0204-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/MC2355297-0204/yitty_MC2355297-0204-4_998x1498.jpg	349	MC2355297-0204	0			0	14762356	MC2355297-0204	2	2023/05/16
SC2043060-5355-62020	15172890	"The Everyday Crew Sock"	$16.95			"https://www.fabletics.com/products/15172890?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Socks"	"Fabletics Men"				52	SC2043060-5355	12			1	15172890	SC2043060-5355		2023/05/15
SC2043060-8118-62020	15173050	"The Everyday Crew Sock"	$16.95			"https://www.fabletics.com/products/15173050?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Socks"	"Fabletics Men"				186	SC2043060-8118	13			1	15173050	SC2043060-8118		2023/05/15
MD2250597-1855-16500	12651556	"Nearly Naked Shaping Midi Bra"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-1855/yitty_MD2250597-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/12651556?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-1855/yitty_MD2250597-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-1855/yitty_MD2250597-1855-4_998x1498.jpg	48698	MD2250597-1855	154		https://fabletics-us-cdn.justfab.com/media/images/products/MD2250597-1855/yitty_MD2250597-1855-5_998x1498.jpg	23	12651556	MD2250597-1855	2	2023/04/26
SO2252121-1855-50730	13405255	"Major Label Shaping High Waist Logo Short"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252121-1855/yitty_SO2252121-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/13405255?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252121-1855/yitty_SO2252121-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252121-1855/yitty_SO2252121-1855-4_998x1498.jpg	1875	SO2252121-1855	0		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252121-1855/yitty_SO2252121-1855-5_998x1498.jpg	0	13405255	SO2252121-1855	2	2023/04/26
SO2354588-6346-50820	14198392	"Smoothed Reality High Waist Short"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6346/yitty_SO2354588-6346-1_998x1498.jpg	"https://yitty.fabletics.com/products/14198392?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6346/yitty_SO2354588-6346-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6346/yitty_SO2354588-6346-4_998x1498.jpg	2985	SO2354588-6346	0		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6346/yitty_SO2354588-6346-5_998x1498.jpg	0	14198392	SO2354588-6346	2	2023/04/26
SO2354588-6347-50820	14198428	"Smoothed Reality High Waist Short"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6347/yitty_SO2354588-6347-1_998x1498.jpg	"https://yitty.fabletics.com/products/14198428?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6347/yitty_SO2354588-6347-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6347/yitty_SO2354588-6347-4_998x1498.jpg	2175	SO2354588-6347	2		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-6347/yitty_SO2354588-6347-5_998x1498.jpg	0	14198428	SO2354588-6347	2	2023/04/26
SO2354588-3560-50820	14198464	"Smoothed Reality High Waist Short"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3560/yitty_SO2354588-3560-1_998x1498.jpg	"https://yitty.fabletics.com/products/14198464?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3560/yitty_SO2354588-3560-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3560/yitty_SO2354588-3560-4_998x1498.jpg	7033	SO2354588-3560	3		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3560/yitty_SO2354588-3560-5_998x1498.jpg	1	14198464	SO2354588-3560	2	2023/04/26
SO2354588-3437-50820	14198500	"Smoothed Reality High Waist Short"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3437/yitty_SO2354588-3437-1_998x1498.jpg	"https://yitty.fabletics.com/products/14198500?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3437/yitty_SO2354588-3437-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3437/yitty_SO2354588-3437-4_998x1498.jpg	14869	SO2354588-3437	11		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-3437/yitty_SO2354588-3437-5_998x1498.jpg	0	14198500	SO2354588-3437	2	2023/04/26
SO2354588-1858-50820	14198536	"Smoothed Reality High Waist Short"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1858/yitty_SO2354588-1858-1_998x1498.jpg	"https://yitty.fabletics.com/products/14198536?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1858/yitty_SO2354588-1858-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1858/yitty_SO2354588-1858-4_998x1498.jpg	2993	SO2354588-1858	5		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1858/yitty_SO2354588-1858-5_998x1498.jpg	2	14198536	SO2354588-1858	2	2023/04/26
SO2354588-1855-50820	14198572	"Smoothed Reality High Waist Short"	$29.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1855/yitty_SO2354588-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/14198572?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1855/yitty_SO2354588-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1855/yitty_SO2354588-1855-4_998x1498.jpg	14735	SO2354588-1855	9		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354588-1855/yitty_SO2354588-1855-5_998x1498.jpg	0	14198572	SO2354588-1855	2	2023/04/26
BB2354455-1858-16500	14260960	"Nearly Naked Shaping Plunge Bra"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1858/yitty_BB2354455-1858-1_998x1498.jpg	"https://yitty.fabletics.com/products/14260960?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1858/yitty_BB2354455-1858-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1858/yitty_BB2354455-1858-4_998x1498.jpg	11821	BB2354455-1858	39		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1858/yitty_BB2354455-1858-5_998x1498.jpg	12	14260960	BB2354455-1858	2	2023/04/26
BB2354455-3437-16500	14260981	"Nearly Naked Shaping Plunge Bra"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-3437/yitty_BB2354455-3437-1_998x1498.jpg	"https://yitty.fabletics.com/products/14260981?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-3437/yitty_BB2354455-3437-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-3437/yitty_BB2354455-3437-4_998x1498.jpg	31250	BB2354455-3437	54		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-3437/yitty_BB2354455-3437-5_998x1498.jpg	7	14260981	BB2354455-3437	2	2023/04/26
BB2354455-1855-16500	14261002	"Nearly Naked Shaping Plunge Bra"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1855/yitty_BB2354455-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/14261002?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1855/yitty_BB2354455-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1855/yitty_BB2354455-1855-4_998x1498.jpg	45427	BB2354455-1855	135		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354455-1855/yitty_BB2354455-1855-5_998x1498.jpg	27	14261002	BB2354455-1855	2	2023/04/26
BU2354764-6885-50820	14693458	"Smoothed Reality Thong Bodysuit"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/BU2354764-6885/yitty_BU2354764-6885-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693458?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Bodysuits"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BU2354764-6885/yitty_BU2354764-6885-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BU2354764-6885/yitty_BU2354764-6885-4_998x1498.jpg	716	BU2354764-6885	2		https://fabletics-us-cdn.justfab.com/media/images/products/BU2354764-6885/yitty_BU2354764-6885-5_998x1498.jpg	0	14693458	BU2354764-6885	2	2023/04/26
BU2355321-6706-16500	14693494	"Nearly Naked Shaping Jacquard Thong Bodysuit"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/BU2355321-6706/yitty_BU2355321-6706-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693494?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Bodysuits"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BU2355321-6706/yitty_BU2355321-6706-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BU2355321-6706/yitty_BU2355321-6706-4_998x1498.jpg	1287	BU2355321-6706	4		https://fabletics-us-cdn.justfab.com/media/images/products/BU2355321-6706/yitty_BU2355321-6706-5_998x1498.jpg	2	14693494	BU2355321-6706	2	2023/04/26
DS2355319-1855-50820	14693515	"Nearly Naked Open Knit Midi Dress"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-1855/yitty_DS2355319-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693515?utm_source=LandingPage&utm_medium=LandingPage "		Activewear>Womens>One-Pieces>Dresses	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-1855/yitty_DS2355319-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-1855/yitty_DS2355319-1855-4_998x1498.jpg	892	DS2355319-1855	1		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-1855/yitty_DS2355319-1855-5_998x1498.jpg	1	14693515	DS2355319-1855	2	2023/04/26
DS2355319-7541-50820	14693551	"Nearly Naked Open Knit Midi Dress"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-7541/yitty_DS2355319-7541-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693551?utm_source=LandingPage&utm_medium=LandingPage "		Activewear>Womens>One-Pieces>Dresses	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-7541/yitty_DS2355319-7541-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-7541/yitty_DS2355319-7541-4_998x1498.jpg	1064	DS2355319-7541	0		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-7541/yitty_DS2355319-7541-5_998x1498.jpg	0	14693551	DS2355319-7541	2	2023/04/26
DS2355319-4420-50820	14693587	"Nearly Naked Open Knit Midi Dress"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-4420/yitty_DS2355319-4420-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693587?utm_source=LandingPage&utm_medium=LandingPage "		Activewear>Womens>One-Pieces>Dresses	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-4420/yitty_DS2355319-4420-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-4420/yitty_DS2355319-4420-4_998x1498.jpg	872	DS2355319-4420	3		https://fabletics-us-cdn.justfab.com/media/images/products/DS2355319-4420/yitty_DS2355319-4420-5_998x1498.jpg	1	14693587	DS2355319-4420	2	2023/04/26
SO2355317-6706-16500	14693623	"Nearly Naked Shaping High Waist Jacquard Short"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355317-6706/yitty_SO2355317-6706-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693623?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355317-6706/yitty_SO2355317-6706-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2355317-6706/yitty_SO2355317-6706-4_998x1498.jpg	372	SO2355317-6706	8		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355317-6706/yitty_SO2355317-6706-5_998x1498.jpg	0	14693623	SO2355317-6706	2	2023/04/26
TH2354604-6884-50820	14693644	"Smoothed Reality Mid Rise Thong"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/TH2354604-6884/yitty_TH2354604-6884-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693644?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Thongs"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/TH2354604-6884/yitty_TH2354604-6884-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TH2354604-6884/yitty_TH2354604-6884-4_998x1498.jpg	663	TH2354604-6884	2		https://fabletics-us-cdn.justfab.com/media/images/products/TH2354604-6884/yitty_TH2354604-6884-5_998x1498.jpg	0	14693644	TH2354604-6884	2	2023/04/26
BF2354603-6885-50760	14693680	"Smoothed Reality High Waist Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/BF2354603-6885/yitty_BF2354603-6885-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693680?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Socks & Underwear > Bikini > Briefs"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BF2354603-6885/yitty_BF2354603-6885-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BF2354603-6885/yitty_BF2354603-6885-4_998x1498.jpg	186	BF2354603-6885	1		https://fabletics-us-cdn.justfab.com/media/images/products/BF2354603-6885/yitty_BF2354603-6885-5_998x1498.jpg	0	14693680	BF2354603-6885	2	2023/04/26
BB2355592-1855-50820	14693716	"Smoothed Reality Square Neck Bralette"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1855/yitty_BB2355592-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693716?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1855/yitty_BB2355592-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1855/yitty_BB2355592-1855-4_998x1498.jpg	1848	BB2355592-1855	6		https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1855/yitty_BB2355592-1855-5_998x1498.jpg	3	14693716	BB2355592-1855	2	2023/04/26
BB2355592-1858-50820	14693788	"Smoothed Reality Square Neck Bralette"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1858/yitty_BB2355592-1858-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693788?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1858/yitty_BB2355592-1858-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1858/yitty_BB2355592-1858-4_998x1498.jpg	2683	BB2355592-1858	9		https://fabletics-us-cdn.justfab.com/media/images/products/BB2355592-1858/yitty_BB2355592-1858-5_998x1498.jpg	2	14693788	BB2355592-1858	2	2023/04/26
BB2354605-6884-50740	14693824	"Smoothed Reality Plunge Bra"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6884/yitty_BB2354605-6884-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693824?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6884/yitty_BB2354605-6884-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6884/yitty_BB2354605-6884-4_998x1498.jpg	37	BB2354605-6884	3		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6884/yitty_BB2354605-6884-5_998x1498.jpg	0	14693824	BB2354605-6884	2	2023/04/26
BB2354605-6885-50790	14693860	"Smoothed Reality Plunge Bra"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6885/yitty_BB2354605-6885-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14693860?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6885/yitty_BB2354605-6885-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6885/yitty_BB2354605-6885-4_998x1498-plus.jpg	230	BB2354605-6885	2		https://fabletics-us-cdn.justfab.com/media/images/products/BB2354605-6885/yitty_BB2354605-6885-5_998x1498-plus.jpg	0	14693860	BB2354605-6885	2	2023/04/26
MD2355325-6706-16120	14693896	"Nearly Naked Shaping Jacquard Midi Bra"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/MD2355325-6706/yitty_MD2355325-6706-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14693896?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/MD2355325-6706/yitty_MD2355325-6706-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/MD2355325-6706/yitty_MD2355325-6706-4_998x1498-plus.jpg	58	MD2355325-6706	12		https://fabletics-us-cdn.justfab.com/media/images/products/MD2355325-6706/yitty_MD2355325-6706-5_998x1498-plus.jpg	0	14693896	MD2355325-6706	2	2023/04/26
BN2355326-6706-16340	14693917	"Nearly Naked Shaping Jacquard Bandeau"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/BN2355326-6706/yitty_BN2355326-6706-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14693917?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BN2355326-6706/yitty_BN2355326-6706-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BN2355326-6706/yitty_BN2355326-6706-4_998x1498-plus.jpg	1063	BN2355326-6706	5		https://fabletics-us-cdn.justfab.com/media/images/products/BN2355326-6706/yitty_BN2355326-6706-5_998x1498-plus.jpg	0	14693917	BN2355326-6706	2	2023/04/26
SO2355338-6352-50820	14693938	"Denim Is Served Peek-A-Boo Short"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355338-6352/yitty_SO2355338-6352-1_998x1498.jpg	"https://yitty.fabletics.com/products/14693938?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Shorts"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355338-6352/yitty_SO2355338-6352-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2355338-6352/yitty_SO2355338-6352-4_998x1498.jpg	561	SO2355338-6352	0		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355338-6352/yitty_SO2355338-6352-5_998x1498.jpg	0	14693938	SO2355338-6352	2	2023/04/26
LG2252153-6764-50790	14693974	"Headliner Shaping High Waist Legging"	$84.95		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-6764/yitty_LG2252153-6764-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14693974?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Bottoms > Leggings > 7/8s"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-6764/yitty_LG2252153-6764-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-6764/yitty_LG2252153-6764-4_998x1498-plus.jpg	291	LG2252153-6764	1		https://fabletics-us-cdn.justfab.com/media/images/products/LG2252153-6764/yitty_LG2252153-6764-5_998x1498-plus.jpg	0	14693974	LG2252153-6764	2	2023/04/26
SS2252190-6888-50790	14694010	"Pride Cropped Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-6888/yitty_SS2252190-6888-1_998x1498-plus.jpg	"https://yitty.fabletics.com/products/14694010?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Short Sleeve T-Shirts > Cropped"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-6888/yitty_SS2252190-6888-3_998x1498-plus.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-6888/yitty_SS2252190-6888-4_998x1498-plus.jpg	632	SS2252190-6888	15		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-6888/yitty_SS2252190-6888-5_998x1498-plus.jpg	3	14694010	SS2252190-6888	2	2023/04/26
SS2252190-1855-50810	14694046	"Pride Cropped Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-1855/yitty_SS2252190-1855-1_998x1498.jpg	"https://yitty.fabletics.com/products/14694046?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Tops > Short Sleeve T-Shirts > Cropped"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-1855/yitty_SS2252190-1855-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-1855/yitty_SS2252190-1855-4_998x1498.jpg	1327	SS2252190-1855	10		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252190-1855/yitty_SS2252190-1855-5_998x1498.jpg	2	14694046	SS2252190-1855	2	2023/04/26
BB2252168-6764-50760	14694082	"Headliner Shaping Midi Bralette"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/BB2252168-6764/yitty_BB2252168-6764-1_998x1498.jpg	"https://yitty.fabletics.com/products/14694082?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Womens > Sports Bras > Bralette"	Fabletics		https://fabletics-us-cdn.justfab.com/media/images/products/BB2252168-6764/yitty_BB2252168-6764-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BB2252168-6764/yitty_BB2252168-6764-4_998x1498.jpg	33	BB2252168-6764	4		https://fabletics-us-cdn.justfab.com/media/images/products/BB2252168-6764/yitty_BB2252168-6764-5_998x1498.jpg	0	14694082	BB2252168-6764	2	2023/04/26
MC2355287-6681-14000	14694121	"Yitty Ombre Logo Enamel Pin"	$12.95		https://fabletics-us-cdn.justfab.com/media/images/products/MC2355287-6681/yitty_MC2355287-6681-1_998x1498.jpg	"https://yitty.fabletics.com/products/14694121?utm_source=LandingPage&utm_medium=LandingPage "			Fabletics				448	MC2355287-6681	0			0	14694121	MC2355287-6681	2	2023/04/26
