id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	google_product_category	condition	mpn	brand	color	size	gender	age_group	custom_label_2	parent_sku	vip_price	sales_count_conversions_10_days	sales_count_10_days	half_price	aged_saleprice	imagecrawler_http	release_date	inventory_count	inventory2	sales_count_conversions_1_day	additional_image_link_2	additional_image_link_3	additional_image_link_4	low_stock	product_sku	woh	wide_width	wide_calf
HS2356697-2525-84065	16547801	"Nova Stiletto Boot"		$69.95	$17.49	https://static3.sd-assets.com/assets/images/001/358/891/Nova-Stiletto-Boot-HS2356605-2525_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/358/891/Nova-Stiletto-Boot-HS2356605-2525_C_Content1-original.jpg	https://www.shoedazzle.com/products/Nova-Stiletto-Boot-HS2356605-2525	"out of stock"	"Fashion > Shoes > Boots & Booties > Over the Knee"	187	new	HS2356697-2525-84065	ShoeDazzle	Camo	6.5	female		"Nova Stiletto Boot"	HS2356697-2525	$69.95	219	337	$34.98	$27.98		07/28/2023	936	0	16	https://static3.sd-assets.com/assets/images/001/358/431/Nova-Stiletto-Boot-HS2356605-2525_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/358/751/Nova-Stiletto-Boot-HS2356605-2525_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/357/986/Nova-Stiletto-Boot-HS2356605-2525_C_B3Q-original.jpg		HS2356697-2525	"3.7 Wide Calf Available"		"Wide Calf Available"
HS2356699-0201-81065	16689081	"Rosamund Slouch Heeled Boot"		$54.95	$13.74	https://static3.sd-assets.com/assets/images/001/360/511/Rosamund-Slouch-Heeled-Boot-HS2356574-0201_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/360/511/Rosamund-Slouch-Heeled-Boot-HS2356574-0201_C_Content1-original.jpg	https://www.shoedazzle.com/products/Rosamund-Slouch-Heeled-Boot-HS2356574-0201	"out of stock"	"Fashion > Shoes > Boots & Booties > Slouch"	187	new	HS2356699-0201-81065	ShoeDazzle	Silver	6.5	female		"Rosamund Slouch Heeled Boot"	HS2356699-0201	$54.95	196	284	$27.48	$21.98		07/28/2023	871	0	22	https://static3.sd-assets.com/assets/images/001/360/521/Rosamund-Slouch-Heeled-Boot-HS2356574-0201_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/360/381/Rosamund-Slouch-Heeled-Boot-HS2356574-0201_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/360/471/Rosamund-Slouch-Heeled-Boot-HS2356574-0201_C_Content2-original.jpg		HS2356699-0201	"4.1 Wide Calf Available"		"Wide Calf Available"
BS2149475-7758-83120	16716576	"Tevos Combat Boot"		$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/360/391/Tevos-Combat-Boot-BS2149475-7758_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/360/391/Tevos-Combat-Boot-BS2149475-7758_B_F3Q-original.jpg	https://www.shoedazzle.com/products/Tevos-Combat-Boot-BS2149475-7758	"in stock"	"Fashion > Shoes > Boots & Booties > Combat"	187	new	BS2149475-7758-83120	ShoeDazzle	Fuchsia	12	female		"Tevos Combat Boot"	BS2149475-7758	$39.95	72	122	$19.98	$15.98		07/28/2023	1212	1	8	https://static3.sd-assets.com/assets/images/001/360/531/Tevos-Combat-Boot-BS2149475-7758_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/360/456/Tevos-Combat-Boot-BS2149475-7758_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/365/626/Tevos-Combat-Boot-BS2149475-7758_D_FOOT-original.jpg		BS2149475-7758	13.3		
HS2356697-4720-84065	16547151	"Nova Stiletto Boot"		$69.95	$17.49	https://static3.sd-assets.com/assets/images/001/358/016/Nova-Stiletto-Boot-HS2356605-4720_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/358/016/Nova-Stiletto-Boot-HS2356605-4720_C_Content1-original.jpg	https://www.shoedazzle.com/products/Nova-Stiletto-Boot-HS2356605-4720	"out of stock"	"Fashion > Shoes > Boots & Booties > Over the Knee"	187	new	HS2356697-4720-84065	ShoeDazzle	"Dark Denim"	6.5	female		"Nova Stiletto Boot"	HS2356697-4720	$69.95	71	133	$34.98	$27.98		07/28/2023	2182	0	2	https://static3.sd-assets.com/assets/images/001/358/326/Nova-Stiletto-Boot-HS2356605-4720_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/358/276/Nova-Stiletto-Boot-HS2356605-4720_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/358/821/Nova-Stiletto-Boot-HS2356605-4720_C_B3Q-original.jpg		HS2356697-4720	"28.3 Wide Calf Available"		"Wide Calf Available"
DA1933948-2400-84120	12660004	"HANNA TRANSPARENT HEELED SANDAL"	"Showcase that pedicure in style with this sleek, must-own sandal. Hanna features a gleaming block heel and an adjustable ankle strap for all-day wearability."	$19.95	$4.99	https://static3.sd-assets.com/assets/images/001/318/380/HANNA-DA1933948-2400_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/318/380/HANNA-DA1933948-2400_A_Front-hero-original.jpg	https://www.shoedazzle.com/products/HANNA-DA1933948-2400	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"		new	DA1933948-2400-84120	ShoeDazzle	Beige	12	female		"HANNA TRANSPARENT HEELED SANDAL"	DA1933948-2400	$19.95	41	267	$9.98	$7.98		07/12/2023	12536	774	4	https://static3.sd-assets.com/assets/images/001/318/880/HANNA-DA1933948-2400_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/318/360/HANNA-DA1933948-2400_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/318/595/HANNA-DA1933948-2400_C_Content6-original.jpg		DA1933948-2400	"137.8 Wide Width Available"	"Wide Width Available"	
FB2045004-0001-84120	10629829	"ANNABETH QUILTED FLAT BOOT"	"An over-the-knee flat boot featuring a quilted front panel, stretchy neoprene back, buckle detail, and metal rand on the heel."	$52.95	$13.24	https://static3.sd-assets.com/assets/images/001/367/691/ANNABETH-FB1830168-0001_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/367/691/ANNABETH-FB1830168-0001_C_Content1-original.jpg	https://www.shoedazzle.com/products/ANNABETH-FB1830168-0001	"in stock"	"Fashion > Shoes > Boots & Booties > Moto"	187	new	FB2045004-0001-84120	ShoeDazzle	Black	12	female		"ANNABETH QUILTED FLAT BOOT"	FB2045004-0001	$52.95	40	103	$26.48	$21.18		08/30/2023	2038	31	7	https://static3.sd-assets.com/assets/images/001/367/996/ANNABETH-FB1830168-0001_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/367/656/ANNABETH-FB1830168-0001_C_Content4-original.jpg	https://static3.sd-assets.com/assets/images/001/367/881/ANNABETH-FB1830168-0001_C_Content2-original.jpg		FB2045004-0001	"15.3 Wide Calf Available"		"Wide Calf Available"
HS2356663-0201-84120	15039690	"Bella Heeled Boot"		$62.95	$15.74	https://static3.sd-assets.com/assets/images/001/365/561/Bella-Heeled-Boot-HS2356663-0201_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/365/561/Bella-Heeled-Boot-HS2356663-0201_C_Content1-original.jpg	https://www.shoedazzle.com/products/BELLA-HEELED-BOOT-HS2356663-0201	"in stock"	"Fashion > Shoes > Boots & Booties > Cowboy & Western"	187	new	HS2356663-0201-84120	ShoeDazzle	Silver	12	female		"Bella Heeled Boot"	HS2356663-0201	$62.95	37	86	$31.48	$25.18		08/15/2023	1898	110	6	https://static3.sd-assets.com/assets/images/001/365/566/Bella-Heeled-Boot-HS2356663-0201_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/365/556/Bella-Heeled-Boot-HS2356663-0201_C_Content3-original.jpg	https://static3.sd-assets.com/assets/images/001/357/871/Bella-Heeled-Boot-HS2356663-0201_C_Content2-original.jpg		HS2356663-0201	22.6		
FS2354054-2531-84110	14117452	"HAILEY PLATFORM FUZZIE"		$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/367/921/HAILEY-PLATFORM-FUZZIE-FS2354054-2531_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/367/921/HAILEY-PLATFORM-FUZZIE-FS2354054-2531_C_Content1-original.jpg	https://www.shoedazzle.com/products/HAILEY-PLATFORM-FUZZIE-FS2354054-2531	"in stock"	"Fashion > Shoes > Boots & Booties > Fuzzies"	187	new	FS2354054-2531-84110	ShoeDazzle	"LT TAN"	11	female		"HAILEY PLATFORM FUZZIE"	FS2354054-2531	$29.95	31	137	$14.98	$11.98		08/30/2023	1910	174	5	https://static3.sd-assets.com/assets/images/001/368/076/HAILEY-PLATFORM-FUZZIE-FS2354054-2531_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/367/896/HAILEY-PLATFORM-FUZZIE-FS2354054-2531_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/367/596/HAILEY-PLATFORM-FUZZIE-FS2354054-2531_A_Front-hero-original.jpg		FS2354054-2531	19.5		
BS2149475-0001-83120	14620819	"Tevos Combat Boot"		$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/317/235/TEVOS-COMBAT-BOOT-BS2149475-0001_A_FRONT-HERO-original.jpg	https://static3.sd-assets.com/assets/images/001/317/235/TEVOS-COMBAT-BOOT-BS2149475-0001_A_FRONT-HERO-original.jpg	https://www.shoedazzle.com/products/TEVOS-COMBAT-BOOT-BS2149475-0001	"in stock"	"Fashion > Shoes > Boots & Booties > Combat"	187	new	BS2149475-0001-83120	ShoeDazzle	Black	12	female		"Tevos Combat Boot"	BS2149475-0001	$39.95	30	81	$19.98	$15.98		08/15/2023	4163	56	3	https://static3.sd-assets.com/assets/images/001/317/190/TEVOS-COMBAT-BOOT-BS2149475-0001_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/317/375/TEVOS-COMBAT-BOOT-BS2149475-0001_C_CONTENT3-original.jpg	https://static3.sd-assets.com/assets/images/001/317/185/TEVOS-COMBAT-BOOT-BS2149475-0001_B_F3Q-original.jpg		BS2149475-0001	74.3		
PP2355174-0001-84120	14576089	"CHARLI PLATFORM PEEP TOE PUMP"		$49.95	$12.49	https://static3.sd-assets.com/assets/images/001/303/965/CHARLI-PLATFORM-PEEP-TOE-PUMP-PP2355174-0001_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/303/965/CHARLI-PLATFORM-PEEP-TOE-PUMP-PP2355174-0001_B_F3Q-original.jpg	https://www.shoedazzle.com/products/CHARLI-PLATFORM-PEEP-TOE-PUMP-PP2355174-0001	"out of stock"	"Fashion > Shoes > Pumps > Mule"		new	PP2355174-0001-84120	ShoeDazzle	Black	12	female		"CHARLI PLATFORM PEEP TOE PUMP"	PP2355174-0001	$49.95	28	88	$24.98	$19.98		06/22/2023	644	0	1	https://static3.sd-assets.com/assets/images/001/303/725/CHARLI-PLATFORM-PEEP-TOE-PUMP-PP2355174-0001_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/303/890/CHARLI-PLATFORM-PEEP-TOE-PUMP-PP2355174-0001_C_CONTENT4-original.jpg	https://static3.sd-assets.com/assets/images/001/303/960/CHARLI-PLATFORM-PEEP-TOE-PUMP-PP2355174-0001_C_CONTENT3-original.jpg		PP2355174-0001	11.5		
DA1934559-1533-84120	13030465	"Francisca Heeled Sandal"	"A dress sandal with a block heel, platform sole, and buckled strap."	$54.95	$13.74	https://static3.sd-assets.com/assets/images/001/297/868/FRANCISCA-DA1934559-1533_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/297/868/FRANCISCA-DA1934559-1533_B_F3Q-original.jpg	https://www.shoedazzle.com/products/FRANCISCA-DA1934559-1533	"out of stock"	"Fashion > Shoes > Sandals > Ankle Strap"		new	DA1934559-1533-84120	ShoeDazzle	"Black Caviar"	12	female		"Francisca Heeled Sandal"	DA1934559-1533	$54.95	27	112	$27.48	$21.98		06/28/2023	107	0	2	https://static3.sd-assets.com/assets/images/001/297/795/FRANCISCA-DA1934559-1533_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/297/764/FRANCISCA-DA1934559-1533_A_Front-Hero-original.jpg	https://static3.sd-assets.com/assets/images/001/297/732/FRANCISCA-DA1934559-1533_D_Foot-original.jpg	"LOW IN STOCK"	DA1934559-1533	1.9		
BS2044687-1429-88120	14233171	"Shandee Lace-Up Bootie"	"Step into the lug-sole trend with the versatile and chic Shandee Lace-Up Bootie. Features a block-heeled silhouette for added comfort and ease. Team these booties with denim or a maxi dress for ’90s-inspired edge."	$44.95	$11.24	https://static3.sd-assets.com/assets/images/001/296/444/Shandee-Lace-Up-Bootie-BS2044663-1429_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/296/444/Shandee-Lace-Up-Bootie-BS2044663-1429_B_F3Q-original.jpg	https://www.shoedazzle.com/products/Shandee-Lace-Up-Bootie-BS2044663-1429	"out of stock"	"Fashion > Shoes > Boots & Booties > Combat"	187	new	BS2044687-1429-88120	ShoeDazzle	BIRCH	12	female		"Shandee Lace-Up Bootie"	BS2044687-1429	$44.95	26	55	$22.48	$17.98		12/29/2022	1590	0	2	https://static3.sd-assets.com/assets/images/001/296/447/Shandee-Lace-Up-Bootie-BS2044663-1429_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/296/446/Shandee-Lace-Up-Bootie-BS2044663-1429_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/296/448/Shandee-Lace-Up-Bootie-BS2044663-1429_D_Foot-original.jpg		BS2044687-1429	"37.9 Wide Width Available"	"Wide Width Available"	
HD2354667-1533-84120	14222425	"BECKY PLATFORM HEELED SANDAL"		$49.95	$12.49	https://static3.sd-assets.com/assets/images/001/296/328/BECKY-PLATFORM-HEELED-SANDAL-HD2354667-1533_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/296/328/BECKY-PLATFORM-HEELED-SANDAL-HD2354667-1533_B_F3Q-original.jpg	https://www.shoedazzle.com/products/BECKY-PLATFORM-HEELED-SANDAL-HD2354667-1533	"out of stock"	"Fashion > Shoes > Sandals > Ankle Strap"		new	HD2354667-1533-84120	ShoeDazzle	Black	12	female		"BECKY PLATFORM HEELED SANDAL"	HD2354667-1533	$49.95	24	137	$24.98	$19.98		04/28/2023	688	0	4	https://static3.sd-assets.com/assets/images/001/296/317/BECKY-PLATFORM-HEELED-SANDAL-HD2354667-1533_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/296/363/BECKY-PLATFORM-HEELED-SANDAL-HD2354667-1533_D_CONTENT2-original.jpg	https://static3.sd-assets.com/assets/images/001/296/342/BECKY-PLATFORM-HEELED-SANDAL-HD2354667-1533_D_Foot-original.jpg		HD2354667-1533	14		
FT2356555-0001-83120	16715066	"Reese Slip-On Loafer"		$29.95	$7.49	https://static3.sd-assets.com/assets/images/001/362/961/Reese-Slip-On-Loafer-FT2356555-0001_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/362/961/Reese-Slip-On-Loafer-FT2356555-0001_C_Content2-original.jpg	https://www.shoedazzle.com/products/Reese-Slip-On-Loafer-FT2356555-0001	"in stock"	"Fashion > Shoes > Flats > Loafer"	187	new	FT2356555-0001-83120	ShoeDazzle	Black	12	female		"Reese Slip-On Loafer"	FT2356555-0001	$29.95	22	106	$14.98	$11.98		07/28/2023	1449	3	2	https://static3.sd-assets.com/assets/images/001/363/081/Reese-Slip-On-Loafer-FT2356555-0001_C_b3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/362/681/Reese-Slip-On-Loafer-FT2356555-0001_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/362/386/Reese-Slip-On-Loafer-FT2356555-0001_D_Foot-original.jpg		FT2356555-0001	12.9		
BS2149475-2166-83120	14620780	"Tevos Combat Boot"		$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/365/536/TEVOS-COMBAT-BOOT-BS2149475-2166_A_FRONT-HERO-original.jpg	https://static3.sd-assets.com/assets/images/001/365/536/TEVOS-COMBAT-BOOT-BS2149475-2166_A_FRONT-HERO-original.jpg	https://www.shoedazzle.com/products/TEVOS-COMBAT-BOOT-BS2149475-2166	"in stock"	"Fashion > Shoes > Boots & Booties > Combat"	187	new	BS2149475-2166-83120	ShoeDazzle	Sandstorm	12	female		"Tevos Combat Boot"	BS2149475-2166	$39.95	19	33	$19.98	$15.98		08/29/2023	3451	87	2	https://static3.sd-assets.com/assets/images/001/365/531/TEVOS-COMBAT-BOOT-BS2149475-2166_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/365/521/TEVOS-COMBAT-BOOT-BS2149475-2166_C_CONTENT3-original.jpg	https://static3.sd-assets.com/assets/images/001/365/516/TEVOS-COMBAT-BOOT-BS2149475-2166_C_CONTENT2-original.jpg		BS2149475-2166	164.3		
WE2355996-0001-84120	15052185	"Naia Wedge Sandal"		$52.95	$13.24	https://static3.sd-assets.com/assets/images/001/321/760/Naia-Wedge-Sandal-WE2355996-0001_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/321/760/Naia-Wedge-Sandal-WE2355996-0001_B_F3Q-original.jpg	https://www.shoedazzle.com/products/Naia-Wedge-Sandal-WE2355996-0001	"in stock"	"Fashion > Shoes > Sandals > Wedge"	187	new	WE2355996-0001-84120	ShoeDazzle	"Black Caviar"	12	female		"Naia Wedge Sandal"	WE2355996-0001	$52.95	19	171	$26.48	$21.18		06/28/2023	596	22	1	https://static3.sd-assets.com/assets/images/001/322/035/Naia-Wedge-Sandal-WE2355996-0001_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/322/335/Naia-Wedge-Sandal-WE2355996-0001_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/322/425/Naia-Wedge-Sandal-WE2355996-0001_C_CONTENT2-original.jpg		WE2355996-0001	8.5		
DA2148172-2400-84120	11624824	"Kenzy Spiral Heeled Sandal"	"A slip-on sandal featuring a clear stiletto heel and rhinestone-embellished coil strap."	$42.95	$10.74	https://static3.sd-assets.com/assets/images/001/293/624/KENZY-DA2148172-2400_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/293/624/KENZY-DA2148172-2400_B_F3Q-original.jpg	https://www.shoedazzle.com/products/KENZY-DA2148172-2400	"in stock"	"Fashion > Shoes > Sandals > Strappy"	187	new	DA2148172-2400-84120	ShoeDazzle	Beige	12	female		"Kenzy Spiral Heeled Sandal"	DA2148172-2400	$42.95	18	58	$21.48	$17.18		07/28/2023	907	327	2	https://static3.sd-assets.com/assets/images/001/293/550/KENZY-DA2148172-2400_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/270/196/KENZY-DA2148172-2400_C_CONTENT3-original.jpg	https://static3.sd-assets.com/assets/images/001/299/388/KENZY-DA2148172-2400_D_FOOT-original.jpg		DA2148172-2400	25.9		
WE2041078-2400-84120	11973475	"YULANDA JEWELED GLADIATOR WEDGE"	"An ultra-high wedge featuring clear straps, jewel embellishments, decorative buckles, and back zipper closure."	$44.95	$11.24	https://static3.sd-assets.com/assets/images/001/273/051/YULANDA-WE2041078-2400_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/273/051/YULANDA-WE2041078-2400_B_F3Q-original.jpg	https://www.shoedazzle.com/products/YULANDA-WE2041078-2400	"in stock"	"Fashion > Shoes > Sandals > Gladiator"	187	new	WE2041078-2400-84120	ShoeDazzle	Beige	12	female		"YULANDA JEWELED GLADIATOR WEDGE"	WE2041078-2400	$44.95	18	75	$22.48	$17.98		07/12/2023	3871	240	2	https://static3.sd-assets.com/assets/images/001/273/052/YULANDA-WE2041078-2400_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/299/181/YULANDA-WE2041078-2400_C_CONTENT2-original.jpg	https://static3.sd-assets.com/assets/images/001/273/053/YULANDA-WE2041078-2400_D_FOOT-original.jpg		WE2041078-2400	79		
FB2357582-0001-83120	15138405	"Addie Western Boot"		$49.95	$12.49	https://static3.sd-assets.com/assets/images/001/371/156/Addie-Western-Boot-FB2357582-0001_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/371/156/Addie-Western-Boot-FB2357582-0001_B_F3Q-original.jpg	https://www.shoedazzle.com/products/Addie-Western-Boot-FB2357582-0001	"in stock"	"Fashion > Shoes > Boots & Booties > Cowboy & Western"	187	new	FB2357582-0001-83120	ShoeDazzle	Black	12	female		"Addie Western Boot"	FB2357582-0001	$49.95	18	64	$24.98	$19.98		08/30/2023	1216	50	3	https://static3.sd-assets.com/assets/images/001/365/996/Addie-Western-Boot-FB2357582-0001_C_Content3-original.jpg	https://static3.sd-assets.com/assets/images/001/366/011/Addie-Western-Boot-FB2357582-0001_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/366/016/Addie-Western-Boot-FB2357582-0001_C_Content4-original.jpg		FB2357582-0001	17.4		
BS2356597-0039-84120	16547736	"Stevie Heeled Ankle Boot"		$52.95	$13.24	https://static3.sd-assets.com/assets/images/001/358/606/Stevie-Ankle-Boot-BS2356597-0039_A_Front-hero-original.jpg	https://static3.sd-assets.com/assets/images/001/358/606/Stevie-Ankle-Boot-BS2356597-0039_A_Front-hero-original.jpg	https://www.shoedazzle.com/products/Stevie-Ankle-Boot-BS2356597-0039	"in stock"	"Fashion > Shoes > Boots & Booties > Cowboy & Western"	187	new	BS2356597-0039-84120	ShoeDazzle	Black/White	12	female		"Stevie Heeled Ankle Boot"	BS2356597-0039	$52.95	18	98	$26.48	$21.18		07/27/2023	384	1	1	https://static3.sd-assets.com/assets/images/001/358/776/Stevie-Ankle-Boot-BS2356597-0039_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/358/686/Stevie-Ankle-Boot-BS2356597-0039_C_Content1-original.jpg	https://static3.sd-assets.com/assets/images/001/358/791/Stevie-Ankle-Boot-BS2356597-0039_C_Content2-original.jpg		BS2356597-0039	3.4		
FB2150177-0001-83120	16687336	"Jordane Lug Sole Over-The-Knee Boot"		$54.95	$13.74	https://static3.sd-assets.com/assets/images/001/359/811/Jordane-Lug-Sole-Over-The-Knee-Boot-FB2150152-0001_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/359/811/Jordane-Lug-Sole-Over-The-Knee-Boot-FB2150152-0001_C_Content2-original.jpg	https://www.shoedazzle.com/products/Jordane-Lug-Sole-Over-The-Knee-Boot-FB2150152-0001	"out of stock"	"Fashion > Shoes > Boots & Booties > Over the Knee"	187	new	FB2150177-0001-83120	ShoeDazzle	Black	12	female		"Jordane Lug Sole Over-The-Knee Boot"	FB2150177-0001	$54.95	18	52	$27.48	$21.98		07/27/2023	1351	0	7	https://static3.sd-assets.com/assets/images/001/359/906/Jordane-Lug-Sole-Over-The-Knee-Boot-FB2150152-0001_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/359/851/Jordane-Lug-Sole-Over-The-Knee-Boot-FB2150152-0001_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/359/996/Jordane-Lug-Sole-Over-The-Knee-Boot-FB2150152-0001_C_Content4-original.jpg		FB2150177-0001	"13.8 Wide Calf Available"		"Wide Calf Available"
BS2146893-1010-84120	11748670	"TANZI LUG SOLE BOOTIE"	"A block-heel hiker bootie featuring a lug sole, adjustable laces, and detachable zipper pocket."	$44.95	$11.24	https://static3.sd-assets.com/assets/images/001/317/230/TANZI-BS2146893-1010_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/317/230/TANZI-BS2146893-1010_B_F3Q-original.jpg	https://www.shoedazzle.com/products/TANZI-BS2146893-1010	"in stock"	"Fashion > Shoes > Boots & Booties > Combat"	187	new	BS2146893-1010-84120	ShoeDazzle	White	12	female		"TANZI LUG SOLE BOOTIE"	BS2146893-1010	$44.95	17	36	$22.48	$17.98		04/28/2023	2602	81	2	https://static3.sd-assets.com/assets/images/001/317/075/TANZI-BS2146893-1010_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/317/110/TANZI-BS2146893-1010_C_CONTENT2-original.jpg	https://static3.sd-assets.com/assets/images/001/317/240/TANZI-BS2146893-1010_C_CONTENT1-original.jpg		BS2146893-1010	62		
PP2147381-7734-84120	12924628	"GISSELLE POINTED TOE PUMP"	"A slip-on pump with a pointed toe."	$39.95	$9.99	https://static3.sd-assets.com/assets/images/001/282/955/GISSELLE-PP2044961-7734_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/282/955/GISSELLE-PP2044961-7734_B_F3Q-original.jpg	https://www.shoedazzle.com/products/GISSELLE-PP2044961-7734	"out of stock"	"Fashion > Shoes > Pumps > Classic"	187	new	PP2147381-7734-84120	ShoeDazzle	"PINK CARNATION"	12	female		"GISSELLE POINTED TOE PUMP"	PP2147381-7734	$39.95	17	103	$19.98	$15.98		06/29/2022	139	0	2	https://static3.sd-assets.com/assets/images/001/282/967/GISSELLE-PP2044961-7734_C_CONTENT2-original.jpg	https://static3.sd-assets.com/assets/images/001/282/971/GISSELLE-PP2044961-7734_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/283/024/GISSELLE-PP2044961-7734_D_FOOT-original.jpg	"LOW IN STOCK"	PP2147381-7734	"2.8 Wide Width Available"	"Wide Width Available"	
DA1934559-2990-84120	14352724	"Francisca Heeled Sandal"	"A dress sandal with a block heel, platform sole, and buckled strap."	$54.95	$13.74	https://static3.sd-assets.com/assets/images/001/297/630/FRANCISCA-HEELED-SANDAL-DA1934559-2990_B_F3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/297/630/FRANCISCA-HEELED-SANDAL-DA1934559-2990_B_F3Q-original.jpg	https://www.shoedazzle.com/products/FRANCISCA-HEELED-SANDAL-DA1934559-2990	"out of stock"	"Fashion > Shoes > Sandals > Ankle Strap"		new	DA1934559-2990-84120	ShoeDazzle	"Leather Brown"	12	female		"Francisca Heeled Sandal"	DA1934559-2990	$54.95	17	132	$27.48	$21.98		06/28/2023	515	0	2	https://static3.sd-assets.com/assets/images/001/297/633/FRANCISCA-HEELED-SANDAL-DA1934559-2990_C_B3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/297/631/FRANCISCA-HEELED-SANDAL-DA1934559-2990_C_CONTENT1-original.jpg	https://static3.sd-assets.com/assets/images/001/297/635/FRANCISCA-HEELED-SANDAL-DA1934559-2990_C_CONTENT2-original.jpg		DA1934559-2990	8.2		
BS2041263-0003-83120	14620858	"Eletra Combat Bootie"		$49.95	$12.49	https://static3.sd-assets.com/assets/images/001/362/966/ELETRA-COMBAT-BOOTIE-BS2041263-0003_C_Content2-original.jpg	https://static3.sd-assets.com/assets/images/001/362/966/ELETRA-COMBAT-BOOTIE-BS2041263-0003_C_Content2-original.jpg	https://www.shoedazzle.com/products/ELETRA-COMBAT-BOOTIE-BS2041263-0003	"out of stock"	"Fashion > Shoes > Boots & Booties > Combat"	187	new	BS2041263-0003-83120	ShoeDazzle	"Black Onyx"	12	female		"Eletra Combat Bootie"	BS2041263-0003	$49.95	17	62	$24.98	$19.98		07/28/2023	2906	0	2	https://static3.sd-assets.com/assets/images/001/363/326/ELETRA-COMBAT-BOOTIE-BS2041263-0003_C_b3Q-original.jpg	https://static3.sd-assets.com/assets/images/001/363/476/ELETRA-COMBAT-BOOTIE-BS2041263-0003_C_Content3-original.jpg	https://static3.sd-assets.com/assets/images/001/362/576/ELETRA-COMBAT-BOOTIE-BS2041263-0003_B_F3Q-original.jpg		BS2041263-0003	31.9		
