id	item_group_id	title	description	price	sale_price	image_link	link	availability	product_type	color	size	custom_label_0	parent_sku	sales_count_10_days	sales_count_conversions_10_days	release_date	inventory_count	low_stock	sales_count_conversions_1_day	woh	wide_width	wide_calf
FT2355890-6962-84120	15175135	"Veva Espadrille Platform Sneaker"	" Material: Textile Heel Height: 1.5"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$36.95 "	$9.24	https://us-cdn.justfab.com/media/images/products/FT2355890-6962/FT2355890-6962-2_589x860.jpg	//justfab.com/products/Veva-Espadrille-Platform-Sneaker-FT2355890-6962	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	Natural	12	7	FT2355890-6962	74	7	06/28/2023	714		1	20.4		
FB2045004-0001-84120	16535241	"Annabeth Quilted Flat Boot"	" Material: Faux-Leather Outside Heel Height: 1.25"" Shaft Height: 18.25"" Wide Width has additional room across the footbed, ball of the foot, and instep Wide Width + Wide Calf size is available in E fit Closure: Functional Inner Zip "	"$52.95 "	$13.24	https://us-cdn.justfab.com/media/images/products/FB1830168-0001/FB1830168-0001-2_589x860.jpg	//justfab.com/products/ANNABETH-FB1830168-0001	"in stock"	"Fashion > Shoes > Boots > Moto"	Black	12	28	FB2045004-0001	59	28	08/30/2023	2040		1	"145.7 Wide Calf Available"		"Wide Calf Available"
FB2356700-2150-81065	16539101	"Rylan Flat Boot"	" Material: Faux Suede Heel Height: 1.5"" Shaft Height (based on size 8): 14.5"" Wide Width has additional room across the footbed, ball of the foot, and instep Wide width + Wide Calf size is available in D fit Closure: Functional Inside Zipper Imported "	"$52.95 "	$13.24	https://us-cdn.justfab.com/media/images/products/FB2356546-2150/FB2356546-2150-2_589x860.jpg	//justfab.com/products/Rylan-Flat-Boot-FB2356546-2150	"out of stock"	"Fashion > Shoes > Boots > Slouch"	Sand	6.5	8	FB2356700-2150	41	8	07/28/2023	2535		1	"72.4 Wide Calf Available"		"Wide Calf Available"
HS2356699-2458-81065	16539196	"Rosamund Slouch Heeled Boot"	" Material: Faux Suede Heel Height: 3.5"" Shaft Height (based on size 8): 16.0"" Wide Width has additional room across the footbed, ball of the foot, and instep Wide width + Wide Calf size is available in D fit Closure: Pull On Imported "	"$54.95 "	$13.74	https://us-cdn.justfab.com/media/images/products/HS2356574-2458/HS2356574-2458-2_589x860.jpg	//justfab.com/products/Rosamund-Slouch-Heeled-Boot-HS2356574-2458	"out of stock"	"Fashion > Shoes > Boots > Slouch"	Taupe	6.5	21	HS2356699-2458	84	21	07/28/2023	2852		1	"50.9 Wide Calf Available"		"Wide Calf Available"
FT2356565-2458-83120	16539386	"Albie Flat Slide"	" Material: Faux Suede Heel Height: 1.0"" Measurements will vary slightly Closure: Slip On Imported "	"$34.95 "	$8.74	https://us-cdn.justfab.com/media/images/products/FT2356565-2458/FT2356565-2458-2_589x860.jpg	//justfab.com/products/Albie-Flat-Slide-FT2356565-2458	"in stock"	"Fashion > Shoes > Flats > Slip On"	Taupe	12	7	FT2356565-2458	98	7	07/28/2023	404		1	6.4		
BS2149446-2458-83120	16539451	"Candide Platform Chelsea Boot"	" Material: Faux Leather Heel Height: 2.0"" Shaft Height (based on size 8): 7.0"" Measurements will vary slightly Closure: Pull On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/BS2149446-2458/BS2149446-2458-2_589x860.jpg	//justfab.com/products/Candide-Platform-Chelsea-Boot-BS2149446-2458	"in stock"	"Fashion > Shoes > Boots > Booties"	Taupe	12	6	BS2149446-2458	31	6	07/27/2023	1593		1	45.5		
CW2356657-0001-83100	16539516	"Dixie Rain Boot"	" Material: Rubber Heel Height: 1.25"" Platform Height: 0.5"" Shaft Height (based on size 8): 5.5"" Measurements will vary slightly Closure: Pull On Imported "	"$32.95 "	$8.24	https://us-cdn.justfab.com/media/images/products/CW2356657-0001/CW2356657-0001-2_589x860.jpg	//justfab.com/products/Dixie-Rain-Boot-CW2356657-0001	"in stock"	"Fashion > Shoes > Boots > Rain"	Black	10	16	CW2356657-0001	191	16	08/15/2023	2121		1	13.2		
FT2356560-1745-83120	16539641	"Archer Slip-On Flat"	" Material: Faux Leather Heel Height: 0.75"" Measurements will vary slightly Closure: Slip On Imported "	"$34.95 "	$8.74	https://us-cdn.justfab.com/media/images/products/FT2356560-1745/FT2356560-1745-2_589x860.jpg	//justfab.com/products/Archer-Flat-Slide-FT2356560-1745	"in stock"	"Fashion > Shoes > Flats > Loafer"	"French Oak"	12	19	FT2356560-1745	72	19	07/28/2023	1053		1	21.5		
FT2356670-1746-83120	16539771	"Colette Lug Sole Loafer"	" Material: Recycled Micro Heel Height: 1.5"" Platform Height: 1.0"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FT2356670-1746/FT2356670-1746-2_589x860.jpg	//justfab.com/products/Colette-Lug-Sole-Loafer-FT2356670-1746	"in stock"	"Fashion > Shoes > Flats > Loafer"	"Light Camel"	12	11	FT2356670-1746	79	11	08/28/2023	2719		1	35.3		
SK2354765-8227-83110	16540026	"Brooklyn Court Sneaker"	" Material: Faux Leather/ Faux Suede Heel Height: 0.75"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/SK2354765-8227/SK2354765-8227-2_589x860.jpg	//justfab.com/products/Brooklyn-Court-Sneaker-SK2354765-8227	"in stock"	"Fashion > Shoes > Sneakers > Active"	"Beige/ Camel/ White"	11	10	SK2354765-8227	69	10	07/28/2023	317		1	7.5		
FT2356550-1429-83120	16540211	"Karlie Slip-On Loafer"	" Material: Faux Leather Heel Height: 0.25"" Measurements will vary slightly Closure: Slip On Imported "	"$29.95 "	$7.49	https://us-cdn.justfab.com/media/images/products/FT2356550-1429/FT2356550-1429-2_589x860.jpg	//justfab.com/products/Karlie-Slip-On-Loafer-FT2356550-1429	"in stock"	"Fashion > Shoes > Flats > Loafer"	"Birch White"	12	12	FT2356550-1429	113	12	07/28/2023	150		1	1.8		
HD2356581-1429-83120	16540276	"Miri Gladiator Heeled Sandal"	" Material: Faux Leather Heel Height: 3.25"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$32.95 "	$8.24	https://us-cdn.justfab.com/media/images/products/HD2356581-1429/HD2356581-1429-2_589x860.jpg	//justfab.com/products/Miri-Gladiator-Heeled-Sandal-HD2356581-1429	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	"Birch White"	12	11	HD2356581-1429	80	11	07/28/2023	671		1	7.4		
HD2356581-8254-83120	16540341	"Miri Gladiator Heeled Sandal"	" Material: Faux Leather Heel Height: 3.25"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$32.95 "	$8.24	https://us-cdn.justfab.com/media/images/products/HD2356581-8254/HD2356581-8254-2_589x860.jpg	//justfab.com/products/Miri-Gladiator-Heeled-Sandal-HD2356581-8254	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	"Chocolate Lab"	12	10	HD2356581-8254	72	10	07/28/2023	674		1	10.7		
SK2356584-10996-83120	16540536	"Cypress Athletic Sneaker"	" Material: Recycled Micro/ Faux Leather Heel Height: 1.25"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/SK2356584-10996/SK2356584-10996-2_589x860.jpg	//justfab.com/products/Cypress-Athletic-Sneaker-SK2356584-10996	"in stock"	"Fashion > Shoes > Sneakers > Active"	"Bright White/ Green/ Taupe"	12	7	SK2356584-10996	53	7	07/28/2023	776		1	22.2		
BS2149475-7758-83120	16540926	"Tevos Combat Boot"	" Material: Rubberized Faux Leather Heel Height: 1.75"" Platform Height: 1.75"" Shaft Height (based on size 8): 5.75"" Closure: Lace Up Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2149475-7758/BS2149475-7758-2_589x860.jpg	//justfab.com/products/Tevos-Combat-Boot-BS2149475-7758	"in stock"	"Fashion > Shoes > Boots > Combat"	Fuschia	12	6	BS2149475-7758	11	6	07/28/2023	1214		1	86.7		
PP2356583-3889-83120	16541186	"Liliane Heeled Lug Sole Loafer"	" Material: Faux Suede Heel Height: 3.25"" Platform Height: 0.5"" Measurements will vary slightly Closure: Slip On Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/PP2356583-3889/PP2356583-3889-2_589x860.jpg	//justfab.com/products/Liliane-Lug-Sole-Loafer-PP2356583-3889	"in stock"	"Fashion > Shoes > Flats > Loafer"	"Military Olive"	12	3	PP2356583-3889	39	3	08/28/2023	485		1	9.9		
HS2356571-2600-83120	16541901	"Jolene Stiletto Boot"	" Padded insole with arch support Toe cap detailing Material: Faux-Leather/Faux Suede Heel Height: 3.25"" Shaft Height (based on size 8): 17.5"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$64.95 "	$16.24	https://us-cdn.justfab.com/media/images/products/HS2356571-2600/HS2356571-2600-2_589x860.jpg	//justfab.com/products/Jolene-Stiletto-Boot-HS2356571-2600	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	Camel	12	7	HS2356571-2600	31	7	08/15/2023	2305		1	54.9		
PP2356660-2600-83120	16541966	"Samira Block Heeled Mule"	" Material: Faux Suede Heel Height: 3.75"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/PP2356660-2600/PP2356660-2600-2_589x860.jpg	//justfab.com/products/Samira-Block-Heeled-Mule-PP2356660-2600	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	Camel	12	2	PP2356660-2600	26	2	08/16/2023	866		1	41.2		
BS2251226-10661-84120	16553916	"Pythios Lug Sole Bootie"	" Material: Nubuck Features: SD Dream Sole - Double the padding for comfort, support, and ease of movement Outside Heel Height: 1.97"" Closure: Functional Inside Zipper Shaft Height: 5.90"" "	"$46.95 "	$11.74	https://us-cdn.justfab.com/media/images/products/BS2251226-10661/BS2251226-10661-2_589x860.jpg	//justfab.com/products/PYTHIOS-BS2251226-1066	"out of stock"	"Fashion > Shoes > Boots > Combat"	"Beige/ Lt Camel"	12	2	BS2251226-10661	3	2	01/30/2022	221		1	15.8		
HS2356697-4720-84065	16683096	"Nova Stiletto Boot"	" Padded insole with arch support Material: Denim Heel Height: 3.25"" Shaft Height (based on size 8): 22.0"" Wide Width has additional room across the footbed, ball of the foot, and instep Wide width + Wide Calf size is available in D fit Closure: Functional Inside Zipper Imported "	"$69.95 "	$17.49	https://us-cdn.justfab.com/media/images/products/HS2356605-4720/HS2356605-4720-2_589x860.jpg	//justfab.com/products/Nova-Stiletto-Boot-HS2356605-4720	"out of stock"	"Fashion > Shoes > Boots > Over the Knee"	"Dark Denim"	6.5	12	HS2356697-4720	40	12	07/28/2023	2183		1	"52 Wide Calf Available"		"Wide Calf Available"
FT2356601-10736-84120	16683536	"Alina Lug Sole Loafer"	" Material: Faux Leather Heel Height: 2.5"" Platform Height: 1.75"" Closure: Slip On Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/FT2356601-10736/FT2356601-10736-2_589x860.jpg	//justfab.com/products/Alina-Lug-Sole-Loafer-FT2356601-10736	"in stock"	"Fashion > Shoes > Flats > Loafer"	"Black/ Bright White"	12	1	FT2356601-10736	20	1	08/15/2023	1783		1	50.9		
PP2356682-4720-84120	16683666	"Margaux Platform Pump"	" Material: Denim Heel Height: 5.25"" Platform Height: 2.0"" Closure: Slip On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2356682-4720/PP2356682-4720-2_589x860.jpg	//justfab.com/products/Margaux-Platform-Loafer-Pump-PP2356682-4720	"in stock"	"Fashion > Shoes > Pumps > Platform"	"Dark Denim"	12	6	PP2356682-4720	27	6	08/28/2023	1372		1	32.7		
SK2356609-8274-84120	16684651	"Tara High Top Sneaker"	" Material: Faux Leather/ Stretch Knit Heel Height: 1.25"" Shaft Height (based on size 8): 4.25"" Closure: Adjustable Laces Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/SK2356609-8274/SK2356609-8274-2_589x860.jpg	//justfab.com/products/Tara-High-Top-Sneaker-SK2356609-8274	"in stock"	"Fashion > Shoes > Sneakers > High Top"	"Black/ Magnet"	12	1	SK2356609-8274	10	1	07/28/2023	733		1	34.9		
PP2356664-1429-84120	16684716	"Inara Heeled Mule"	" Toe cap detailing Material: Faux Leather Heel Height: 4.0"" Closure: Slip On Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/PP2356664-1429/PP2356664-1429-2_589x860.jpg	//justfab.com/products/Inara-Heeled-Mule-PP2356664-1429	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	"Birch White"	12	4	PP2356664-1429	23	4	08/28/2023	440		1	12.6		
BS2356597-0039-84120	16684976	"Stevie Heeled Ankle Boot"	" Toe cap detailing Material: Faux Leather Heel Height: 4.25"" Shaft Height (based on size 8): 4.25"" Closure: Functional Inside Zipper Imported "	"$52.95 "	$13.24	https://us-cdn.justfab.com/media/images/products/BS2356597-0039/BS2356597-0039-2_589x860.jpg	//justfab.com/products/Stevie-Heeled-Ankle-Boot-BS2356597-0039	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	"Black/ White"	12	12	BS2356597-0039	65	12	07/27/2023	390		1	9.3		
BS2356653-0001-84120	16731501	"Shanae Stiletto Bootie"	" Material: Faux Leather Heel Height: 4.0"" Shaft Height (based on size 8): 5.5"" Closure: Functional Inside Zipper Imported. "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/BS2356653-0001/BS2356653-0001-2_589x860.jpg	//justfab.com/products/Shanae-Stiletto-Bootie-BS2356653-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	Black	12	6	BS2356653-0001	50	6	08/30/2023	1716		1	27.2		
BS2356653-8283-84120	16731566	"Shanae Stiletto Bootie"	" Material: Faux Suede Heel Height: 4.0"" Shaft Height (based on size 8): 5.5"" Closure: Functional Inside Zipper Imported. "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/BS2356653-8283/BS2356653-8283-2_589x860.jpg	//justfab.com/products/Shanae-Stiletto-Bootie-BS2356653-8283	"in stock"	"Fashion > Shoes > Boots > Booties"	"Forest Biome Green"	12	3	BS2356653-8283	21	3	08/30/2023	950		1	27.1		
HS2149295-0001-88120	9402973	"Jesyna Thigh-High Boot"	"Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Faux Suede Heel Height: 4.0"" Shaft Height (based on size 8): 21.0"" Measurements will vary slightly Imported   "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/HS1938440-0001/HS1938440-0001-2_589x860.jpg	//justfab.com/products/Jesyna-Over-The-Knee-Boot-HS1938440-0001	"out of stock"	"Fashion > Shoes > Boots > Over the Knee"	Black	12	5	HS2149295-0001	12	5	01/09/2023	3509		1	"501.3 Wide Calf Available"		"Wide Calf Available"
BS2044988-0001-88120	10633609	"Lilliana Heeled Bootie"	" New! Padded insole for extra comfort Material: Faux Suede Heel Height: 4"" Shaft Height (based on size 8): 7"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2044916-0001/BS2044916-0001-2_589x860.jpg	//justfab.com/products/Lilliana-Heeled-Bootie-BS2044916-0001	"out of stock"	"Fashion > Shoes > Boots > Booties"	Black	12	0	BS2044988-0001	5	0	01/30/2023	3957		0	"3957 Wide Width Available"	"Wide Width Available"	
BS2044654-0001-88120	10637128	"Olyvia Block Heeled Bootie"	" New! Double padded insole for extra comfort Material: Faux Leather Heel Height: 3.27"" Shaft Height (based on size 8): 4.5"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2044652-0001/BS2044652-0001-2_589x860.jpg	//justfab.com/products/Olyvia-Block-Heeled-Bootie-BS2044652-0001	"out of stock"	"Fashion > Shoes > Boots > Booties"	Black	12	0	BS2044654-0001	0	0	09/30/2021	359		0	"359 Wide Width Available"	"Wide Width Available"	
FB2044749-0001-88120	10716568	"Hannah Over-the-Knee Boot"	"  New! Padded insole for extra comfort   Material: Faux Suede   Heel Height: 1.77""   Shaft Height (based on size 8): 22.63""    Extra wide width has additional room across the footbed, ball of the foot and instep  Extra Wide width + Extra Wide Calf size is available in E fit  Measurements will vary slightly   Imported   "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB2044674-0001/FB2044674-0001-2_589x860.jpg	//justfab.com/products/Hannah-Over-the-Knee-Boot-FB2044674-0001	"out of stock"	"Fashion > Shoes > Boots > Over the Knee"	Black	12	0	FB2044749-0001	2	0	04/04/2022	365		0	"365 Wide Width + Calf Available"	"Wide Width Available"	"Wide Calf Available"
HS2044994-0001-88120	10716868	"Evelyn Heeled Boot"	"  New! Padded insole for extra comfort   Material: Faux Suede   Heel Height: 3.15""   Shaft Height (based on size 8): 14""    Extra wide width has additional room across the footbed, ball of the foot and instep  Extra Wide width + Extra Wide Calf size is available in E fit  Measurements will vary slightly   Imported   "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/HS2044927-0001/HS2044927-0001-2_589x860.jpg	//justfab.com/products/Evelyn-Heeled-Boot-HS2044927-0001	"out of stock"	"Fashion > Shoes > Boots > Heeled Boots"	Black	12	0	HS2044994-0001	6	0	01/09/2023	1162		0	"166 Wide Calf Available"		"Wide Calf Available"
BS2043974-0001-83120	10788829	"Amber Block Heeled Bootie"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 3.5"" Shaft Height (based on size 8): 5"" Measurements will vary slightly Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/BS2043974-0001/BS2043974-0001-2_589x860.jpg	//justfab.com/products/Amber-Block-Heeled-Bootie-BS2043974-0001	"out of stock"	"Fashion > Shoes > Boots > Booties"	Black	12	0	BS2043974-0001	0	0	09/30/2021	17		0	17		
FB2044749-2800-88120	10790458	"Hannah Over-the-Knee Boot"	"  New! Padded insole for extra comfort   Material: Faux Suede   Heel Height: 1.77""   Shaft Height (based on size 8): 22.63""    Extra wide width has additional room across the footbed, ball of the foot and instep  Extra Wide width + Extra Wide Calf size is available in E fit  Measurements will vary slightly   Imported   "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB2044674-2800/FB2044674-2800-2_589x860.jpg	//justfab.com/products/Hannah-Over-the-Knee-Boot-FB2044674-2800	"out of stock"	"Fashion > Shoes > Boots > Over the Knee"	Chocolate	12	0	FB2044749-2800	0	0	01/25/2021	14		0	"14 Wide Width + Calf Available"	"Wide Width Available"	"Wide Calf Available"
FB2045380-0001-83120	10790872	"Dandridge Lace-up Boot"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 1.57"" Platform Height: N/A Shaft Height (based on size 8): 12.2"" Measurements will vary slightly Imported "	"$56.95 "	$14.24	https://us-cdn.justfab.com/media/images/products/FB2045380-0001/FB2045380-0001-2_589x860.jpg	//justfab.com/products/Dandridge-Lace-up-Boot-FB2045380-0001	"out of stock"	"Fashion > Shoes > Boots > Combat"	Black	12	0	FB2045380-0001	0	0	09/30/2021	63		0	63		
FB1829007-0003-83120	10791295	"Evi Duck Boot"	" Material: Faux Leather Heel Height: 1.0"" Shaft Height (based on size 8): 6.5"" Measurements will vary slightly Closure: Lace up Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB1829007-0003/FB1829007-0003-2_589x860.jpg	//justfab.com/products/Evi-Duck-Boot-FB1829007-0003	"in stock"	"Fashion > Shoes > Boots > Snow"	"Black Onyx"	12	7	FB1829007-0003	56	7	08/15/2023	4249		0	202.3		
HS1723570-6930-84120	10806325	"Remi Lace Up Boot"	" Material: Faux Suede Heel Height: 4.75"" Platform Height: N/A Shaft Height (based on size 8): 22.5"" Calf Circumference (based on size 8): 16.5"" Measurements will vary slightly Imported "	"$59.95 "	$14.99	https://us-cdn.justfab.com/media/images/products/HS1723570-6930/HS1723570-6930-2_589x860.jpg	//justfab.com/products/REMI-LACE-UP-BOOT-HS1723570-6930-2	"out of stock"	"Fashion > Shoes > Boots & Booties > Boots > Over the Knee"	Black	12	0	HS1723570-6930	0	0	09/30/2020	403		0	403		
BS2044988-0111-88120	10923616	"Lilliana Heeled Bootie"	" New! Padded insole for extra comfort Material: Faux Suede Heel Height: 4"" Shaft Height (based on size 8): 7"" Extra Wide Width size has extra room across the footbed, ball of the foot and instep Wide width size is available in E fit Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2044916-0111/BS2044916-0111-2_589x860.jpg	//justfab.com/products/Liliana-Heeled-Bootie-BS2044916-0111	"out of stock"	"Fashion > Shoes > Boots > Booties"	Gray	12	0	BS2044988-0111	0	0	02/03/2021	513		0	"513 Wide Width Available"	"Wide Width Available"	
BS2045841-0001-83120	10924486	"Gabrielle Ankle Boot"	" Material: Faux Suede Heel Height: 3” Shaft Height (based on size 8): 5” Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2045841-0001/BS2045841-0001-2_589x860.jpg	//justfab.com/products/Gabrielle-Ankle-Boot-BS2045841-0001	"out of stock"	"Fashion > Shoes > Boots > Booties"	Black	12	0	BS2045841-0001	2	0	10/30/2022	161		0	23		
FB2045207-0001-83120	10926046	"Londin Cold Weather Boot"	" New! Padded insole for extra comfort Material: Faux Suede Heel Height: 1.38"" Shaft Height (based on size 8): 5.91"" Measurements will vary slightly Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/FB2045207-0001/FB2045207-0001-2_589x860.jpg	//justfab.com/products/Londin-Cold-Weather-Boot-FB2045207-0001	"out of stock"	"Fashion > Shoes > Boots > Snow"	Black	12	0	FB2045207-0001	0	0	02/03/2021	12		0	12		
FB2045843-1440-83120	10926163	"Hollye Flat Boot"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 0.7"" Shaft Height (based on size 8): 15"" Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB2045843-1440/FB2045843-1440-2_589x860.jpg	//justfab.com/products/Hollye-Flat-Boot-FB2045843-1440	"out of stock"	"Fashion > Shoes > Boots > Riding"	Bone	12	0	FB2045843-1440	2	0	02/03/2021	55		0	55		
FB2045843-2640-83120	10926202	"Hollye Flat Boot"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 0.7"" Shaft Height (based on size 8): 15"" Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB2045843-2640/FB2045843-2640-2_589x860.jpg	//justfab.com/products/Hollye-Flat-Boot-FB2045843-2640	"out of stock"	"Fashion > Shoes > Boots > Riding"	Cognac	12	0	FB2045843-2640	2	0	02/03/2021	65		0	65		
FT2045334-0502-86040	10927228	"Llysha Ballerina Slipper"	" New! Padded insole for extra comfort Material: Textile Heel Height: 0.2"" S= 5-6, M= 7-8, L= 9-10 & XL= 11-12 Measurements will vary slightly Imported "	"$19.95 "	$4.99	https://us-cdn.justfab.com/media/images/products/FT2045334-0502/FT2045334-0502-2_589x860.jpg	//justfab.com/products/Llysha-Ballerina-Flat-FT2045334-0502	"out of stock"	"Fashion > Shoes > Flats > Slip On"	Leopard	XL	0	FT2045334-0502	0	0	01/25/2021	470		0	470		
SK2045178-0001-83120	10927960	"Velinda Sneaker"	" Features JF Form Foam - Twice the thickness of a standard foam insole, with optimal rebound so the sole never flattens and you always feel supported. Material: Textile Heel Height: 1.75"" Measurements will vary slightly Imported "	"$34.95 "	$8.74	https://us-cdn.justfab.com/media/images/products/SK2045178-0001/SK2045178-0001-2_589x860.jpg	//justfab.com/products/Velinda-Sneaker-SK2045178-0001	"out of stock"	"Fashion > Shoes > Sneakers > Active"	Black	12	0	SK2045178-0001	3	0	11/28/2022	403		0	403		
FB2046023-0001-83120	11028895	"Kalima Quilted Flat Boot"	" Material: Faux Leather Heel Height: 1.34"" Shaft Height (based on size 8): 15.75'' Measurements will vary slightly Imported "	"$56.95 "	$14.24	https://us-cdn.justfab.com/media/images/products/FB2046023-0001/FB2046023-0001-2_589x860.jpg	//justfab.com/products/Kalima-Quilted-Flat-Boot-FB2046023-0001	"out of stock"	"Fashion > Shoes > Boots > Combat"	Black	12	0	FB2046023-0001	0	0	11/30/2020	44		0	44		
FT2045334-0001-86040	11067205	"Llysha Ballerina Slipper"	" New! Padded insole for extra comfort Material: Textile Heel Height: 0.2"" S= 5-6, M= 7-8, L= 9-10 & XL= 11-12 Measurements will vary slightly Imported "	"$19.95 "	$4.99	https://us-cdn.justfab.com/media/images/products/FT2045334-0001/FT2045334-0001-2_589x860.jpg	//justfab.com/products/Llysha-Ballerina-Flat-FT2045334-0001	"out of stock"	"Fashion > Shoes > Slippers"	Black	XL	0	FT2045334-0001	2	0	01/25/2021	488		0	488		
HS2045185-0001-88120	11171968	"Aubriana Over-the-Knee Heeled Boot"	"  New! Padded insole for extra comfort   Material: Faux Suede   Heel Height: 3.39""   Shaft Height (based on size 8): 21.45""    Extra wide width has additional room across the footbed, ball of the foot and instep  Extra Wide width + Extra Wide Calf size is available in E fit  Measurements will vary slightly   Imported   "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/HS2044678-0001/HS2044678-0001-2_589x860.jpg	//justfab.com/products/Aubriana-Over-the-Knee-Heeled-Boot-HS2044678-0001	"out of stock"	"Fashion > Shoes > Boots > Over the Knee"	Black	12	0	HS2045185-0001	1	0	05/16/2022	624		0	"624 Wide Width + Calf Available"	"Wide Width Available"	"Wide Calf Available"
BS2146289-0001-83120	11176270	"Elora Western Bootie"	" Material: Faux Leather Heel Height: 2.8"" Shaft Height (based on size 8): 4.75"" Measurements will vary slightly Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2146289-0001/BS2146289-0001-2_589x860.jpg	//justfab.com/products/Elora-Western-Bootie-BS2146289-0001	"out of stock"	"Fashion > Shoes > Boots > Cowboy and Western"	Black	12	0	BS2146289-0001	2	0	12/30/2020	114		0	114		
FB2146369-0001-83120	11176738	"Sienna Croc Embossed Boot"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 0.85"" Shaft Height (based on size 8): 15"" Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB2146369-0001/FB2146369-0001-2_589x860.jpg	//justfab.com/products/Sienna-Croc-Embossed-Boot-FB2146369-0001	"out of stock"	"Fashion > Shoes > Boots > Riding"	Black	12	0	FB2146369-0001	0	0	01/12/2023	1776		0	1776		
FB2146369-1498-83120	11176777	"Sienna Croc Embossed Boot"	" New! Padded insole for extra comfort Material: Faux Leather Heel Height: 0.85"" Shaft Height (based on size 8): 15"" Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB2146369-1498/FB2146369-1498-2_589x860.jpg	//justfab.com/products/Sienna-Croc-Embossed-Boot-FB2146369-1498	"out of stock"	"Fashion > Shoes > Boots > Riding"	"Brown Croc"	12	0	FB2146369-1498	0	0	12/30/2020	815		0	815		
