id	item_group_id	title	description	price	sale_price	image_link	additional_image_link	link	availability	product_type	brand	color	size	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4	parent_sku	catwalk_video	release_date	half_price	sales_count_conversions_10_days	inventory_count	sales_count_conversions_1_day	woh	wide_width	wide_calf
PP2356667-2458-83120	15037960	"Eve Platform Pump"	" Material: Faux Leather Heel Height: 5.75"" Platform Height: 2.25"" Closure: Adjustable Buckle Measurements will vary slightly Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2356667-2458/PP2356667-2458-2_589x860.jpg		https://www.justfab.com/products/Eve-Platform-Pump-PP2356667-2458	"in stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	Taupe	12						PP2356667-2458		2023/08/30	$14.99	4	870	0	870		
PP2356667-6264-83120	15038025	"Eve Platform Pump"	" Material: Faux Leather Heel Height: 5.75"" Platform Height: 2.25"" Closure: Adjustable Buckle Measurements will vary slightly Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2356667-6264/PP2356667-6264-2_589x860.jpg		https://www.justfab.com/products/Eve-Platform-Pump-PP2356667-6264	"in stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	"Biking Red"	12						PP2356667-6264		2023/08/30	$14.99	0	600	0	600		
PP2356668-0001-84120	16729171	"Yasmyn Ankle Strap Pump"	" Material: Faux Suede Heel Height: 4.25"" Platform Height: 1.25"" Closure: Adjustable Buckle Imported. "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/PP2356668-0001/PP2356668-0001-2_589x860.jpg		https://www.justfab.com/products/Yasmyn-Ankle-Strap-Pump-PP2356668-0001	"in stock"	"Fashion > Shoes > Pumps > Ankle Strap"	JustFab	Black	12						PP2356668-0001		2023/08/30	$13.49	0	1800	0	1800		
PP2356668-6397-84120	16729236	"Yasmyn Ankle Strap Pump"	" Material: Faux Suede Heel Height: 4.25"" Platform Height: 1.25"" Closure: Adjustable Buckle Imported. "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/PP2356668-6397/PP2356668-6397-2_589x860.jpg		https://www.justfab.com/products/Yasmyn-Ankle-Strap-Pump-PP2356668-6397	"in stock"	"Fashion > Shoes > Pumps > Ankle Strap"	JustFab	"New Nude"	12						PP2356668-6397		2023/08/30	$13.49	0	1003	0	1003		
PP2356682-1090-84120	16730786	"Margaux Platform Loafer Pump"	" Material: Faux Leather Heel Height: 5.25"" Platform Height: 2.0"" Closure: Slip On Imported. "	"$52.95 "	$13.24	https://us-cdn.justfab.com/media/images/products/PP2356682-1090/PP2356682-1090-2_589x860.jpg		https://www.justfab.com/products/Margaux-Platform-Loafer-Pump-PP2356682-1090	"in stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	"Bright White"	12						PP2356682-1090		2023/08/30	$15.89	0	1200	0	1200		
PP2356686-2820-83120	16727961	"Estelle Pointed Toe Pump"	" Material: Faux Suede/Faux Leather Heel Height: 3.75"" Closure: Slip On Imported. "	"$36.95 "	$9.24	https://us-cdn.justfab.com/media/images/products/PP2356686-2820/PP2356686-2820-2_589x860.jpg		https://www.justfab.com/products/Estelle-Pointed-Toe-Pump-PP2356686-2820	"in stock"	"Fashion > Shoes > Pumps > Classic"	JustFab	Coffee	12						PP2356686-2820		2023/08/30	$11.09	0	898	0	898		
SK2354957-6490-84120	14625973	"Jasmyne Athletic Sneaker"	" Material: Recycled Active Knit/ Rubberized Faux Leather Heel Height: 2.0"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/SK2354957-6490/SK2354957-6490-2_589x860.jpg		https://www.justfab.com/products/Jasmyne-Athletic-Sneaker-SK2354957-6490	"in stock"	"Fashion > Shoes > Sneakers > Active"	JustFab	"High Risk Red"	12						SK2354957-6490		2023/08/30	$12.89	2	1859	1	37.9		
SK2356630-0112-83120	16727491	"Portia Sneaker"	" Material: Faux Leather Heel Height: 1.0"" Closure: Adjustable Laces Imported. "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/SK2356630-0112/SK2356630-0112-2_589x860.jpg		https://www.justfab.com/products/Portia-Sneaker-SK2356630-0112	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab	"Grey Multi"	12						SK2356630-0112		2023/08/30	$11.99	0	1006	0	1006		
SK2356630-1020-83120	16727426	"Portia Sneaker"	" Material: Faux Leather Heel Height: 1.0"" Closure: Adjustable Laces Imported. "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/SK2356630-1020/SK2356630-1020-2_589x860.jpg		https://www.justfab.com/products/Portia-Sneaker-SK2356630-1020	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab	"White Multi"	12						SK2356630-1020		2023/08/30	$11.99	0	1400	0	1400		
SK2356649-0001-84120	16730081	"Niya High Top Wedge Sneaker"	" Material: Faux Suede Heel Height: 2.25"" Platform Height: 1.0"" Shaft Height (based on size 8): 4.25"" Closure: Functional Inside Zipper Imported. "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/SK2356649-0001/SK2356649-0001-2_589x860.jpg		https://www.justfab.com/products/Niya-High-Top-Wedge-Sneaker-SK2356649-0001	"in stock"	"Fashion > Shoes > Sneakers > High Top"	JustFab	Black	12						SK2356649-0001		2023/08/30	$13.49	0	1512	0	1512		
SK2356649-8287-84120	16730146	"Niya High Top Wedge Sneaker"	" Material: Faux Leather Heel Height: 2.25"" Platform Height: 1.0"" Shaft Height (based on size 8): 4.25"" Closure: Functional Inside Zipper Imported. "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/SK2356649-8287/SK2356649-8287-2_589x860.jpg		https://www.justfab.com/products/Niya-High-Top-Wedge-Sneaker-SK2356649-8287	"in stock"	"Fashion > Shoes > Sneakers > High Top"	JustFab	"Platino Gold"	12						SK2356649-8287		2023/08/30	$13.49	0	1200	0	1200		
DA2040125-1099-83120	11637331	"Lorelai Block Heeled Sandal"	" Belongs to the JF Core collection—tried, tested & true Material: Rhinestone/ Faux Leather Heel Height: 4.0"" Measurements will vary slightly Imported "	"$36.95 "	$9.24	https://us-cdn.justfab.com/media/images/products/DA2040125-1099/DA2040125-1099-2_589x860.jpg		https://www.justfab.com/products/Lorelai-Block-Heeled-Sandal-DA2040125-1099	"in stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab	Rhinestone	12						DA2040125-1099	https://us-cdn.justfab.com/media/video/products/DA2040125-2130/DA2040125-2130.mp4	2023/08/28	$11.09	4	775	0	36.9		
DA2147599-2400-84120	16714716	"Hanna Transparent Heeled Sandal"	"Material: Faux Leather Heel Height: 4.0"" Extra wide width has additional room across the footbed, ball of the foot and instep Extra wide width is available in E fit Closure: Adjustable Ankle Strap Imported "	"$19.95 "	$4.99	https://us-cdn.justfab.com/media/images/products/DA1933948-2400/DA1933948-2400-2_589x860.jpg		https://www.justfab.com/products/Hanna-Transparent-Heeled-Sandal-DA1933948-2400	"out of stock"	"Fashion > Shoes > Sandals > Ankle Strap"	JustFab	Beige	12						DA2147599-2400	https://us-cdn.justfab.com/media/video/products/DA1938399-2130/DA1938399-2130.mp4	2023/08/28	$5.99	6	12547	0	"179.2 Wide Width Available"	"Wide Width Available"	
FT2356670-1746-83120	16539771	"Colette Lug Sole Loafer"	" Material: Recycled Micro Heel Height: 1.5"" Platform Height: 1.0"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FT2356670-1746/FT2356670-1746-2_589x860.jpg		https://www.justfab.com/products/Colette-Lug-Sole-Loafer-FT2356670-1746	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Light Camel"	12						FT2356670-1746		2023/08/28	$11.99	11	2719	1	35.3		
FT2356671-0001-83120	15037380	"Drew Lug Sole Loafer"	" Material: Faux Leather Platform Height: 1.5"" Heel Height: 3.0"" Closure: Slip On Measurements will vary slightly Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/FT2356671-0001/FT2356671-0001-2_589x860.jpg		https://www.justfab.com/products/Drew-Lug-Sole-Loafer-FT2356671-0001	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	Black	12						FT2356671-0001		2023/08/28	$13.49	10	4830	2	86.3		
PP2356583-3889-83120	16541186	"Liliane Heeled Lug Sole Loafer"	" Material: Faux Suede Heel Height: 3.25"" Platform Height: 0.5"" Measurements will vary slightly Closure: Slip On Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/PP2356583-3889/PP2356583-3889-2_589x860.jpg		https://www.justfab.com/products/Liliane-Lug-Sole-Loafer-PP2356583-3889	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Military Olive"	12						PP2356583-3889		2023/08/28	$12.89	3	485	1	9.9		
PP2356664-1429-84120	16684716	"Inara Heeled Mule"	" Toe cap detailing Material: Faux Leather Heel Height: 4.0"" Closure: Slip On Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/PP2356664-1429/PP2356664-1429-2_589x860.jpg		https://www.justfab.com/products/Inara-Heeled-Mule-PP2356664-1429	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Birch White"	12						PP2356664-1429		2023/08/28	$13.49	4	440	1	12.6		
PP2356682-4720-84120	16683666	"Margaux Platform Pump"	" Material: Denim Heel Height: 5.25"" Platform Height: 2.0"" Closure: Slip On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2356682-4720/PP2356682-4720-2_589x860.jpg		https://www.justfab.com/products/Margaux-Platform-Loafer-Pump-PP2356682-4720	"in stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	"Dark Denim"	12						PP2356682-4720		2023/08/28	$14.99	6	1372	1	32.7		
BS2149475-2166-83120	12101104	"Tevos Combat Boot"	" Material: Rubberized Faux Leather Heel Height: 1.75"" Platform Height: 1.75"" Shaft Height (based on size 8): 5.75"" Closure: Lace Up Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2149475-2166/BS2149475-2166-2_589x860.jpg		https://www.justfab.com/products/Tevos-Heeled-Boot-BS2149475-2166	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab	SANDSTORM	12						BS2149475-2166	https://us-cdn.justfab.com/media/video/products/BS2149475-0001/BS2149475-0001.mp4	2023/08/16	$11.99	10	3455	0	246.8		
CW2356657-4209-83100	16539546	"Dixie Rain Boot"	" Material: Rubber Heel Height: 1.25"" Platform Height: 0.5"" Shaft Height (based on size 8): 5.5"" Measurements will vary slightly Closure: Pull On Imported "	"$32.95 "	$8.24	https://us-cdn.justfab.com/media/images/products/CW2356657-4209/CW2356657-4209-2_589x860.jpg		https://www.justfab.com/products/Dixie-Rain-Boot-CW2356657-4209	"in stock"	"Fashion > Shoes > Boots > Rain"	JustFab	"Lapis Blue"	10						CW2356657-4209		2023/08/16	$9.89	4	945	0	33.8		
CW2356661-6264-84110	16684321	"Ryder Rain Boot"	" Material: Faux Leather Heel Height: 2.75"" Shaft Height (based on size 8): 11.75"" Closure: Pull On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/CW2356661-6264/CW2356661-6264-2_589x860.jpg		https://www.justfab.com/products/Ryder-Rain-Boot-CW2356661-6264	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	"Biking Red"	11						CW2356661-6264		2023/08/16	$11.99	3	851	0	60.8		
FT2356670-8301-83120	16539706	"Colette Lug Sole Loafer"	" Material: Faux Leather Heel Height: 1.5"" Platform Height: 1.0"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FT2356670-8301/FT2356670-8301-2_589x860.jpg		https://www.justfab.com/products/Colette-Lug-Sole-Loafer-FT2356670-8301	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Black Croc"	12						FT2356670-8301		2023/08/16	$11.99	10	3814	2	109		
FT2356671-3889-83120	15037445	"Drew Lug Sole Loafer"	" Material: Faux Suede Platform Height: 1.5"" Heel Height: 3.0"" Closure: Slip On Measurements will vary slightly Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/FT2356671-3889/FT2356671-3889-2_589x860.jpg		https://www.justfab.com/products/Drew-Lug-Sole-Loafer-FT2356671-3889	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Military Olive"	12						FT2356671-3889		2023/08/16	$13.49	0	920	0	131.4		
PP2356660-2600-83120	16541966	"Samira Block Heeled Mule"	" Material: Faux Suede Heel Height: 3.75"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/PP2356660-2600/PP2356660-2600-2_589x860.jpg		https://www.justfab.com/products/Samira-Block-Heeled-Mule-PP2356660-2600	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Camel	12						PP2356660-2600		2023/08/16	$11.99	2	866	1	41.2		
PP2356675-0001-83110	16542031	"Vivienne Block Heel Pump"	" Material: Faux Leather Heel Height: 4.25"" Platform Height: 0.5"" Measurements will vary slightly Closure: Adjustable Buckle Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/PP2356675-0001/PP2356675-0001-2_589x860.jpg		https://www.justfab.com/products/Vivienne-Block-Heel-Pump-PP2356675-0001	"in stock"	"Fashion > Shoes > Pumps > Mary Jane"	JustFab	Black	11						PP2356675-0001		2023/08/16	$11.99	5	1874	0	66.9		
PP2356682-0039-84120	16684586	"Margaux Platform Pump"	" Material: Canyon Snake Heel Height: 5.25"" Platform Height: 2.0"" Closure: Slip On Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/PP2356682-0039/PP2356682-0039-2_589x860.jpg		https://www.justfab.com/products/Margaux-Platform-Loafer-Pump-PP2356682-0039	"in stock"	"Fashion > Shoes > Pumps > Platform"	JustFab	"Black/ White"	12						PP2356682-0039		2023/08/16	$14.99	3	680	0	48.6		
SK2146955-8295-83120	16540861	"Easton Sneaker"	" Material: Recycled Active Knit Heel Height: 1.0"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$36.95 "	$9.24	https://us-cdn.justfab.com/media/images/products/SK2146955-8295/SK2146955-8295-2_589x860.jpg		https://www.justfab.com/products/Easton-Sneaker-SK2146955-8295	"in stock"	"Fashion > Shoes > Sneakers > Active"	JustFab	"Burnt Olive Ombre Active Knit"	12						SK2146955-8295	https://us-cdn.justfab.com/media/video/products/SK2146955-7344/SK2146955-7344.mp4	2023/08/16	$11.09	1	919	0	32.8		
SK2354728-1090-83120	14214481	"Courtney Platform Sneaker"	" Belongs to the JF Core collection—tried, tested & true Material: Faux Leather Textile Lining Heel Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	"$29.95 "	$7.49	https://us-cdn.justfab.com/media/images/products/SK2354728-1090/SK2354728-1090-2_589x860.jpg		https://www.justfab.com/products/Courtney-Platform-Sneaker-SK2354728-1090	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab	"Bright White"	12						SK2354728-1090	https://us-cdn.justfab.com/media/video/products/SK2354728-1090/SK2354728-1090.mp4	2023/08/16	$8.99	9	1788	2	17		
SK2354997-6489-83120	14581039	"Jasmyne Athletic Sneaker"	" Material: Recycled Active Knit/ Faux Leather Heel Height: 2.0"" Measurements will vary slightly Closure: Adjustable Laces Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/SK2354997-6489/SK2354997-6489-2_589x860.jpg		https://www.justfab.com/products/Jasmyne-Athletic-Sneaker-SK2354997-6489	"in stock"	"Fashion > Shoes > Sneakers > Low Top"	JustFab	"Heathered Grey"	12						SK2354997-6489	https://us-cdn.justfab.com/media/video/products/SK2354997-6489/SK2354997-6489.mp4	2023/08/16	$12.89	4	692	0	24.7		
BS2149446-0001-83120	12099790	"Candide Platform Chelsea Boot"	" Material: Faux Leather Heel Height: 2.0"" Platform Height: 1.25"" Shaft Height (based on size 8): 7.75"" Measurements will vary slightly Closure: Pull-on Imported "	"$49.95 "	$12.49	https://us-cdn.justfab.com/media/images/products/BS2149446-0001/BS2149446-0001-2_589x860.jpg		https://www.justfab.com/products/Candide-Platform-Chelsea-Boot-BS2149446-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Black	12						BS2149446-0001	https://us-cdn.justfab.com/media/video/products/BS2149446-0001/BS2149446-0001.mp4	2023/08/15	$14.99	20	3607	2	64.4		
BS2149475-0001-83120	12101065	"Tevos Combat Boot"	" Material: Rubberized Faux Leather Heel Height: 1.75"" Platform Height: 1.75"" Shaft Height (based on size 8): 5.75"" Closure: Lace Up Measurements will vary slightly Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/BS2149475-0001/BS2149475-0001-2_589x860.jpg		https://www.justfab.com/products/Tevos-Heeled-Boot-BS2149475-0001	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab	Black	12						BS2149475-0001	https://us-cdn.justfab.com/media/video/products/BS2149475-0001/BS2149475-0001.mp4	2023/08/15	$11.99	19	4163	1	85		
BS2149477-1745-83120	13612504	"Vernetta Chelsea Boot"	" Material: Faux Leather Heel Height: 1.5"" Shaft Height (based on size 8): 5.00"" Extra wide width has additional room across the footbed, ball of the foot and instep Extra Wide width + Extra Wide Calf size is available in E fit Measurements will vary slightly Closure: Pull On Imported   "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2149477-1745/BS2149477-1745-2_589x860.jpg		https://www.justfab.com/products/Vernetta-Chelsea-Ankle-Boot-BS2149477-1745	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	"French Oak"	12						BS2149477-1745	https://us-cdn.justfab.com/media/video/products/BS2149477-0001/BS2149477-0001.mp4	2023/08/15	$13.49	10	2381	0	"85 Wide Width Available"	"Wide Width Available"	
BS2356525-1429-84120	16684846	"Reverie Combat Boot"	" Material: Faux Leather Heel Height: 2.5"" Platform Height: 1.75"" Shaft Height (based on size 8): 6.25"" Closure: Functional Inside Zipper Imported "	"$52.95 "	$13.24	https://us-cdn.justfab.com/media/images/products/BS2356525-1429/BS2356525-1429-2_589x860.jpg		https://www.justfab.com/products/Reverie-Combat-Boot-BS2356525-1429	"in stock"	"Fashion > Shoes > Boots > Combat"	JustFab	"Birch White"	12						BS2356525-1429		2023/08/15	$15.89	1	2077	0	2077		
BS2356540-0001-83065	16538796	"Kacey Ankle Boot"	" Material: Faux Leather Heel Height: 2.0"" Shaft Height (based on size 8): 5.25"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2356540-0001/BS2356540-0001-2_589x860.jpg		https://www.justfab.com/products/Kacey-Ankle-Boot-BS2356540-0001	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Black	6.5						BS2356540-0001		2023/08/15	$13.49	8	2248	0	"53.5 Wide Width Available"	"Wide Width Available"	
BS2356540-2600-83065	16538701	"Kacey Ankle Boot"	" Material: Recycled Micro Heel Height: 2.0"" Shaft Height (based on size 8): 5.25"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2356540-2600/BS2356540-2600-2_589x860.jpg		https://www.justfab.com/products/Kacey-Ankle-Boot-BS2356540-2600	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Camel	6.5						BS2356540-2600		2023/08/15	$13.49	2	3521	0	"125.8 Wide Width Available"	"Wide Width Available"	
BS2356684-0001-84110	16684066	"Lita Ankle Boot"	" Material: Nylon/ Rubberized Faux Leather Heel Height: 4.25"" Platform Height: 1.0"" Shaft Height (based on size 8): 4.25"" Closure: Functional Inside Zipper Imported "	"$52.95 "	$13.24	https://us-cdn.justfab.com/media/images/products/BS2356684-0001/BS2356684-0001-2_589x860.jpg		https://www.justfab.com/products/Lita-Ankle-Boot-BS2356684-0001	"in stock"	"Fashion > Shoes > Boots > Booties"	JustFab	Black	11						BS2356684-0001		2023/08/15	$15.89	3	2338	2	37.1		
BS2356696-0001-81065	16538796	"Kacey Ankle Boot"	" Material: Faux Leather Heel Height: 2.0"" Shaft Height (based on size 8): 5.25"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2356540-0001/BS2356540-0001-2_589x860.jpg		https://www.justfab.com/products/Kacey-Ankle-Boot-BS2356540-0001	"out of stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Black	6.5						BS2356696-0001		2023/08/15	$13.49	8	2248	0	"53.5 Wide Width Available"	"Wide Width Available"	
BS2356696-2600-81065	16538701	"Kacey Ankle Boot"	" Material: Recycled Micro Heel Height: 2.0"" Shaft Height (based on size 8): 5.25"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/BS2356540-2600/BS2356540-2600-2_589x860.jpg		https://www.justfab.com/products/Kacey-Ankle-Boot-BS2356540-2600	"out of stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Camel	6.5						BS2356696-2600		2023/08/15	$13.49	2	3521	0	"125.8 Wide Width Available"	"Wide Width Available"	
CW2356657-0001-83100	16539516	"Dixie Rain Boot"	" Material: Rubber Heel Height: 1.25"" Platform Height: 0.5"" Shaft Height (based on size 8): 5.5"" Measurements will vary slightly Closure: Pull On Imported "	"$32.95 "	$8.24	https://us-cdn.justfab.com/media/images/products/CW2356657-0001/CW2356657-0001-2_589x860.jpg		https://www.justfab.com/products/Dixie-Rain-Boot-CW2356657-0001	"in stock"	"Fashion > Shoes > Boots > Rain"	JustFab	Black	10						CW2356657-0001		2023/08/15	$9.89	16	2121	1	13.2		
CW2356661-0001-84110	16683901	"Ryder Rain Boot"	" Material: Faux Leather Heel Height: 2.75"" Shaft Height (based on size 8): 11.75"" Closure: Pull On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/CW2356661-0001/CW2356661-0001-2_589x860.jpg		https://www.justfab.com/products/Ryder-Rain-Boot-CW2356661-0001	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Black	11						CW2356661-0001		2023/08/15	$11.99	3	1272	0	181.7		
FB1829007-0003-83120	10791295	"Evi Duck Boot"	" Material: Faux Leather Heel Height: 1.0"" Shaft Height (based on size 8): 6.5"" Measurements will vary slightly Closure: Lace up Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FB1829007-0003/FB1829007-0003-2_589x860.jpg		https://www.justfab.com/products/Evi-Duck-Boot-FB1829007-0003	"in stock"	"Fashion > Shoes > Boots > Snow"	JustFab	"Black Onyx"	12						FB1829007-0003	https://us-cdn.justfab.com/media/video/products/FB1829007-0001/FB1829007-0001.mp4	2023/08/15	$11.99	7	4249	0	202.3		
FT2355858-0001-83120	15028325	"Frankie Flat Loafer"	" Material: Faux Leather Heel Height: 1.25"" Platform Height: 0.75"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FT2355858-0001/FT2355858-0001-2_589x860.jpg		https://www.justfab.com/products/Frankie-Flat-Loafer-FT2355858-0001	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	Black	12						FT2355858-0001		2023/08/15	$11.99	9	1327	1	23.7		
FT2355858-1429-83120	15028260	"Frankie Flat Loafer"	" Material: Faux Leather Heel Height: 1.25"" Platform Height: 0.75"" Measurements will vary slightly Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/FT2355858-1429/FT2355858-1429-2_589x860.jpg		https://www.justfab.com/products/Frankie-Flat-Loafer-FT2355858-1429	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Birch White"	12						FT2355858-1429		2023/08/15	$11.99	0	612	0	29.1		
FT2356601-10736-84120	16683536	"Alina Lug Sole Loafer"	" Material: Faux Leather Heel Height: 2.5"" Platform Height: 1.75"" Closure: Slip On Imported "	"$44.95 "	$11.24	https://us-cdn.justfab.com/media/images/products/FT2356601-10736/FT2356601-10736-2_589x860.jpg		https://www.justfab.com/products/Alina-Lug-Sole-Loafer-FT2356601-10736	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	"Black/ Bright White"	12						FT2356601-10736		2023/08/15	$13.49	1	1783	1	50.9		
FT2356677-0001-84110	16683221	"Camille Slip-On Loafer"	" Material: Faux Leather Heel Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/FT2356677-0001/FT2356677-0001-2_589x860.jpg		https://www.justfab.com/products/Camille-Slip-On-Loafer-FT2356677-0001	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	Black	11						FT2356677-0001		2023/08/15	$12.89	7	3249	2	58		
FT2356677-2458-84110	16683411	"Camille Slip-On Loafer"	" Material: Faux Leather Heel Height: 1.5"" Measurements will vary slightly Closure: Slip On Imported "	"$42.95 "	$10.74	https://us-cdn.justfab.com/media/images/products/FT2356677-2458/FT2356677-2458-2_589x860.jpg		https://www.justfab.com/products/Camille-Slip-On-Loafer-FT2356677-2458	"in stock"	"Fashion > Shoes > Flats > Loafer"	JustFab	Taupe	11						FT2356677-2458		2023/08/15	$12.89	4	2274	0	81.2		
HD2356608-8273-84120	16683836	"Madelyn Block Heeled Sandal"	" Material: Iridescent Mirror Heel Height: 4.25"" Platform Height: 1.0"" Closure: Slip On Imported "	"$39.95 "	$9.99	https://us-cdn.justfab.com/media/images/products/HD2356608-8273/HD2356608-8273-2_589x860.jpg		https://www.justfab.com/products/Madelyn-Block-Heeled-Sandal-HD2356608-8273	"in stock"	"Fashion > Shoes > Sandals > Mule"	JustFab	"Bright Silver"	12						HD2356608-8273		2023/08/15	$11.99	6	1200	0	57.1		
HS2356571-0001-83120	16541836	"Jolene Stiletto Boot"	" Padded insole with arch support Toe cap detailing Material: Faux Leather/ Faux Suede Heel Height: 3.25"" Shaft Height (based on size 8): 17.5"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$64.95 "	$16.24	https://us-cdn.justfab.com/media/images/products/HS2356571-0001/HS2356571-0001-2_589x860.jpg		https://www.justfab.com/products/Jolene-Stiletto-Boot-HS2356571-0001	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Black	12						HS2356571-0001		2023/08/15	$19.49	14	1531	4	16.8		
HS2356571-2600-83120	16541901	"Jolene Stiletto Boot"	" Padded insole with arch support Toe cap detailing Material: Faux-Leather/Faux Suede Heel Height: 3.25"" Shaft Height (based on size 8): 17.5"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$64.95 "	$16.24	https://us-cdn.justfab.com/media/images/products/HS2356571-2600/HS2356571-2600-2_589x860.jpg		https://www.justfab.com/products/Jolene-Stiletto-Boot-HS2356571-2600	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Camel	12						HS2356571-2600		2023/08/15	$19.49	7	2305	1	54.9		
HS2356658-1440-83120	16542091	"Phoenix Heeled Boot"	" Material: Faux Leather Heel Height: 3.75"" Shaft Height (based on size 8): 17.5"" Measurements will vary slightly Closure: Functional Inside Zipper Imported "	"$64.95 "	$16.24	https://us-cdn.justfab.com/media/images/products/HS2356658-1440/HS2356658-1440-2_589x860.jpg		https://www.justfab.com/products/Phoenix-Heeled-Boot-HS2356658-1440	"in stock"	"Fashion > Shoes > Boots > Cowboy and Western"	JustFab	Bone	12						HS2356658-1440		2023/08/15	$19.49	14	1546	0	17		
