id	item_group_id	title	price	sale_price	image_link	link	availability	product_type	brand	additional_image_link_1	additional_image_link_2	additional_image_link_3	inventory_count	product_sku	sales_count_conversions_10_days	additional_image_link_0	additional_image_link_4	sales_count_conversions_1_day	mpid	parent_sku	membership_brand_id	base_sku	release_date
SO2356416-7575-15060	15263735	"The Kadence Short Lined 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7575/SO2356416-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15263735?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7575/SO2356416-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7575/SO2356416-7575-4_998x1498.jpg	239	SO2356416-7575	203		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7575/SO2356416-7575-5_998x1498.jpg	71	15263735	SO2356416-7575	1	SO2356416	2023/07/31
SO2356416-7584-15060	15263785	"The Kadence Short Lined 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7584/SO2356416-7584-1_998x1498.jpg	"https://www.fabletics.com/products/15263785?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7584/SO2356416-7584-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7584/SO2356416-7584-4_998x1498.jpg	1099	SO2356416-7584	81		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356416-7584/SO2356416-7584-5_998x1498.jpg	26	15263785	SO2356416-7584	1	SO2356416	2023/07/31
SO2356417-7680-15060	15263835	"The Kadence Short Lined 5in"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356417-7680/SO2356417-7680-1_998x1498.jpg	"https://www.fabletics.com/products/15263835?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356417-7680/SO2356417-7680-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356417-7680/SO2356417-7680-4_998x1498.jpg	415	SO2356417-7680	513		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356417-7680/SO2356417-7680-5_998x1498.jpg	128	15263835	SO2356417-7680	1	SO2356417	2023/07/31
SO2356418-4846-15060	15263885	"The Kadence Short Lined 3in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-4846/SO2356418-4846-1_998x1498.jpg	"https://www.fabletics.com/products/15263885?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-4846/SO2356418-4846-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-4846/SO2356418-4846-4_998x1498.jpg	3798	SO2356418-4846	39		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-4846/SO2356418-4846-5_998x1498.jpg	12	15263885	SO2356418-4846	1	SO2356418	2023/07/31
SO2356418-0421-15060	15263920	"The Kadence Short Lined 3in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-0421/SO2356418-0421-1_998x1498.jpg	"https://www.fabletics.com/products/15263920?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-0421/SO2356418-0421-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-0421/SO2356418-0421-4_998x1498.jpg	3654	SO2356418-0421	105		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-0421/SO2356418-0421-5_998x1498.jpg	35	15263920	SO2356418-0421	1	SO2356418	2023/07/31
SO2356418-7575-15060	15263955	"The Kadence Short Lined 3in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7575/SO2356418-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15263955?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7575/SO2356418-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7575/SO2356418-7575-4_998x1498.jpg	637	SO2356418-7575	65		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7575/SO2356418-7575-5_998x1498.jpg	23	15263955	SO2356418-7575	1	SO2356418	2023/07/31
SO2356418-7584-15060	15263990	"The Kadence Short Lined 3in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7584/SO2356418-7584-1_998x1498.jpg	"https://www.fabletics.com/products/15263990?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7584/SO2356418-7584-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7584/SO2356418-7584-4_998x1498.jpg	1025	SO2356418-7584	30		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356418-7584/SO2356418-7584-5_998x1498.jpg	8	15263990	SO2356418-7584	1	SO2356418	2023/07/31
LE2357810-7659-15060	15264435	"The 24-7 Tank"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/LE2357810-7659/LE2357810-7659-1_998x1498.jpg	"https://www.fabletics.com/products/15264435?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Sleeveless Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LE2357810-7659/LE2357810-7659-3_998x1498.jpg		134	LE2357810-7659	28			5	15264435	LE2357810-7659	1	LE2357810	2023/07/31
SS2357811-8914-15060	15264470	"The 24-7 Pocket Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2357811-8914/SS2357811-8914-1_998x1498.jpg	"https://www.fabletics.com/products/15264470?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2357811-8914/SS2357811-8914-3_998x1498.jpg		688	SS2357811-8914	17			1	15264470	SS2357811-8914	1	SS2357811	2023/07/31
SS2357811-8913-15060	15264505	"The 24-7 Pocket Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2357811-8913/SS2357811-8913-1_998x1498.jpg	"https://www.fabletics.com/products/15264505?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2357811-8913/SS2357811-8913-3_998x1498.jpg		647	SS2357811-8913	59			6	15264505	SS2357811-8913	1	SS2357811	2023/07/31
SB2357816-8918-15060	15264540	"The Go-To 1/4 Zip"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/SB2357816-8918/SB2357816-8918-1_998x1498.jpg	"https://www.fabletics.com/products/15264540?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Hoodies and Sweatshirts > Pullovers"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SB2357816-8918/SB2357816-8918-3_998x1498.jpg		409	SB2357816-8918	3			0	15264540	SB2357816-8918	1	SB2357816	2023/07/31
SB2357817-8918-15060	15264575	"The Go-To Crew"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SB2357817-8918/SB2357817-8918-1_998x1498.jpg	"https://www.fabletics.com/products/15264575?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SB2357817-8918/SB2357817-8918-3_998x1498.jpg		482	SB2357817-8918	5			1	15264575	SB2357817-8918	1	SB2357817	2023/07/31
FM230873-00	15264610	"The Pickleball Full 4-Piece Bundle"	$339.9		https://fabletics-us-cdn.justfab.com/media/images/products/FM230873/FM230873-1_998x1498.jpg	"https://www.fabletics.com/products/15364990?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Outfits"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/FM230873/FM230873-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/FM230873/FM230873-4_998x1498.jpg	264	FM230873	0		https://fabletics-us-cdn.justfab.com/media/images/products/FM230873/FM230873-5_998x1498.jpg	0	15264610	FM230873	1		2023/07/31
FM230872-00	15264645	"The Pickleball 3-Piece Bundle"	$229.9		https://fabletics-us-cdn.justfab.com/media/images/products/FM230872/FM230872-1_998x1498.jpg	"https://www.fabletics.com/products/15364985?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Outfits"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/FM230872/FM230872-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/FM230872/FM230872-4_998x1498.jpg	221	FM230872	0		https://fabletics-us-cdn.justfab.com/media/images/products/FM230872/FM230872-5_998x1498.jpg	0	15264645	FM230872	1		2023/07/31
SO2357815-8917-15060	15264680	"The Fundamental Short II 7in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2357815-8917/SO2357815-8917-1_998x1498.jpg	"https://www.fabletics.com/products/15264680?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2357815-8917/SO2357815-8917-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2357815-8917/SO2357815-8917-4_998x1498.jpg	1443	SO2357815-8917	98			19	15264680	SO2357815-8917	1	SO2357815	2023/07/31
UW1937522-7559-15060	15166525	"The Blueprint Boxer Brief"	$21.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW1937522-7559/UW1937522-7559-1_998x1498.jpg	"https://www.fabletics.com/products/15166525?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				1297	UW1937522-7559	211			24	15166525	UW1937522-7559	1	UW1937522	2023/07/20
UW1937522-7575-15060	15170265	"The Blueprint Boxer Brief"	$21.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW1937522-7575/UW1937522-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15170265?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				661	UW1937522-7575	187			27	15170265	UW1937522-7575	1	UW1937522	2023/07/20
PT2355676-7575-44034	15171890	"The High Side Chino (Slim Fit)"	$94.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2355676-7575/PT2355676-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15171890?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Pants"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2355676-7575/PT2355676-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2355676-7575/PT2355676-7575-4_998x1498.jpg	734	PT2355676-7575	98		https://fabletics-us-cdn.justfab.com/media/images/products/PT2355676-7575/PT2355676-7575-5_998x1498.jpg	14	15171890	PT2355676-7575	1	PT2355676	2023/07/20
SO2355574-7575-66090	15172245	"The High Side Chino Short"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355574-7575/SO2355574-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15172245?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355574-7575/SO2355574-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2355574-7575/SO2355574-7575-4_998x1498.jpg	1121	SO2355574-7575	41		https://fabletics-us-cdn.justfab.com/media/images/products/SO2355574-7575/SO2355574-7575-5_998x1498.jpg	7	15172245	SO2355574-7575	1	SO2355574	2023/07/20
PT2253112-6869-33370	15172910	"The Fundamental Pant"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253112-6869/PT2253112-6869-1_998x1498.jpg	"https://www.fabletics.com/products/15172910?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Pants"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2253112-6869/PT2253112-6869-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2253112-6869/PT2253112-6869-4_998x1498.jpg	1500	PT2253112-6869	60			15	15172910	PT2253112-6869	1	PT2253112	2023/07/20
SB2355286-7962-15060	15190200	"The Lightweight Go-To Hoodie"	$89.95		https://fabletics-us-cdn.justfab.com/media/images/products/SB2355286-7962/SB2355286-7962-1_998x1498.jpg	"https://www.fabletics.com/products/15190200?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Hoodies and Sweatshirts > Hoodies"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SB2355286-7962/SB2355286-7962-3_998x1498.jpg		1153	SB2355286-7962	7			2	15190200	SB2355286-7962	1	SB2355286	2023/07/20
LE2355254-7584-15050	15190355	"The Training Day Muscle Tank"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/LE2355254-7584/LE2355254-7584-1_998x1498.jpg	"https://www.fabletics.com/products/15190355?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Sleeveless Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LE2355254-7584/LE2355254-7584-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LE2355254-7584/LE2355254-7584-4_998x1498.jpg	769	LE2355254-7584	64			17	15190355	LE2355254-7584	1	LE2355254	2023/07/20
SS2148180-6869-15060	15190390	"The Training Day Polo"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2148180-6869/SS2148180-6869-1_998x1498.jpg	"https://www.fabletics.com/products/15190390?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2148180-6869/SS2148180-6869-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2148180-6869/SS2148180-6869-4_998x1498.jpg	1420	SS2148180-6869	101			13	15190390	SS2148180-6869	1	SS2148180	2023/07/20
SS2146511-7657-15060	15190610	"The 24-7 Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7657/SS2146511-7657-1_998x1498.jpg	"https://www.fabletics.com/products/15190610?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7657/SS2146511-7657-3_998x1498.jpg		255	SS2146511-7657	101			15	15190610	SS2146511-7657	1	SS2146511	2023/07/20
SS2146511-7654-15060	15190645	"The 24-7 Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7654/SS2146511-7654-1_998x1498.jpg	"https://www.fabletics.com/products/15190645?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2146511-7654/SS2146511-7654-3_998x1498.jpg		563	SS2146511-7654	98			20	15190645	SS2146511-7654	1	SS2146511	2023/07/20
LE2147348-7677-15040	15190680	"The 24-7 Tank"	$39.95		https://fabletics-us-cdn.justfab.com/media/images/products/LE2147348-7677/LE2147348-7677-1_998x1498.jpg	"https://www.fabletics.com/products/15190680?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Sleeveless Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LE2147348-7677/LE2147348-7677-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LE2147348-7677/LE2147348-7677-4_998x1498.jpg	153	LE2147348-7677	97			13	15190680	LE2147348-7677	1	LE2147348	2023/07/20
SS2355226-7677-15060	15190850	"The 24-7 Pocket Tee"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2355226-7677/SS2355226-7677-1_998x1498.jpg	"https://www.fabletics.com/products/15190850?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2355226-7677/SS2355226-7677-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2355226-7677/SS2355226-7677-4_998x1498.jpg	626	SS2355226-7677	58			6	15190850	SS2355226-7677	1	SS2355226	2023/07/20
SS2252299-7584-15060	15190900	"The 24-7 V Neck"	$44.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252299-7584/SS2252299-7584-1_998x1498.jpg	"https://www.fabletics.com/products/15190900?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2252299-7584/SS2252299-7584-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SS2252299-7584/SS2252299-7584-4_998x1498.jpg	865	SS2252299-7584	23			0	15190900	SS2252299-7584	1	SS2252299	2023/07/20
SS2354327-7590-15060	15190985	"The R&R Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7590/SS2354327-7590-1_998x1498.jpg	"https://www.fabletics.com/products/15190985?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7590/SS2354327-7590-3_998x1498.jpg		373	SS2354327-7590	34			3	15190985	SS2354327-7590	1	SS2354327	2023/07/20
SS2354327-7594-15060	15191020	"The R&R Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7594/SS2354327-7594-1_998x1498.jpg	"https://www.fabletics.com/products/15191020?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7594/SS2354327-7594-3_998x1498.jpg		537	SS2354327-7594	13			2	15191020	SS2354327-7594	1	SS2354327	2023/07/20
SS2354327-7598-15060	15191055	"The R&R Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7598/SS2354327-7598-1_998x1498.jpg	"https://www.fabletics.com/products/15191055?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Short-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SS2354327-7598/SS2354327-7598-3_998x1498.jpg		575	SS2354327-7598	8			2	15191055	SS2354327-7598	1	SS2354327	2023/07/20
LS2354325-7607-15060	15191125	"The R&R Long Sleeve Tee"	$54.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2354325-7607/LS2354325-7607-1_998x1498.jpg	"https://www.fabletics.com/products/15191125?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2354325-7607/LS2354325-7607-3_998x1498.jpg		808	LS2354325-7607	13			5	15191125	LS2354325-7607	1	LS2354325	2023/07/20
LS2356243-0001-15060	15191210	"The 24-7 Long Sleeve Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-0001/LS2356243-0001-1_998x1498.jpg	"https://www.fabletics.com/products/15191210?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-0001/LS2356243-0001-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-0001/LS2356243-0001-4_998x1498.jpg	2451	LS2356243-0001	184			34	15191210	LS2356243-0001	1	LS2356243	2023/07/20
LS2356243-3570-15060	15191260	"The 24-7 Long Sleeve Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-3570/LS2356243-3570-1_998x1498.jpg	"https://www.fabletics.com/products/15191260?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-3570/LS2356243-3570-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-3570/LS2356243-3570-4_998x1498.jpg	2907	LS2356243-3570	68			8	15191260	LS2356243-3570	1	LS2356243	2023/07/20
LS2356243-3813-15060	15191310	"The 24-7 Long Sleeve Tee"	$49.95		https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-3813/LS2356243-3813-1_998x1498.jpg	"https://www.fabletics.com/products/15191310?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Top > Long-Sleeve Tees"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-3813/LS2356243-3813-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/LS2356243-3813/LS2356243-3813-4_998x1498.jpg	2785	LS2356243-3813	68			12	15191310	LS2356243-3813	1	LS2356243	2023/07/20
PT2355281-7660-15060	15191850	"The Lightweight Go-To Short"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2355281-7660/PT2355281-7660-1_998x1498.jpg	"https://www.fabletics.com/products/15191850?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2355281-7660/PT2355281-7660-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2355281-7660/PT2355281-7660-4_998x1498.jpg	426	PT2355281-7660	59		https://fabletics-us-cdn.justfab.com/media/images/products/PT2355281-7660/PT2355281-7660-5_998x1498.jpg	11	15191850	PT2355281-7660	1	PT2355281	2023/07/20
UW2044696-7576-15060	15191935	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2044696-7576/UW2044696-7576-1_998x1498.jpg	"https://www.fabletics.com/products/15191935?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				216	UW2044696-7576	101			24	15191935	UW2044696-7576	1	UW2044696	2023/07/20
UW2044696-7633-15060	15191985	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2044696-7633/UW2044696-7633-1_998x1498.jpg	"https://www.fabletics.com/products/15191985?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				84	UW2044696-7633	27			4	15191985	UW2044696-7633	1	UW2044696	2023/07/20
UW2253709-7645-15060	15192035	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2253709-7645/UW2253709-7645-1_998x1498.jpg	"https://www.fabletics.com/products/15192035?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				194	UW2253709-7645	150			20	15192035	UW2253709-7645	1	UW2253709	2023/07/20
UW2253709-7715-15060	15192085	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2253709-7715/UW2253709-7715-1_998x1498.jpg	"https://www.fabletics.com/products/15192085?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				93	UW2253709-7715	185			30	15192085	UW2253709-7715	1	UW2253709	2023/07/20
UW2253709-7640-15060	15192135	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2253709-7640/UW2253709-7640-1_998x1498.jpg	"https://www.fabletics.com/products/15192135?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				33	UW2253709-7640	39			9	15192135	UW2253709-7640	1	UW2253709	2023/07/20
UW2253709-7698-15060	15192185	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2253709-7698/UW2253709-7698-1_998x1498.jpg	"https://www.fabletics.com/products/15192185?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				414	UW2253709-7698	126			23	15192185	UW2253709-7698	1	UW2253709	2023/07/20
TT2355504-7677-15060	15192285	"The Baselayer Short"	$39.95		https://fabletics-us-cdn.justfab.com/media/images/products/TT2355504-7677/TT2355504-7677-1_998x1498.jpg	"https://www.fabletics.com/products/15192285?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Tights > Full Length Tights"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/TT2355504-7677/TT2355504-7677-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/TT2355504-7677/TT2355504-7677-4_998x1498.jpg	2003	TT2355504-7677	10			2	15192285	TT2355504-7677	1	TT2355504	2023/07/20
UW2044696-7584-15020	15192320	"The 24-7 Boxer Brief"	$19.95		https://fabletics-us-cdn.justfab.com/media/images/products/UW2044696-7584/UW2044696-7584-1_998x1498.jpg	"https://www.fabletics.com/products/15192320?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Underwear"	"Fabletics Men 1"				4	UW2044696-7584	25			3	15192320	UW2044696-7584	1	UW2044696	2023/07/20
HT2354385-7578-60260	15192355	"The Fundamental Hat"	$24.95		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7578/HT2354385-7578-1_998x1498.jpg	"https://www.fabletics.com/products/15192355?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Hats"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7578/HT2354385-7578-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7578/HT2354385-7578-4_998x1498.jpg	340	HT2354385-7578	23		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7578/HT2354385-7578-5_998x1498.jpg	2	15192355	HT2354385-7578	1	HT2354385	2023/07/20
HT2354385-8128-60260	15192360	"The Fundamental Hat"	$24.95		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-8128/HT2354385-8128-1_998x1498.jpg	"https://www.fabletics.com/products/15192360?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Hats"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-8128/HT2354385-8128-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-8128/HT2354385-8128-4_998x1498.jpg	438	HT2354385-8128	27		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-8128/HT2354385-8128-5_998x1498.jpg	4	15192360	HT2354385-8128	1	HT2354385	2023/07/20
