id	item_group_id	title	price	sale_price	image_link	link	availability	product_type	brand	additional_image_link_1	additional_image_link_2	additional_image_link_3	inventory_count	product_sku	sales_count_conversions_10_days	additional_image_link_0	additional_image_link_4	sales_count_conversions_1_day	mpid	parent_sku	membership_brand_id	base_sku	release_date
HT2354385-7559-60260	15192365	"The Fundamental Hat"	$24.95		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7559/HT2354385-7559-1_998x1498.jpg	"https://www.fabletics.com/products/15192365?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Hats"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7559/HT2354385-7559-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7559/HT2354385-7559-4_998x1498.jpg	242	HT2354385-7559	35		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7559/HT2354385-7559-5_998x1498.jpg	1	15192365	HT2354385-7559	1	HT2354385	2023/07/20
HT2354385-7574-60260	15192385	"The Fundamental Hat"	$24.95		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7574/HT2354385-7574-1_998x1498.jpg	"https://www.fabletics.com/products/15192385?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Hats"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7574/HT2354385-7574-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7574/HT2354385-7574-4_998x1498.jpg	401	HT2354385-7574	29		https://fabletics-us-cdn.justfab.com/media/images/products/HT2354385-7574/HT2354385-7574-5_998x1498.jpg	5	15192385	HT2354385-7574	1	HT2354385	2023/07/20
PT2354910-7575-42034	15223600	"The High Side Chino (Classic Fit)"	$94.95		https://fabletics-us-cdn.justfab.com/media/images/products/PT2354910-7575/PT2354910-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15223600?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Pants"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/PT2354910-7575/PT2354910-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/PT2354910-7575/PT2354910-7575-4_998x1498.jpg	494	PT2354910-7575	46		https://fabletics-us-cdn.justfab.com/media/images/products/PT2354910-7575/PT2354910-7575-5_998x1498.jpg	8	15223600	PT2354910-7575	1	PT2354910	2023/07/20
SO2253777-7644-15060	15259715	"The Fundamental Short II Lined 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253777-7644/SO2253777-7644-1_998x1498.jpg	"https://www.fabletics.com/products/15259715?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253777-7644/SO2253777-7644-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253777-7644/SO2253777-7644-4_998x1498.jpg	1323	SO2253777-7644	70		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253777-7644/SO2253777-7644-5_998x1498.jpg	6	15259715	SO2253777-7644	1	SO2253777	2023/07/20
SO2252792-7576-15060	15259750	"The Fundamental Short II Lined 5in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252792-7576/SO2252792-7576-1_998x1498.jpg	"https://www.fabletics.com/products/15259750?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252792-7576/SO2252792-7576-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252792-7576/SO2252792-7576-4_998x1498.jpg	1201	SO2252792-7576	59		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252792-7576/SO2252792-7576-5_998x1498.jpg	8	15259750	SO2252792-7576	1	SO2252792	2023/07/20
SO2252996-7576-15060	15259835	"The Fundamental Short II 7in"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-7576/SO2252996-7576-1_998x1498.jpg	"https://www.fabletics.com/products/15259835?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-7576/SO2252996-7576-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-7576/SO2252996-7576-4_998x1498.jpg	1900	SO2252996-7576	11			1	15259835	SO2252996-7576	1	SO2252996	2023/07/20
SO2252996-7584-15060	15259885	"The Fundamental Short II 7in"	$59.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-7584/SO2252996-7584-1_998x1498.jpg	"https://www.fabletics.com/products/15259885?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-7584/SO2252996-7584-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252996-7584/SO2252996-7584-4_998x1498.jpg	3249	SO2252996-7584	21			5	15259885	SO2252996-7584	1	SO2252996	2023/07/20
SO2252995-8128-15060	15260035	"The Fundamental Short II Lined 7in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-8128/SO2252995-8128-1_998x1498.jpg	"https://www.fabletics.com/products/15260035?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-8128/SO2252995-8128-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-8128/SO2252995-8128-4_998x1498.jpg	1839	SO2252995-8128	57		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252995-8128/SO2252995-8128-5_998x1498.jpg	9	15260035	SO2252995-8128	1	SO2252995	2023/07/20
SO2148646-7575-15060	15260220	"The One Short 5in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-7575/SO2148646-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15260220?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-7575/SO2148646-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-7575/SO2148646-7575-4_998x1498.jpg	25	SO2148646-7575	8		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-7575/SO2148646-7575-5_998x1498.jpg	1	15260220	SO2148646-7575	1	SO2148646	2023/07/20
SO2148646-10977-15060	15260290	"The One Short 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-10977/SO2148646-10977-1_998x1498.jpg	"https://www.fabletics.com/products/15260290?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-10977/SO2148646-10977-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-10977/SO2148646-10977-4_998x1498.jpg	365	SO2148646-10977	108		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148646-10977/SO2148646-10977-5_998x1498.jpg	23	15260290	SO2148646-10977	1	SO2148646	2023/07/20
SO2253047-7677-15060	15260360	"The One Short Lined 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7677/SO2253047-7677-1_998x1498.jpg	"https://www.fabletics.com/products/15260360?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7677/SO2253047-7677-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7677/SO2253047-7677-4_998x1498.jpg	131	SO2253047-7677	156		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-7677/SO2253047-7677-5_998x1498.jpg	23	15260360	SO2253047-7677	1	SO2253047	2023/07/20
SO2253047-10977-15060	15260395	"The One Short Lined 5in"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-10977/SO2253047-10977-1_998x1498.jpg	"https://www.fabletics.com/products/15260395?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-10977/SO2253047-10977-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-10977/SO2253047-10977-4_998x1498.jpg	273	SO2253047-10977	164		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253047-10977/SO2253047-10977-5_998x1498.jpg	21	15260395	SO2253047-10977	1	SO2253047	2023/07/20
SO2253773-7715-15020	15260480	"The One Short 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253773-7715/SO2253773-7715-1_998x1498.jpg	"https://www.fabletics.com/products/15260480?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253773-7715/SO2253773-7715-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253773-7715/SO2253773-7715-4_998x1498.jpg	177	SO2253773-7715	55		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253773-7715/SO2253773-7715-5_998x1498.jpg	7	15260480	SO2253773-7715	1	SO2253773	2023/07/20
SO2148647-7575-15010	15260530	"The One Short 7in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7575/SO2148647-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15260530?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7575/SO2148647-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7575/SO2148647-7575-4_998x1498.jpg	19	SO2148647-7575	169			8	15260530	SO2148647-7575	1	SO2148647	2023/07/20
SO2148647-7677-15060	15260580	"The One Short 7in"	$64.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7677/SO2148647-7677-1_998x1498.jpg	"https://www.fabletics.com/products/15260580?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7677/SO2148647-7677-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7677/SO2148647-7677-4_998x1498.jpg	393	SO2148647-7677	72		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-7677/SO2148647-7677-5_998x1498.jpg	11	15260580	SO2148647-7677	1	SO2148647	2023/07/20
SO2354541-7660-15020	15260630	"The One Short 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354541-7660/SO2354541-7660-1_998x1498.jpg	"https://www.fabletics.com/products/15260630?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2354541-7660/SO2354541-7660-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2354541-7660/SO2354541-7660-4_998x1498.jpg	39	SO2354541-7660	12			0	15260630	SO2354541-7660	1	SO2354541	2023/07/20
SO2148647-10977-15060	15260680	"The One Short 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-10977/SO2148647-10977-1_998x1498.jpg	"https://www.fabletics.com/products/15260680?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Un-lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-10977/SO2148647-10977-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-10977/SO2148647-10977-4_998x1498.jpg	446	SO2148647-10977	53		https://fabletics-us-cdn.justfab.com/media/images/products/SO2148647-10977/SO2148647-10977-5_998x1498.jpg	13	15260680	SO2148647-10977	1	SO2148647	2023/07/20
SO2252189-7575-15020	15260780	"The One Short Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7575/SO2252189-7575-1_998x1498.jpg	"https://www.fabletics.com/products/15260780?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7575/SO2252189-7575-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7575/SO2252189-7575-4_998x1498.jpg	163	SO2252189-7575	45		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7575/SO2252189-7575-5_998x1498.jpg	7	15260780	SO2252189-7575	1	SO2252189	2023/07/20
SO2252189-7677-15060	15260830	"The One Short Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7677/SO2252189-7677-1_998x1498.jpg	"https://www.fabletics.com/products/15260830?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7677/SO2252189-7677-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7677/SO2252189-7677-4_998x1498.jpg	736	SO2252189-7677	142		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-7677/SO2252189-7677-5_998x1498.jpg	13	15260830	SO2252189-7677	1	SO2252189	2023/07/20
SO2254015-7660-15030	15260880	"The One Short Lined 7in"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-7660/SO2254015-7660-1_998x1498.jpg	"https://www.fabletics.com/products/15260880?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-7660/SO2254015-7660-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-7660/SO2254015-7660-4_998x1498.jpg	291	SO2254015-7660	162		https://fabletics-us-cdn.justfab.com/media/images/products/SO2254015-7660/SO2254015-7660-5_998x1498.jpg	13	15260880	SO2254015-7660	1	SO2254015	2023/07/20
SO2252189-10977-15060	15260930	"The One Short Lined 7in"	$74.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-10977/SO2252189-10977-1_998x1498.jpg	"https://www.fabletics.com/products/15260930?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-10977/SO2252189-10977-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-10977/SO2252189-10977-4_998x1498.jpg	1137	SO2252189-10977	101		https://fabletics-us-cdn.justfab.com/media/images/products/SO2252189-10977/SO2252189-10977-5_998x1498.jpg	13	15260930	SO2252189-10977	1	SO2252189	2023/07/20
SO2253115-5940-15060	15264025	"The Fundamental Short II Lined 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-5940/SO2253115-5940-1_998x1498.jpg	"https://www.fabletics.com/products/15264025?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-5940/SO2253115-5940-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-5940/SO2253115-5940-4_998x1498.jpg	1210	SO2253115-5940	462		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-5940/SO2253115-5940-5_998x1498.jpg	49	15264025	SO2253115-5940	1	SO2253115	2023/07/20
SO2253115-8204-15060	15264125	"The Fundamental Short II Lined 5in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-8204/SO2253115-8204-1_998x1498.jpg	"https://www.fabletics.com/products/15264125?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-8204/SO2253115-8204-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-8204/SO2253115-8204-4_998x1498.jpg	2228	SO2253115-8204	271		https://fabletics-us-cdn.justfab.com/media/images/products/SO2253115-8204/SO2253115-8204-5_998x1498.jpg	34	15264125	SO2253115-8204	1	SO2253115	2023/07/20
SO2356390-5940-15060	15264175	"The Fundamental Short II Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-5940/SO2356390-5940-1_998x1498.jpg	"https://www.fabletics.com/products/15264175?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-5940/SO2356390-5940-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-5940/SO2356390-5940-4_998x1498.jpg	1852	SO2356390-5940	924		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-5940/SO2356390-5940-5_998x1498.jpg	120	15264175	SO2356390-5940	1	SO2356390	2023/07/20
SO2356390-8203-15060	15264225	"The Fundamental Short II Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8203/SO2356390-8203-1_998x1498.jpg	"https://www.fabletics.com/products/15264225?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8203/SO2356390-8203-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8203/SO2356390-8203-4_998x1498.jpg	3913	SO2356390-8203	60		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8203/SO2356390-8203-5_998x1498.jpg	12	15264225	SO2356390-8203	1	SO2356390	2023/07/20
SO2356390-8204-15060	15264275	"The Fundamental Short II Lined 7in"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8204/SO2356390-8204-1_998x1498.jpg	"https://www.fabletics.com/products/15264275?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Bottom > Shorts > Lined Shorts"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8204/SO2356390-8204-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8204/SO2356390-8204-4_998x1498.jpg	3697	SO2356390-8204	159		https://fabletics-us-cdn.justfab.com/media/images/products/SO2356390-8204/SO2356390-8204-5_998x1498.jpg	29	15264275	SO2356390-8204	1	SO2356390	2023/07/20
HB2253203-7584-14000	15264775	"The Run Headband"	$14.95		https://fabletics-us-cdn.justfab.com/media/images/products/HB2253203-7584/HB2253203-7584-1_998x1498.jpg	"https://www.fabletics.com/products/15264775?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Hats"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/HB2253203-7584/HB2253203-7584-3_998x1498.jpg		577	HB2253203-7584	76			10	15264775	HB2253203-7584	1	HB2253203	2023/07/20
BG2356025-7571-14000	15323015	"The Belt Bag"	$39.95		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-7571/BG2356025-7571-1_998x1498.jpg	"https://www.fabletics.com/products/15323015?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Bags"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-7571/BG2356025-7571-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-7571/BG2356025-7571-4_998x1498.jpg	291	BG2356025-7571	28		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-7571/BG2356025-7571-5_998x1498.jpg	1	15323015	BG2356025-7571	1	BG2356025	2023/07/20
BG2356025-9127-14000	15323020	"The Belt Bag"	$39.95		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-9127/BG2356025-9127-1_998x1498.jpg	"https://www.fabletics.com/products/15323020?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Bags"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-9127/BG2356025-9127-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-9127/BG2356025-9127-4_998x1498.jpg	247	BG2356025-9127	10		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356025-9127/BG2356025-9127-5_998x1498.jpg	2	15323020	BG2356025-9127	1	BG2356025	2023/07/20
BG2356118-7581-14000	15323025	"The Belt Bag"	$39.95		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356118-7581/BG2356118-7581-1_998x1498.jpg	"https://www.fabletics.com/products/15323025?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Bags"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356118-7581/BG2356118-7581-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BG2356118-7581/BG2356118-7581-4_998x1498.jpg	933	BG2356118-7581	9		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356118-7581/BG2356118-7581-5_998x1498.jpg	0	15323025	BG2356118-7581	1	BG2356118	2023/07/20
BG2356026-0001-14000	15323040	"The Classic Backpack"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-0001/BG2356026-0001-1_998x1498.jpg	"https://www.fabletics.com/products/15323040?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Bags"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-0001/BG2356026-0001-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-0001/BG2356026-0001-4_998x1498.jpg	419	BG2356026-0001	27		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-0001/BG2356026-0001-5_998x1498.jpg	2	15323040	BG2356026-0001	1	BG2356026	2023/07/20
BG2356026-4668-14000	15323045	"The Classic Backpack"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-4668/BG2356026-4668-1_998x1498.jpg	"https://www.fabletics.com/products/15323045?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Bags"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-4668/BG2356026-4668-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-4668/BG2356026-4668-4_998x1498.jpg	581	BG2356026-4668	4		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-4668/BG2356026-4668-5_998x1498.jpg	1	15323045	BG2356026-4668	1	BG2356026	2023/07/20
BG2356026-7571-14000	15323050	"The Classic Backpack"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-7571/BG2356026-7571-1_998x1498.jpg	"https://www.fabletics.com/products/15323050?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Bags"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-7571/BG2356026-7571-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-7571/BG2356026-7571-4_998x1498.jpg	601	BG2356026-7571	29		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356026-7571/BG2356026-7571-5_998x1498.jpg	2	15323050	BG2356026-7571	1	BG2356026	2023/07/20
BG2356119-7581-14000	15323055	"The Classic Backpack"	$69.95		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356119-7581/BG2356119-7581-1_998x1498.jpg	"https://www.fabletics.com/products/15323055?utm_source=LandingPage&utm_medium=LandingPage "		"Activewear > Mens > Accessories > Bags"	"Fabletics Men 1"		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356119-7581/BG2356119-7581-3_998x1498.jpg	https://fabletics-us-cdn.justfab.com/media/images/products/BG2356119-7581/BG2356119-7581-4_998x1498.jpg	877	BG2356119-7581	3		https://fabletics-us-cdn.justfab.com/media/images/products/BG2356119-7581/BG2356119-7581-5_998x1498.jpg	1	15323055	BG2356119-7581	1	BG2356119	2023/07/20
